s_id;provider_id;lon;lat;alt;alt_dem;gss_id;genus;species;subspecies;phase_id;year;day;date;cult_season;license_short
31775;1401;2.16366;41.6825;422;438;1950100;Olea;Olea europaea;;60;2014;144;2014-05-24;0;CC BY-NC 4.0
20435;1401;0.47654;41.7133;305;301;1950100;Olea;Olea europaea;;65;2014;145;2014-05-25;0;CC BY-NC 4.0
31642;1401;0.47445;41.7116;305;301;1950100;Olea;Olea europaea;;65;2014;145;2014-05-25;0;CC BY-NC 4.0
19298;2101;14.7687;44.7556;26;18;1950100;Olea;Olea europaea;;69;2014;147;2014-05-27;0;CC BY-NC 4.0
20412;1401;0.82721;41.5478;262;253;1950100;Olea;Olea europaea;;65;2014;147;2014-05-27;0;CC BY-NC 4.0
31695;1401;0.82628;41.5467;257;251;1950100;Olea;Olea europaea;;65;2014;147;2014-05-27;0;CC BY-NC 4.0
20407;1401;2.04738;41.3831;25;32;1950100;Olea;Olea europaea;;65;2014;149;2014-05-29;0;CC BY-NC 4.0
31785;1401;2.04484;41.3839;30;28;1950100;Olea;Olea europaea;;65;2014;149;2014-05-29;0;CC BY-NC 4.0
20408;1401;2.12488;41.418;410;382;1950100;Olea;Olea europaea;;60;2014;150;2014-05-30;0;CC BY-NC 4.0
20428;1401;0.85732;41.1894;316;308;1950100;Olea;Olea europaea;;65;2014;150;2014-05-30;0;CC BY-NC 4.0
31759;1401;0.875564;41.1788;434;421;1950100;Olea;Olea europaea;;65;2014;150;2014-05-30;0;CC BY-NC 4.0
20427;1401;0.99138;42.2262;648;645;1950100;Olea;Olea europaea;;60;2014;151;2014-05-31;0;CC BY-NC 4.0
20446;1401;2.16516;41.6897;480;494;1950100;Olea;Olea europaea;;65;2014;151;2014-05-31;0;CC BY-NC 4.0
31660;1401;2.12374;41.4187;410;404;1950100;Olea;Olea europaea;;60;2014;151;2014-05-31;0;CC BY-NC 4.0
31775;1401;2.16366;41.6825;422;438;1950100;Olea;Olea europaea;;65;2014;151;2014-05-31;0;CC BY-NC 4.0
31791;1401;0.990382;42.2256;649;643;1950100;Olea;Olea europaea;;60;2014;152;2014-06-01;0;CC BY-NC 4.0
6871;201;13.6167;45.4833;2;5;1950100;Olea;Olea europaea;;69;2014;153;2014-06-02;0;CC BY-NC 4.0
20427;1401;0.99138;42.2262;648;645;1950100;Olea;Olea europaea;;65;2014;155;2014-06-04;0;CC BY-NC 4.0
31791;1401;0.990382;42.2256;649;643;1950100;Olea;Olea europaea;;65;2014;156;2014-06-05;0;CC BY-NC 4.0
20395;1401;2.09657;41.8144;740;741;1950100;Olea;Olea europaea;;60;2014;158;2014-06-07;0;CC BY-NC 4.0
20408;1401;2.12488;41.418;410;382;1950100;Olea;Olea europaea;;65;2014;158;2014-06-07;0;CC BY-NC 4.0
31660;1401;2.12374;41.4187;410;404;1950100;Olea;Olea europaea;;65;2014;158;2014-06-07;0;CC BY-NC 4.0
31731;1401;2.10072;41.8106;698;691;1950100;Olea;Olea europaea;;60;2014;158;2014-06-07;0;CC BY-NC 4.0
20389;1401;1.42535;41.7184;746;731;1950100;Olea;Olea europaea;;60;2014;163;2014-06-12;0;CC BY-NC 4.0
31766;1401;1.4241;41.7175;747;740;1950100;Olea;Olea europaea;;60;2014;163;2014-06-12;0;CC BY-NC 4.0
20436;1401;1.521;41.9969;664;663;1950100;Olea;Olea europaea;;60;2014;164;2014-06-13;0;CC BY-NC 4.0
31802;1401;1.49939;41.9787;756;750;1950100;Olea;Olea europaea;;60;2014;164;2014-06-13;0;CC BY-NC 4.0
20395;1401;2.09657;41.8144;740;741;1950100;Olea;Olea europaea;;65;2014;171;2014-06-20;0;CC BY-NC 4.0
20436;1401;1.521;41.9969;664;663;1950100;Olea;Olea europaea;;65;2014;171;2014-06-20;0;CC BY-NC 4.0
31731;1401;2.10072;41.8106;698;691;1950100;Olea;Olea europaea;;65;2014;171;2014-06-20;0;CC BY-NC 4.0
31802;1401;1.49939;41.9787;756;750;1950100;Olea;Olea europaea;;65;2014;171;2014-06-20;0;CC BY-NC 4.0
20401;1401;3.04744;42.0662;14;14;1950100;Olea;Olea europaea;;80;2014;183;2014-07-02;0;CC BY-NC 4.0
31813;1401;3.04664;42.0604;21;16;1950100;Olea;Olea europaea;;81;2014;183;2014-07-02;0;CC BY-NC 4.0
20407;1401;2.04738;41.3831;25;32;1950100;Olea;Olea europaea;;80;2014;216;2014-08-04;0;CC BY-NC 4.0
31785;1401;2.04484;41.3839;30;28;1950100;Olea;Olea europaea;;81;2014;217;2014-08-05;0;CC BY-NC 4.0
20407;1401;2.04738;41.3831;25;32;1950100;Olea;Olea europaea;;85;2014;240;2014-08-28;0;CC BY-NC 4.0
31785;1401;2.04484;41.3839;30;28;1950100;Olea;Olea europaea;;85;2014;240;2014-08-28;0;CC BY-NC 4.0
20427;1401;0.99138;42.2262;648;645;1950100;Olea;Olea europaea;;80;2014;255;2014-09-12;0;CC BY-NC 4.0
31791;1401;0.990382;42.2256;649;643;1950100;Olea;Olea europaea;;81;2014;255;2014-09-12;0;CC BY-NC 4.0
20392;1401;1.84471;41.3519;332;315;1950100;Olea;Olea europaea;;80;2014;260;2014-09-17;0;CC BY-NC 4.0
31743;1401;1.85123;41.3515;275;268;1950100;Olea;Olea europaea;;81;2014;261;2014-09-18;0;CC BY-NC 4.0
20401;1401;3.04744;42.0662;14;14;1950100;Olea;Olea europaea;;85;2014;267;2014-09-24;0;CC BY-NC 4.0
20406;1401;1.89791;41.5526;164;164;1950100;Olea;Olea europaea;;80;2014;267;2014-09-24;0;CC BY-NC 4.0
31744;1401;1.89383;41.5565;193;182;1950100;Olea;Olea europaea;;81;2014;267;2014-09-24;0;CC BY-NC 4.0
31813;1401;3.04664;42.0604;21;16;1950100;Olea;Olea europaea;;85;2014;267;2014-09-24;0;CC BY-NC 4.0
19298;2101;14.7687;44.7556;26;18;1950100;Olea;Olea europaea;;380;2014;269;2014-09-26;0;CC BY-NC 4.0
20428;1401;0.85732;41.1894;316;308;1950100;Olea;Olea europaea;;80;2014;273;2014-09-30;0;CC BY-NC 4.0
31759;1401;0.875564;41.1788;434;421;1950100;Olea;Olea europaea;;81;2014;273;2014-09-30;0;CC BY-NC 4.0
20436;1401;1.521;41.9969;664;663;1950100;Olea;Olea europaea;;80;2014;274;2014-10-01;0;CC BY-NC 4.0
31802;1401;1.49939;41.9787;756;750;1950100;Olea;Olea europaea;;81;2014;274;2014-10-01;0;CC BY-NC 4.0
20411;1401;1.60442;41.2682;166;172;1950100;Olea;Olea europaea;;85;2014;276;2014-10-03;0;CC BY-NC 4.0
31721;1401;1.59432;41.2654;135;127;1950100;Olea;Olea europaea;;85;2014;277;2014-10-04;0;CC BY-NC 4.0
20408;1401;2.12488;41.418;410;382;1950100;Olea;Olea europaea;;80;2014;278;2014-10-05;0;CC BY-NC 4.0
31660;1401;2.12374;41.4187;410;404;1950100;Olea;Olea europaea;;81;2014;278;2014-10-05;0;CC BY-NC 4.0
20391;1401;1.52806;41.465;633;635;1950100;Olea;Olea europaea;;80;2014;280;2014-10-07;0;CC BY-NC 4.0
20427;1401;0.99138;42.2262;648;645;1950100;Olea;Olea europaea;;85;2014;281;2014-10-08;0;CC BY-NC 4.0
31704;1401;1.52876;41.4694;633;629;1950100;Olea;Olea europaea;;81;2014;281;2014-10-08;0;CC BY-NC 4.0
31791;1401;0.990382;42.2256;649;643;1950100;Olea;Olea europaea;;85;2014;281;2014-10-08;0;CC BY-NC 4.0
20388;1401;1.53435;41.4735;600;594;1950100;Olea;Olea europaea;;80;2014;282;2014-10-09;0;CC BY-NC 4.0
20577;1401;3.07688;41.8538;16;16;1950100;Olea;Olea europaea;;80;2014;282;2014-10-09;0;CC BY-NC 4.0
31673;1401;3.07623;41.861;16;26;1950100;Olea;Olea europaea;;81;2014;282;2014-10-09;0;CC BY-NC 4.0
20446;1401;2.16516;41.6897;480;494;1950100;Olea;Olea europaea;;80;2014;283;2014-10-10;0;CC BY-NC 4.0
31706;1401;1.52599;41.4731;606;596;1950100;Olea;Olea europaea;;81;2014;283;2014-10-10;0;CC BY-NC 4.0
31775;1401;2.16366;41.6825;422;438;1950100;Olea;Olea europaea;;81;2014;283;2014-10-10;0;CC BY-NC 4.0
20392;1401;1.84471;41.3519;332;315;1950100;Olea;Olea europaea;;85;2014;287;2014-10-14;0;CC BY-NC 4.0
31743;1401;1.85123;41.3515;275;268;1950100;Olea;Olea europaea;;85;2014;288;2014-10-15;0;CC BY-NC 4.0
20436;1401;1.521;41.9969;664;663;1950100;Olea;Olea europaea;;85;2014;289;2014-10-16;0;CC BY-NC 4.0
20408;1401;2.12488;41.418;410;382;1950100;Olea;Olea europaea;;85;2014;290;2014-10-17;0;CC BY-NC 4.0
31660;1401;2.12374;41.4187;410;404;1950100;Olea;Olea europaea;;85;2014;290;2014-10-17;0;CC BY-NC 4.0
31802;1401;1.49939;41.9787;756;750;1950100;Olea;Olea europaea;;85;2014;290;2014-10-17;0;CC BY-NC 4.0
20425;1401;0.49748;40.5326;234;20;1950100;Olea;Olea europaea;;80;2014;291;2014-10-18;0;CC BY-NC 4.0
20446;1401;2.16516;41.6897;480;494;1950100;Olea;Olea europaea;;85;2014;291;2014-10-18;0;CC BY-NC 4.0
31639;1401;0.482067;40.5429;57;65;1950100;Olea;Olea europaea;;81;2014;291;2014-10-18;0;CC BY-NC 4.0
20430;1401;0.66664;41.2876;343;346;1950100;Olea;Olea europaea;;80;2014;294;2014-10-21;0;CC BY-NC 4.0
31709;1401;0.65333;41.2898;342;337;1950100;Olea;Olea europaea;;81;2014;294;2014-10-21;0;CC BY-NC 4.0
31775;1401;2.16366;41.6825;422;438;1950100;Olea;Olea europaea;;85;2014;294;2014-10-21;0;CC BY-NC 4.0
20577;1401;3.07688;41.8538;16;16;1950100;Olea;Olea europaea;;85;2014;295;2014-10-22;0;CC BY-NC 4.0
19299;2101;17.977;42.7124;60;64;1950100;Olea;Olea europaea;;380;2014;296;2014-10-23;0;CC BY-NC 4.0
31673;1401;3.07623;41.861;16;26;1950100;Olea;Olea europaea;;85;2014;296;2014-10-23;0;CC BY-NC 4.0
20428;1401;0.85732;41.1894;316;308;1950100;Olea;Olea europaea;;85;2014;297;2014-10-24;0;CC BY-NC 4.0
31759;1401;0.875564;41.1788;434;421;1950100;Olea;Olea europaea;;85;2014;297;2014-10-24;0;CC BY-NC 4.0
20406;1401;1.89791;41.5526;164;164;1950100;Olea;Olea europaea;;85;2014;302;2014-10-29;0;CC BY-NC 4.0
31744;1401;1.89383;41.5565;193;182;1950100;Olea;Olea europaea;;85;2014;302;2014-10-29;0;CC BY-NC 4.0
20425;1401;0.49748;40.5326;234;20;1950100;Olea;Olea europaea;;85;2014;305;2014-11-01;0;CC BY-NC 4.0
31639;1401;0.482067;40.5429;57;65;1950100;Olea;Olea europaea;;85;2014;305;2014-11-01;0;CC BY-NC 4.0
19298;2101;14.7687;44.7556;26;18;1950100;Olea;Olea europaea;;87;2014;306;2014-11-02;0;CC BY-NC 4.0
20388;1401;1.53435;41.4735;600;594;1950100;Olea;Olea europaea;;85;2014;310;2014-11-06;0;CC BY-NC 4.0
20391;1401;1.52806;41.465;633;635;1950100;Olea;Olea europaea;;85;2014;310;2014-11-06;0;CC BY-NC 4.0
31704;1401;1.52876;41.4694;633;629;1950100;Olea;Olea europaea;;85;2014;311;2014-11-07;0;CC BY-NC 4.0
31706;1401;1.52599;41.4731;606;596;1950100;Olea;Olea europaea;;85;2014;311;2014-11-07;0;CC BY-NC 4.0
20395;1401;2.09657;41.8144;740;741;1950100;Olea;Olea europaea;;80;2014;316;2014-11-12;0;CC BY-NC 4.0
31731;1401;2.10072;41.8106;698;691;1950100;Olea;Olea europaea;;81;2014;317;2014-11-13;0;CC BY-NC 4.0
19299;2101;17.977;42.7124;60;64;1950100;Olea;Olea europaea;;87;2014;324;2014-11-20;0;CC BY-NC 4.0
20430;1401;0.66664;41.2876;343;346;1950100;Olea;Olea europaea;;85;2014;333;2014-11-29;0;CC BY-NC 4.0
20649;1402;-3.92028;38.9892;628;632;1950100;Olea;Olea europaea;;89;2014;334;2014-11-30;0;CC BY-NC 4.0
31709;1401;0.65333;41.2898;342;337;1950100;Olea;Olea europaea;;85;2014;334;2014-11-30;0;CC BY-NC 4.0
20395;1401;2.09657;41.8144;740;741;1950100;Olea;Olea europaea;;85;2014;335;2014-12-01;0;CC BY-NC 4.0
31731;1401;2.10072;41.8106;698;691;1950100;Olea;Olea europaea;;85;2014;335;2014-12-01;0;CC BY-NC 4.0
20412;1401;0.82721;41.5478;262;253;1950100;Olea;Olea europaea;;60;2015;93;2015-04-03;0;CC BY-NC 4.0
31695;1401;0.82628;41.5467;257;251;1950100;Olea;Olea europaea;;60;2015;93;2015-04-03;0;CC BY-NC 4.0
20412;1401;0.82721;41.5478;262;253;1950100;Olea;Olea europaea;;65;2015;95;2015-04-05;0;CC BY-NC 4.0
31695;1401;0.82628;41.5467;257;251;1950100;Olea;Olea europaea;;65;2015;109;2015-04-19;0;CC BY-NC 4.0
20406;1401;1.89791;41.5526;164;164;1950100;Olea;Olea europaea;;60;2015;119;2015-04-29;0;CC BY-NC 4.0
31744;1401;1.89383;41.5565;193;182;1950100;Olea;Olea europaea;;60;2015;119;2015-04-29;0;CC BY-NC 4.0
20425;1401;0.49748;40.5326;234;20;1950100;Olea;Olea europaea;;60;2015;120;2015-04-30;0;CC BY-NC 4.0
31639;1401;0.482067;40.5429;57;65;1950100;Olea;Olea europaea;;60;2015;120;2015-04-30;0;CC BY-NC 4.0
20435;1401;0.47654;41.7133;305;301;1950100;Olea;Olea europaea;;60;2015;121;2015-05-01;0;CC BY-NC 4.0
31642;1401;0.47445;41.7116;305;301;1950100;Olea;Olea europaea;;60;2015;123;2015-05-03;0;CC BY-NC 4.0
20399;1401;1.013;41.1268;132;139;1950100;Olea;Olea europaea;;65;2015;125;2015-05-05;0;CC BY-NC 4.0
31732;1401;1.01252;41.1256;140;138;1950100;Olea;Olea europaea;;65;2015;125;2015-05-05;0;CC BY-NC 4.0
20406;1401;1.89791;41.5526;164;164;1950100;Olea;Olea europaea;;65;2015;126;2015-05-06;0;CC BY-NC 4.0
31744;1401;1.89383;41.5565;193;182;1950100;Olea;Olea europaea;;65;2015;126;2015-05-06;0;CC BY-NC 4.0
20407;1401;2.04738;41.3831;25;32;1950100;Olea;Olea europaea;;60;2015;127;2015-05-07;0;CC BY-NC 4.0
20649;1402;-3.92028;38.9892;628;632;1950100;Olea;Olea europaea;;61;2015;127;2015-05-07;0;CC BY-NC 4.0
31785;1401;2.04484;41.3839;30;28;1950100;Olea;Olea europaea;;60;2015;128;2015-05-08;0;CC BY-NC 4.0
20425;1401;0.49748;40.5326;234;20;1950100;Olea;Olea europaea;;65;2015;129;2015-05-09;0;CC BY-NC 4.0
31639;1401;0.482067;40.5429;57;65;1950100;Olea;Olea europaea;;65;2015;129;2015-05-09;0;CC BY-NC 4.0
19294;2101;16.45;43.167;20;37;1950100;Olea;Olea europaea;;60;2015;130;2015-05-10;0;CC BY-NC 4.0
19299;2101;17.977;42.7124;60;64;1950100;Olea;Olea europaea;;60;2015;130;2015-05-10;0;CC BY-NC 4.0
20392;1401;1.84471;41.3519;332;315;1950100;Olea;Olea europaea;;60;2015;131;2015-05-11;0;CC BY-NC 4.0
31743;1401;1.85123;41.3515;275;268;1950100;Olea;Olea europaea;;60;2015;132;2015-05-12;0;CC BY-NC 4.0
20411;1401;1.60442;41.2682;166;172;1950100;Olea;Olea europaea;;60;2015;133;2015-05-13;0;CC BY-NC 4.0
31721;1401;1.59432;41.2654;135;127;1950100;Olea;Olea europaea;;60;2015;133;2015-05-13;0;CC BY-NC 4.0
20649;1402;-3.92028;38.9892;628;632;1950100;Olea;Olea europaea;;63;2015;134;2015-05-14;0;CC BY-NC 4.0
19294;2101;16.45;43.167;20;37;1950100;Olea;Olea europaea;;65;2015;135;2015-05-15;0;CC BY-NC 4.0
19298;2101;14.7687;44.7556;26;18;1950100;Olea;Olea europaea;;60;2015;137;2015-05-17;0;CC BY-NC 4.0
20436;1401;1.521;41.9969;664;663;1950100;Olea;Olea europaea;;60;2015;137;2015-05-17;0;CC BY-NC 4.0
31802;1401;1.49939;41.9787;756;750;1950100;Olea;Olea europaea;;60;2015;137;2015-05-17;0;CC BY-NC 4.0
20428;1401;0.85732;41.1894;316;308;1950100;Olea;Olea europaea;;60;2015;138;2015-05-18;0;CC BY-NC 4.0
20430;1401;0.66664;41.2876;343;346;1950100;Olea;Olea europaea;;60;2015;138;2015-05-18;0;CC BY-NC 4.0
31709;1401;0.65333;41.2898;342;337;1950100;Olea;Olea europaea;;60;2015;138;2015-05-18;0;CC BY-NC 4.0
31759;1401;0.875564;41.1788;434;421;1950100;Olea;Olea europaea;;60;2015;138;2015-05-18;0;CC BY-NC 4.0
19299;2101;17.977;42.7124;60;64;1950100;Olea;Olea europaea;;65;2015;140;2015-05-20;0;CC BY-NC 4.0
20392;1401;1.84471;41.3519;332;315;1950100;Olea;Olea europaea;;65;2015;140;2015-05-20;0;CC BY-NC 4.0
20411;1401;1.60442;41.2682;166;172;1950100;Olea;Olea europaea;;65;2015;140;2015-05-20;0;CC BY-NC 4.0
31743;1401;1.85123;41.3515;275;268;1950100;Olea;Olea europaea;;65;2015;140;2015-05-20;0;CC BY-NC 4.0
20388;1401;1.53435;41.4735;600;594;1950100;Olea;Olea europaea;;60;2015;141;2015-05-21;0;CC BY-NC 4.0
20427;1401;0.99138;42.2262;648;645;1950100;Olea;Olea europaea;;60;2015;141;2015-05-21;0;CC BY-NC 4.0
20430;1401;0.66664;41.2876;343;346;1950100;Olea;Olea europaea;;65;2015;141;2015-05-21;0;CC BY-NC 4.0
20649;1402;-3.92028;38.9892;628;632;1950100;Olea;Olea europaea;;67;2015;141;2015-05-21;0;CC BY-NC 4.0
31709;1401;0.65333;41.2898;342;337;1950100;Olea;Olea europaea;;65;2015;141;2015-05-21;0;CC BY-NC 4.0
31721;1401;1.59432;41.2654;135;127;1950100;Olea;Olea europaea;;65;2015;141;2015-05-21;0;CC BY-NC 4.0
31775;1401;2.16366;41.6825;422;438;1950100;Olea;Olea europaea;;60;2015;141;2015-05-21;0;CC BY-NC 4.0
31791;1401;0.990382;42.2256;649;643;1950100;Olea;Olea europaea;;60;2015;141;2015-05-21;0;CC BY-NC 4.0
19294;2101;16.45;43.167;20;37;1950100;Olea;Olea europaea;;69;2015;142;2015-05-22;0;CC BY-NC 4.0
20407;1401;2.04738;41.3831;25;32;1950100;Olea;Olea europaea;;65;2015;142;2015-05-22;0;CC BY-NC 4.0
31706;1401;1.52599;41.4731;606;596;1950100;Olea;Olea europaea;;60;2015;142;2015-05-22;0;CC BY-NC 4.0
31785;1401;2.04484;41.3839;30;28;1950100;Olea;Olea europaea;;65;2015;142;2015-05-22;0;CC BY-NC 4.0
20577;1401;3.07688;41.8538;16;16;1950100;Olea;Olea europaea;;60;2015;143;2015-05-23;0;CC BY-NC 4.0
19298;2101;14.7687;44.7556;26;18;1950100;Olea;Olea europaea;;65;2015;144;2015-05-24;0;CC BY-NC 4.0
20391;1401;1.52806;41.465;633;635;1950100;Olea;Olea europaea;;60;2015;144;2015-05-24;0;CC BY-NC 4.0
20446;1401;2.16516;41.6897;480;494;1950100;Olea;Olea europaea;;60;2015;144;2015-05-24;0;CC BY-NC 4.0
31673;1401;3.07623;41.861;16;26;1950100;Olea;Olea europaea;;60;2015;144;2015-05-24;0;CC BY-NC 4.0
31704;1401;1.52876;41.4694;633;629;1950100;Olea;Olea europaea;;60;2015;144;2015-05-24;0;CC BY-NC 4.0
20436;1401;1.521;41.9969;664;663;1950100;Olea;Olea europaea;;65;2015;146;2015-05-26;0;CC BY-NC 4.0
31802;1401;1.49939;41.9787;756;750;1950100;Olea;Olea europaea;;65;2015;146;2015-05-26;0;CC BY-NC 4.0
6871;201;13.6167;45.4833;2;5;1950100;Olea;Olea europaea;;60;2015;147;2015-05-27;0;CC BY-NC 4.0
20427;1401;0.99138;42.2262;648;645;1950100;Olea;Olea europaea;;65;2015;147;2015-05-27;0;CC BY-NC 4.0
31791;1401;0.990382;42.2256;649;643;1950100;Olea;Olea europaea;;65;2015;147;2015-05-27;0;CC BY-NC 4.0
20446;1401;2.16516;41.6897;480;494;1950100;Olea;Olea europaea;;65;2015;148;2015-05-28;0;CC BY-NC 4.0
31775;1401;2.16366;41.6825;422;438;1950100;Olea;Olea europaea;;65;2015;148;2015-05-28;0;CC BY-NC 4.0
19299;2101;17.977;42.7124;60;64;1950100;Olea;Olea europaea;;69;2015;149;2015-05-29;0;CC BY-NC 4.0
20577;1401;3.07688;41.8538;16;16;1950100;Olea;Olea europaea;;65;2015;149;2015-05-29;0;CC BY-NC 4.0
19298;2101;14.7687;44.7556;26;18;1950100;Olea;Olea europaea;;69;2015;150;2015-05-30;0;CC BY-NC 4.0
20395;1401;2.09657;41.8144;740;741;1950100;Olea;Olea europaea;;60;2015;150;2015-05-30;0;CC BY-NC 4.0
20428;1401;0.85732;41.1894;316;308;1950100;Olea;Olea europaea;;65;2015;150;2015-05-30;0;CC BY-NC 4.0
31673;1401;3.07623;41.861;16;26;1950100;Olea;Olea europaea;;65;2015;150;2015-05-30;0;CC BY-NC 4.0
31759;1401;0.875564;41.1788;434;421;1950100;Olea;Olea europaea;;65;2015;150;2015-05-30;0;CC BY-NC 4.0
6871;201;13.6167;45.4833;2;5;1950100;Olea;Olea europaea;;65;2015;151;2015-05-31;0;CC BY-NC 4.0
20388;1401;1.53435;41.4735;600;594;1950100;Olea;Olea europaea;;65;2015;151;2015-05-31;0;CC BY-NC 4.0
31706;1401;1.52599;41.4731;606;596;1950100;Olea;Olea europaea;;65;2015;151;2015-05-31;0;CC BY-NC 4.0
31731;1401;2.10072;41.8106;698;691;1950100;Olea;Olea europaea;;60;2015;151;2015-05-31;0;CC BY-NC 4.0
20391;1401;1.52806;41.465;633;635;1950100;Olea;Olea europaea;;65;2015;153;2015-06-02;0;CC BY-NC 4.0
20401;1401;3.04744;42.0662;14;14;1950100;Olea;Olea europaea;;65;2015;154;2015-06-03;0;CC BY-NC 4.0
31704;1401;1.52876;41.4694;633;629;1950100;Olea;Olea europaea;;65;2015;154;2015-06-03;0;CC BY-NC 4.0
31813;1401;3.04664;42.0604;21;16;1950100;Olea;Olea europaea;;65;2015;154;2015-06-03;0;CC BY-NC 4.0
20652;1402;-3.15;40.6303;721;729;1950100;Olea;Olea europaea;;61;2015;156;2015-06-05;0;CC BY-NC 4.0
20389;1401;1.42535;41.7184;746;731;1950100;Olea;Olea europaea;;60;2015;157;2015-06-06;0;CC BY-NC 4.0
31766;1401;1.4241;41.7175;747;740;1950100;Olea;Olea europaea;;60;2015;157;2015-06-06;0;CC BY-NC 4.0
20395;1401;2.09657;41.8144;740;741;1950100;Olea;Olea europaea;;65;2015;158;2015-06-07;0;CC BY-NC 4.0
20408;1401;2.12488;41.418;410;382;1950100;Olea;Olea europaea;;60;2015;158;2015-06-07;0;CC BY-NC 4.0
31731;1401;2.10072;41.8106;698;691;1950100;Olea;Olea europaea;;65;2015;158;2015-06-07;0;CC BY-NC 4.0
31660;1401;2.12374;41.4187;410;404;1950100;Olea;Olea europaea;;60;2015;159;2015-06-08;0;CC BY-NC 4.0
6871;201;13.6167;45.4833;2;5;1950100;Olea;Olea europaea;;69;2015;161;2015-06-10;0;CC BY-NC 4.0
20408;1401;2.12488;41.418;410;382;1950100;Olea;Olea europaea;;65;2015;167;2015-06-16;0;CC BY-NC 4.0
31660;1401;2.12374;41.4187;410;404;1950100;Olea;Olea europaea;;65;2015;168;2015-06-17;0;CC BY-NC 4.0
31813;1401;3.04664;42.0604;21;16;1950100;Olea;Olea europaea;;81;2015;196;2015-07-15;0;CC BY-NC 4.0
31813;1401;3.04664;42.0604;21;16;1950100;Olea;Olea europaea;;85;2015;238;2015-08-26;0;CC BY-NC 4.0
20407;1401;2.04738;41.3831;25;32;1950100;Olea;Olea europaea;;80;2015;247;2015-09-04;0;CC BY-NC 4.0
31785;1401;2.04484;41.3839;30;28;1950100;Olea;Olea europaea;;81;2015;248;2015-09-05;0;CC BY-NC 4.0
20427;1401;0.99138;42.2262;648;645;1950100;Olea;Olea europaea;;80;2015;253;2015-09-10;0;CC BY-NC 4.0
31791;1401;0.990382;42.2256;649;643;1950100;Olea;Olea europaea;;81;2015;253;2015-09-10;0;CC BY-NC 4.0
20411;1401;1.60442;41.2682;166;172;1950100;Olea;Olea europaea;;80;2015;260;2015-09-17;0;CC BY-NC 4.0
31721;1401;1.59432;41.2654;135;127;1950100;Olea;Olea europaea;;81;2015;261;2015-09-18;0;CC BY-NC 4.0
20409;1401;2.24538;41.4623;58;46;1950100;Olea;Olea europaea;;80;2015;264;2015-09-21;0;CC BY-NC 4.0
20392;1401;1.84471;41.3519;332;315;1950100;Olea;Olea europaea;;80;2015;265;2015-09-22;0;CC BY-NC 4.0
20406;1401;1.89791;41.5526;164;164;1950100;Olea;Olea europaea;;80;2015;266;2015-09-23;0;CC BY-NC 4.0
31743;1401;1.85123;41.3515;275;268;1950100;Olea;Olea europaea;;81;2015;266;2015-09-23;0;CC BY-NC 4.0
31744;1401;1.89383;41.5565;193;182;1950100;Olea;Olea europaea;;81;2015;266;2015-09-23;0;CC BY-NC 4.0
20430;1401;0.66664;41.2876;343;346;1950100;Olea;Olea europaea;;80;2015;270;2015-09-27;0;CC BY-NC 4.0
20577;1401;3.07688;41.8538;16;16;1950100;Olea;Olea europaea;;85;2015;270;2015-09-27;0;CC BY-NC 4.0
31709;1401;0.65333;41.2898;342;337;1950100;Olea;Olea europaea;;81;2015;270;2015-09-27;0;CC BY-NC 4.0
20409;1401;2.24538;41.4623;58;46;1950100;Olea;Olea europaea;;85;2015;271;2015-09-28;0;CC BY-NC 4.0
31673;1401;3.07623;41.861;16;26;1950100;Olea;Olea europaea;;85;2015;271;2015-09-28;0;CC BY-NC 4.0
20408;1401;2.12488;41.418;410;382;1950100;Olea;Olea europaea;;80;2015;272;2015-09-29;0;CC BY-NC 4.0
31660;1401;2.12374;41.4187;410;404;1950100;Olea;Olea europaea;;81;2015;272;2015-09-29;0;CC BY-NC 4.0
20401;1401;3.04744;42.0662;14;14;1950100;Olea;Olea europaea;;80;2015;273;2015-09-30;0;CC BY-NC 4.0
20428;1401;0.85732;41.1894;316;308;1950100;Olea;Olea europaea;;80;2015;273;2015-09-30;0;CC BY-NC 4.0
31759;1401;0.875564;41.1788;434;421;1950100;Olea;Olea europaea;;81;2015;273;2015-09-30;0;CC BY-NC 4.0
20435;1401;0.47654;41.7133;305;301;1950100;Olea;Olea europaea;;80;2015;274;2015-10-01;0;CC BY-NC 4.0
20407;1401;2.04738;41.3831;25;32;1950100;Olea;Olea europaea;;85;2015;276;2015-10-03;0;CC BY-NC 4.0
31785;1401;2.04484;41.3839;30;28;1950100;Olea;Olea europaea;;85;2015;277;2015-10-04;0;CC BY-NC 4.0
20436;1401;1.521;41.9969;664;663;1950100;Olea;Olea europaea;;80;2015;278;2015-10-05;0;CC BY-NC 4.0
31802;1401;1.49939;41.9787;756;750;1950100;Olea;Olea europaea;;81;2015;278;2015-10-05;0;CC BY-NC 4.0
20391;1401;1.52806;41.465;633;635;1950100;Olea;Olea europaea;;80;2015;279;2015-10-06;0;CC BY-NC 4.0
20408;1401;2.12488;41.418;410;382;1950100;Olea;Olea europaea;;85;2015;280;2015-10-07;0;CC BY-NC 4.0
31704;1401;1.52876;41.4694;633;629;1950100;Olea;Olea europaea;;81;2015;280;2015-10-07;0;CC BY-NC 4.0
20388;1401;1.53435;41.4735;600;594;1950100;Olea;Olea europaea;;80;2015;281;2015-10-08;0;CC BY-NC 4.0
