comarca,year,crop_catalan,crop_group,pheno_key,seca_ha,yield_tha_weighted,flower_cum_et0,flower_cum_precip_weighted,flower_max_vpd_weighted,flower_mean_tmax_weighted,flower_mean_tmin,flower_mean_vpd_weighted,flower_n_days_vpd_gt2,fruit_set_cum_et0,fruit_set_cum_precip_weighted,fruit_set_max_vpd_weighted,fruit_set_mean_tmax_weighted,fruit_set_mean_tmin,fruit_set_mean_vpd_weighted,fruit_set_n_days_vpd_gt2,maturation_cum_et0,maturation_cum_precip_weighted,maturation_max_vpd_weighted,maturation_mean_tmax_weighted,maturation_mean_tmin,maturation_mean_vpd_weighted,maturation_n_days_vpd_gt2,yield_tha_centroid,flower_mean_vpd_centroid,flower_max_vpd_centroid,flower_cum_precip_centroid,flower_mean_tmax_centroid,fruit_set_mean_vpd_centroid,fruit_set_max_vpd_centroid,fruit_set_cum_precip_centroid,fruit_set_mean_tmax_centroid,maturation_mean_vpd_centroid,maturation_max_vpd_centroid,maturation_cum_precip_centroid,maturation_mean_tmax_centroid,flower_mean_vpd_diff,flower_max_vpd_diff,flower_cum_precip_diff,flower_mean_tmax_diff,fruit_set_mean_vpd_diff,fruit_set_max_vpd_diff,fruit_set_cum_precip_diff,fruit_set_mean_tmax_diff,maturation_mean_vpd_diff,maturation_max_vpd_diff,maturation_cum_precip_diff,maturation_mean_tmax_diff
Baix Ebre,2018,Olivera per a oliva d'oli,olive,olive,19442.0,1.069,306.7953262282911,97.73489524507978,2.7620342154250523,25.06379138327581,15.618318590837037,1.7705472763714685,19,349.6182055375256,70.12420415538804,3.63460522798125,31.39354425637645,21.20012387226191,2.574665176526798,56,245.36522638272515,336.25405522693563,2.54212248766992,22.09230891482969,14.265338927859087,1.328789977907134,15,1.069,1.662624521764793,2.66326646250858,119.41200012993068,24.141555736104017,2.468466976121875,3.4742860812504737,77.57200030982496,30.559068199896064,1.2376131181034793,2.440306312876986,336.51800039261576,21.175616220327544,0.10792275460667544,0.09876775291647233,-21.67710488485089,0.9222356471717923,0.1061982004049229,0.1603191467307763,-7.447796154436915,0.834476056480387,0.09117685980365464,0.10181617479293381,-0.26394516568012705,0.9166926945021459
Baix Empordà,2018,Olivera per a oliva d'oli,olive,olive,579.0,1.2,289.133619948589,92.83053064054342,2.426344394691561,24.084031529486147,15.794889262261073,1.5494541516442002,15,344.9310411050816,60.89097309936162,3.433044262901705,30.649121442196225,21.596988029469685,2.413168208104383,50,223.2213704916649,334.6190709154695,2.00574477958694,21.24149101347828,13.86119393551236,1.1151104677484085,5,1.2,1.532978945693108,2.4065756069112827,92.1871431177216,24.031723887244787,2.393308094824532,3.404645169596048,60.20999950090689,30.561680891327068,1.0951584458663328,1.982164620467396,335.49571393989027,21.20330075633771,0.016475205951092198,0.019768787780278352,0.6433875228218113,0.05230764224135953,0.019860113279850822,0.028399093305657264,0.6809735984547274,0.08744055086915736,0.019952021882075677,0.02358015911954392,-0.8766430244207868,0.03819025714057034
Baix Llobregat,2018,Olivera per a oliva d'oli,olive,olive,481.0,1.14,266.11622216796667,225.3140632864321,2.716563986789187,24.500001161865715,14.473159255150946,1.6863454101351456,15,304.61277056040154,212.33333391130355,3.8098424912158833,30.6184103879832,19.68992527994093,2.495284205651742,42,186.4969095942388,415.3697531184044,2.0447236351135984,20.977601991462446,12.154914304844128,1.1629593994922187,7,1.14,1.2475472958427458,1.9592392868196613,140.33285752550833,22.97569947432581,1.8492779934108228,2.7604703221897915,146.04714311685942,29.030340955883705,0.9677232930184904,1.597388791634663,412.80142901944265,20.87591301694959,0.4387981142923998,0.7573246999695258,84.98120576092376,1.5243016875399036,0.6460062122409194,1.0493721690260918,66.28619079444414,1.5880694320994948,0.19523610647372835,0.4473348434789355,2.568324098961739,0.1016889745128573
Baix Penedès,2018,Olivera per a oliva d'oli,olive,olive,1147.0,0.891,272.7562938321525,154.4168774205032,2.2386758854708084,23.729492915119224,15.77377576169239,1.4701810430655058,8,299.13204926898925,165.2076573390346,2.988180032213328,29.08117370381145,21.054722999504044,1.9439694884530447,27,195.79806373790325,350.26415526892714,1.931228246810533,21.13069152305861,14.27357117814818,1.052467859478629,3,0.891,1.2185771800347704,1.82276852845432,101.32000018594164,22.742427705024785,1.5760420725113284,2.399387547454377,142.01333338022232,28.053802621492803,0.9203482949823204,1.6041980677521994,355.5533310988297,20.753455126416576,0.25160386303073534,0.4159073570164884,53.09687723456156,0.987065210094439,0.3679274159417163,0.588792484758951,23.194323958812276,1.0273710823186484,0.13211956449630857,0.32703017905833365,-5.289175829902547,0.3772363966420329
Conca de Barberà,2018,Olivera per a oliva d'oli,olive,olive,751.0,1.432,271.6347469024813,179.26999975182116,2.546474004046715,22.37940602568927,12.65054955074616,1.4676119903263376,14,320.1856807192322,142.44999790564177,3.408762217295874,28.93920099783784,18.05399248816056,2.2879696707771067,40,194.4657756254288,295.0000009983778,2.20121949707779,19.11950602328569,10.987704591446583,1.033484166992489,10,1.432,1.308045729702648,2.258653675655389,215.9540004033596,21.648951095831222,2.0934119379227463,3.140704681399247,157.5499984461814,28.1970394011467,0.922645168780598,1.951855083860003,327.19000032581386,18.4971125005366,0.15956626062368962,0.28782032839132565,-36.68400065153844,0.7304549298580483,0.1945577328543604,0.26805753589662684,-15.10000054053964,0.7421615966911403,0.11083899821189103,0.24936441321778702,-32.189999327436055,0.6223935227490927
Garrigues,2018,Olivera per a oliva d'oli,olive,olive,15314.0,0.83,310.8552314150856,140.16394510572596,3.356166502738297,24.57270922591425,13.818903995224414,1.9069803043233924,20,377.5979704429295,79.71917812165134,4.227526416412925,31.62120433750024,19.27100453224996,3.056019636083885,58,220.30425870904995,253.1259358211232,2.703511468364656,20.53546058393449,11.593954431975382,1.2802522573854611,17,0.83,1.8518413198488368,3.233255509213336,154.66888915747407,24.18215965729596,2.9698811195925114,4.159046599492036,97.9877779227164,31.18652575639843,1.2567028829555251,2.611775362542331,260.80111141875386,20.263976089421668,0.055138984474555564,0.12291099352496104,-14.504944051748112,0.39054956861829027,0.08613851649137372,0.06847981692088911,-18.268599801065065,0.4346785811018101,0.023549374429935988,0.09173610582232516,-7.67517559763067,0.27148449451282275
Montsià,2018,Olivera per a oliva d'oli,olive,olive,13096.0,0.761,284.66532894681944,166.25354238366492,2.6770081959327903,23.865582480581253,14.6868349439842,1.6151119626178194,14,320.7391098970413,91.65388483809824,3.315515580952066,30.00041510974039,19.781059813792496,2.382483998342282,46,214.67844011852537,334.5267966393433,2.4627801775413456,21.24777170764111,13.473172109854474,1.2348883155850174,12,0.761,1.6280251094195397,2.5789141761550693,125.55333332034448,24.2500310845714,2.36084364147996,3.2920903726496364,76.00833353803803,30.38414113034487,1.2497787993067788,2.41722983672467,332.5883328790466,21.62935461246926,-0.012913146801720288,0.09809401977772092,40.70020906332044,-0.3844486039901476,0.02164035686232202,0.023425208302429557,15.645551300060205,-0.38372602060447747,-0.014890483721761383,0.04555034081667575,1.9384637602966563,-0.38158290482815005
Noguera,2018,Olivera per a oliva d'oli,olive,olive,1144.0,0.85,290.2390291474432,206.85766229080264,3.207269402682507,25.23418567335253,14.445587103059616,1.9589555540080832,20,353.1697487424062,117.19588768402666,4.534648406130507,31.97050176818521,19.72078924597488,3.145532624779764,59,205.78626457680167,288.7491228806128,2.7222101562494383,20.70723259474705,11.59654007551768,1.3431586272426197,23,0.85,1.7372116990118185,2.8809968956337824,219.00315849032057,23.95523087614258,2.840021630017307,4.140578283203043,118.92473606588808,30.72706229399342,1.2343534008760908,2.5271010253477075,301.1631562533348,19.835452152250014,0.2217438549962647,0.3262725070487247,-12.145496199517936,1.278954797209952,0.30551099476245724,0.3940701229274639,-1.7288483818614253,1.2434394741917885,0.1088052263665289,0.19510913090173077,-12.414033372722031,0.8717804424970375
Pallars Jussà,2018,Olivera per a oliva d'oli,olive,olive,719.0,0.85,239.78755041747627,303.6873892735924,2.1848838094024083,21.7710663778986,11.182989374143284,1.428012462988855,10,284.5109106538493,130.32160054464867,3.2335706233133226,28.124741373208373,15.973160463447908,2.290343113390122,44,170.06067734453032,350.0078002815306,2.21909618499198,18.52563606436913,8.58725060232728,1.1781041678590998,9,0.85,1.1689285959497924,1.8132823614406848,305.3707137126476,19.526844934110635,1.919412670647008,2.7193047778866672,142.23357094465092,25.873685050999534,0.9824303923755402,1.873831750132823,351.55142641879087,16.5441105769231,0.2590838670390627,0.37160144796172356,-1.6833244390552409,2.244221443787964,0.37093044274311415,0.5142658454266553,-11.911970400002247,2.2510563222088393,0.19567377548355958,0.3452644348591569,-1.5436261372602758,1.9815254874460315
Pla d'Urgell,2018,Olivera per a oliva d'oli,olive,olive,28.0,0.87,313.2713267803192,159.66000203043222,3.98756525130072,26.670095086642363,14.579157206423348,2.280435690675741,30,375.2177839279175,111.29000061377884,5.034874421739899,33.71629120367029,20.231676000797307,3.6200523614501625,60,223.4760833978653,251.85000203177333,3.0645675935830115,21.920151800628293,11.724879878946462,1.5101563032452556,32,0.87,2.2496324300375967,3.906323656143992,170.70750133832917,26.552559299156336,3.587225518705789,5.002810342777318,115.91500099236146,33.61641722648376,1.4994141988964085,3.0206182644421107,260.7000018390827,21.79699398501891,0.030803260638144092,0.0812415951567278,-11.047499307896942,0.11753578748602678,0.03282684274437342,0.032064078962581455,-4.625000378582612,0.09987397718652602,0.010742104348847148,0.04394932914090077,-8.84999980730936,0.12315781560938177
Priorat,2018,Olivera per a oliva d'oli,olive,olive,1642.0,0.845,307.5465692238726,131.06667132758938,3.286099218143454,24.5871819742007,13.946865101961004,1.8786556332761928,20,366.86765921498585,74.56222264982334,4.013020000910767,31.38280216974632,19.43878304665441,2.9050849738682576,57,217.57121324032525,267.3060711040329,2.6859443330496497,20.768728397823136,11.81780004063986,1.2716902865116475,18,0.845,1.632049307234326,2.825510077868388,127.8316672022144,23.195838452948927,2.5274747914532245,3.557393523240041,85.1433343285074,29.92898818805656,1.1238271872619068,2.368238932749525,285.0949976788834,19.76342967945143,0.24660632604186672,0.4605891402750659,3.235004125374971,1.3913435212517733,0.3776101824150331,0.4556264776707257,-10.581111678684053,1.453813981689759,0.14786309924974073,0.31770540030012473,-17.78892657485045,1.005298718371705
Ribera d'Ebre,2018,Olivera per a oliva d'oli,olive,olive,4700.0,0.702,316.5085916637884,135.41887579102607,3.639817179770551,25.858702686567767,14.963282764672384,2.0671379166622827,25,377.1607426880382,74.97547521476403,4.4086196165604745,32.67452064214675,20.364104931414804,3.1830559206462645,61,229.62896555327544,268.36004748705227,2.997890644627849,21.88249395556051,12.853496874353796,1.4210831469015868,22,0.702,1.923192507327448,3.444211832388824,139.40857114350158,25.238887141850867,2.956726215755994,4.15674870063572,78.66571468380944,31.97194880472352,1.321341335459891,2.848744122820924,273.2599974937205,21.37677479119655,0.14394540933483468,0.1956053473817274,-3.9896953524755077,0.6198155447169,0.22632970489027038,0.2518709159247541,-3.690239469045409,0.7025718374232319,0.0997418114416957,0.14914652180692478,-4.899950006668234,0.5057191643639598
Segrià,2018,Olivera per a oliva d'oli,olive,olive,7941.0,0.79,324.9935187960118,116.21573090257084,3.6619425777215375,25.690101989200183,14.527316842726297,2.0616304369878,23,394.9743986915303,55.01277175106717,4.527329643140662,32.80193798159199,19.992205966522096,3.301968671257837,61,227.0425258391536,237.32875124434355,2.8932093697583827,21.356229084646888,12.088670222054734,1.3591180385378625,24,0.79,2.253293488955338,3.927851653991933,124.70250001864042,26.548688288204023,3.591267920895777,4.959228081654243,68.92375018133316,33.622623246715925,1.4825875283201213,3.0540035200428983,236.15749985526784,21.88951412242849,-0.1916630519675384,-0.2659090762703955,-8.486769116069581,-0.8585862990038393,-0.2892992496379403,-0.43189843851358045,-13.910978430265992,-0.8206852651239345,-0.1234694897822588,-0.1607941502845156,1.1712513890757066,-0.533285037781603
Tarragonès,2018,Olivera per a oliva d'oli,olive,olive,886.0,1.206,290.64075735016297,82.88049801167334,2.2414101480708384,23.801494035286247,16.32327446664784,1.3937275196530028,7,318.0466062275348,114.5562403288907,2.800141683379144,29.142007498438623,21.859828748421435,1.8187182195395333,18,223.4662001385617,308.32660495318527,1.9969192091547268,21.64473108771152,14.92771623140866,1.080190222712914,4,1.206,1.4681424482086851,2.292432555990339,73.41200062632562,24.00898777695956,1.880108102120197,2.896459338439172,119.27799799144267,29.27597813760084,1.070681288779019,1.967784446037879,312.12399699166417,21.48054776034515,-0.07441492855568232,-0.05102240791950052,9.468497385347717,-0.20749374167331425,-0.0613898825806638,-0.09631765506002798,-4.72175766255198,-0.13397063916221796,0.00950893393389518,0.029134763116847706,-3.797392038478904,0.16418332736636998
Terra Alta,2018,Olivera per a oliva d'oli,olive,olive,4520.0,0.603,321.3302089708533,135.8487095778861,3.383008816360666,24.697948557696822,14.144976907521846,1.922654369234594,22,385.7819160169829,69.39813152430507,4.174354417624968,31.68481712792365,19.358398628341924,3.038894782049578,59,247.4092200243568,270.915974668777,2.86732126753598,20.820981283018167,12.323664015024436,1.3434026417429206,20,0.603,1.901592199791985,3.367213080206612,131.81250013248064,24.762179165199168,3.005121329936685,4.139623006808944,67.47500023525208,31.73294336872717,1.3348429206373815,2.857829489166944,265.36374876461923,20.954434967041035,0.02106216944260919,0.01579573615405394,4.036209445405461,-0.06423060750234555,0.033773452112892954,0.03473141081602371,1.9231312890529892,-0.04812624080351924,0.008559721105539042,0.00949177836903603,5.552225904157751,-0.13345368402286795
Urgell,2018,Olivera per a oliva d'oli,olive,olive,2398.0,0.84,286.0382551267565,203.84999926202,2.908919865366769,23.72762038935316,13.29158018799277,1.6705064186891077,17,353.3964306181659,129.79000212810934,3.9645834388453016,30.73369116678428,18.973397434705767,2.756948129547113,51,211.289994673435,287.2500012610108,2.438618813300116,20.060046955898603,11.378909113608858,1.188798079483871,12,0.84,1.8030796470131976,3.0772974755892464,213.55199962332844,24.44194275902922,2.938964873840744,4.211363486811426,129.4480013165623,31.398739525579664,1.245206117148062,2.547355995572663,296.0620006091892,20.325481775304794,-0.1325732283240899,-0.16837761022247744,-9.70200036130845,-0.7143223696760614,-0.18201674429363113,-0.24678004796612463,0.3420008115470239,-0.665048358795385,-0.05640803766419089,-0.10873718227254692,-8.811999348178404,-0.26543481940619174
Vallès Oriental,2018,Olivera per a oliva d'oli,olive,olive,269.0,1.7,236.6096229553223,199.81999969482425,2.0928205647142524,22.433935862019663,14.502314247969975,1.3337700377906012,4,274.36720156669617,185.0699987988919,2.955182254337019,28.42473887907361,19.798208077977343,1.9787664554624709,29,169.11792343854904,399.33000007271767,1.7612728414284675,19.85552241015711,13.07887654015797,1.021633802849139,0,1.7,1.2420315728111249,1.910843142943064,226.4542858938553,21.960650520414067,1.7838678577008122,2.600695679127998,207.9785711028214,27.73129780149681,0.9118565940398096,1.612812145829189,407.59428627868846,19.260779153533434,0.09173846497947635,0.18197742177118847,-26.634286199031067,0.473285341605596,0.19489859776165863,0.3544865752090214,-22.908572303929503,0.6934410775768001,0.1097772088093294,0.14846069559927844,-8.264286205970791,0.5947432566236763
Alt Camp,2019,Olivera per a oliva d'oli,olive,olive,1468.0,2.05,299.8123921999703,78.6443725981886,3.403325840063966,23.72805000865493,13.130651721750382,1.8126376984468744,17,312.50987442377294,97.16935123825706,3.0069559604110903,29.424636133935767,19.18197653537648,2.217154036918756,44,228.5773306609196,226.64671932919663,2.0738776474514067,20.73541335515297,12.57522730077226,1.2137216863417466,5,2.05,1.7287170703252837,3.331973118732249,79.18000014374653,22.89991658528648,2.136696700303176,2.934761212022164,99.36999936463933,28.721539454306345,1.1226522162923216,1.9704555543893243,226.6866667916377,19.76988571222888,0.08392062812159073,0.0713527213317171,-0.5356275455579294,0.828133423368449,0.08045733661557986,0.07219474838892648,-2.200648126382262,0.7030966796294216,0.091069470049425,0.10342209306208239,-0.03994746244106295,0.9655276429240907
Alt Empordà,2019,Olivera per a oliva d'oli,olive,olive,2652.0,1.431,328.27246481766923,61.34968425764051,3.1828046604990274,23.78850999329026,14.5664257813013,1.8086868645634304,21,368.27303948042095,32.531185738902664,3.3333148181972887,30.655003541568323,21.669128329148496,2.5590806223729774,56,242.0582046942348,347.37763753841307,2.577159479204269,21.07487481672189,13.301523654698595,1.2703383554040413,9,1.431,1.8043183071716868,3.416738188336488,109.04142820994768,23.612551801266125,2.5314654218036674,3.306783326947412,67.65857234677034,30.253238393194685,1.2628888978229569,2.4889125450674072,382.1828594598918,20.618800888181315,0.004368557391743577,-0.23393352783746035,-47.69174395230717,0.1759581920241331,0.027615200569309994,0.026531491249876638,-35.12738660786768,0.40176514837363797,0.0074494575810843955,0.08824693413686191,-34.80522192147873,0.45607392854057593
Alt Penedès,2019,Olivera per a oliva d'oli,olive,olive,671.0,0.91,305.7350453725466,82.81337051832442,3.3616007471065488,23.34353524783758,12.879595015945153,1.7740574421190345,16,319.4312888716012,91.94451507077996,2.9339283196229755,29.26569938539828,18.91125694786281,2.1872032369077177,42,228.24614612769105,269.070294864466,2.0481012666977043,20.312174741710752,11.897930532000538,1.16492063847593,5,0.91,1.7386145495145218,3.2777637314912416,82.3314282675939,23.26368485390444,2.134069110817302,2.8679617055521542,90.51857212265688,29.11962540446341,1.1590012186361869,2.00682473408342,262.55285771137903,20.402965772020973,0.03544289260451272,0.08383701561530721,0.481942250730512,0.07985039393313897,0.05313412609041546,0.06596661407082127,1.4259429481230796,0.14607398093486879,0.005919419839743201,0.0412765326142841,6.5174371530869735,-0.09079103031022129
Alt Urgell,2019,Olivera per a oliva d'oli,olive,olive,47.0,0.84,254.70461285114288,130.04000044241548,3.31081087187368,20.291590420412987,9.094296278987528,1.575170430927018,13,278.82237815856934,151.6799996085465,3.067811187147405,26.381219942178824,14.862807998189403,2.0824150267642647,33,174.8240007162094,227.45000039227307,2.1211520580125205,16.97532740676328,6.708002477054321,1.1521008837444984,8,0.84,1.4115475315496584,3.015962504707574,141.16999980500515,18.725204382430185,1.8873876147220872,2.7930079141321875,151.11941127610558,24.879244294428982,1.0145740469286375,1.8980818028464188,226.29176464906948,15.316218816440362,0.16362289937735963,0.29484836716610596,-11.129999362589672,1.5663860379828023,0.19502741204217755,0.27480327301521745,0.5605883324409149,1.5019756477498412,0.13752683681586086,0.22307025516610168,1.1582357432035906,1.6591085903229192
Anoia,2019,Olivera per a oliva d'oli,olive,olive,533.0,0.8,305.44919201511175,93.43000051006676,4.092950927882629,24.60027106533919,12.913186886082952,2.03930852632353,24,318.35694155994867,141.09000052325428,3.5333740088877748,30.393995027289343,19.112260026355887,2.477172001972314,49,214.6353152629061,271.3600043915212,2.314186563165622,20.7556885180305,11.042950253624346,1.2847444624224584,12,0.8,1.9856060380283245,3.989358545654835,92.45666683589418,23.86888804618129,2.4313259016313857,3.5262970200870885,145.9655562769622,29.72172931411363,1.2151901405430852,2.219125025220701,249.5422239837547,19.84493121285726,0.05370248829520574,0.10359238222779377,0.9733336741725793,0.7313830191578994,0.045846100340928064,0.007076988800686301,-4.875555753707914,0.6722657131757117,0.06955432187937327,0.09506153794492089,21.81778040776652,0.910757305173238
Baix Camp,2019,Olivera per a oliva d'oli,olive,olive,2395.0,2.15,305.5869453809838,64.63229370314258,2.7345250088789785,23.10112162651165,14.27318491316631,1.5943369948753423,10,329.70367168091195,51.37264245230072,2.780348057671805,29.374743946179407,20.87425951278351,2.0729813323472794,32,264.398300321702,225.1984801607749,2.2672046208005687,21.437920181696207,14.073693162852129,1.275177731925299,12,2.15,1.522282203766318,2.7050291150584305,66.58714266227824,22.28601664558788,1.9876774792582188,2.653436931143989,61.642857382872286,28.562199479204192,1.1840116873647502,2.131993313637316,219.731425691396,20.388183095503845,0.07205479110902435,0.02949589382054807,-1.95484895913566,0.8151049809237705,0.08530385308906063,0.126911126527816,-10.27021493057157,0.8125444669752149,0.09116604456054889,0.13521130716325258,5.467054469378894,1.049737086192362
Baix Ebre,2019,Olivera per a oliva d'oli,olive,olive,17400.0,1.825,324.61042022959475,52.43369845226463,3.038003387537269,24.502336279562293,14.526335542425574,1.8585945610743624,19,346.4891906707407,76.68678190604051,3.2440843511928663,30.777581331887312,20.904651637557503,2.410031806364461,51,279.42142583836835,182.65284126001325,2.4626887108956,22.396029969806165,14.139466730644584,1.4739748058391835,20,1.825,1.804246466145984,3.0274509448955933,53.64199981894345,23.872136900854915,2.3424425868018632,3.149600099448777,82.22300057299438,30.030464024697604,1.3832121901042755,2.347299305767527,179.53899983670564,21.479931607089227,0.05434809492837833,0.010552442641675874,-1.2083013666788176,0.6301993787073776,0.06758921956259778,0.09448425174408914,-5.5362186669538715,0.7471173071897077,0.09076261573490796,0.11538940512807327,3.113841423307605,0.9160983627169372
Baix Empordà,2019,Olivera per a oliva d'oli,olive,olive,547.0,1.127,306.31414983060296,51.78104487056038,2.813945128036459,22.993793803734054,14.108926488120348,1.577348935685938,10,346.8735856912923,49.73670996825015,2.832128094509039,30.10584713000696,21.5204765557974,2.2425881147497555,47,222.7875252402621,355.1444544502297,2.168510446680952,20.876302139275307,13.046362789394689,1.1504107644301838,7,1.127,1.5562807533141918,2.7929320751339515,52.64000018925539,22.9595037884679,2.22095613851041,2.8121767675082823,47.222856039713534,30.02007305655064,1.1288480776952563,2.1534822686081183,354.61714260173693,20.849737750042948,0.021068182371746236,0.021013052902507656,-0.8589553186950099,0.03429001526615494,0.02163197623934554,0.019951327000756525,2.5138539285366193,0.08577407345632082,0.02156268673492745,0.015028178072833853,0.5273118484927863,0.02656438923235882
Baix Llobregat,2019,Olivera per a oliva d'oli,olive,olive,427.0,1.28,300.488692257391,99.55548571186326,4.159959270818097,24.888336096331336,13.284050802141936,2.066611809322045,26,316.194805888348,131.3691215089457,3.5650300118954346,30.80018798896725,19.59285487783464,2.5607417314815484,52,208.89434927114667,316.0111236731236,2.3412787708062424,21.08580570046808,11.64256283804487,1.3016434548293994,13,1.28,1.405041854327247,2.577695451139295,83.84428675499345,22.54584337721387,1.7767540815234653,2.314777032044008,84.33285585578,28.67410335980255,1.066419517685015,1.7797758378574458,301.284285516079,20.85286601738805,0.661569954994798,1.5822638196788015,15.711198956869808,2.342492719117466,0.7839876499580831,1.2502529798514264,47.036265653165714,2.1260846291646978,0.23522393714438428,0.5615029329487966,14.726838157044597,0.23293968308002988
Baix Penedès,2019,Olivera per a oliva d'oli,olive,olive,1138.0,2.085,298.111427651488,76.86951327559423,3.155304213443628,23.73597747771276,14.823029007085593,1.722448047328088,15,313.5992304062019,80.85730750111892,2.810836727417596,29.455760267726102,21.042262914307507,2.1144197219067355,39,227.9133870545008,219.45059498542668,2.0197812623928595,21.332335529738003,14.136047015041823,1.2086811016596837,4,2.085,1.342454457759535,2.330763880122156,71.70666655773918,22.274583726893376,1.6990417595616674,2.261689349660456,59.93666622042657,28.29878592542425,1.0507750909280162,1.722191383300947,230.6133342732986,20.91192765567768,0.3799935895685531,0.824540333321472,5.162846717855047,1.4613937508193828,0.4153779623450682,0.5491473777571398,20.920641280692358,1.1569743423018508,0.15790601073166743,0.2975898790919125,-11.162739287871915,0.42040787406032365
Conca de Barberà,2019,Olivera per a oliva d'oli,olive,olive,820.0,1.6,311.2652260435475,72.06000102311373,3.6671436214664026,22.946153591701226,11.699140761919024,1.8506269112634983,18,331.8464471588473,103.6299995984882,3.333551105407111,29.155454495435787,17.941370080201118,2.408671994421188,46,227.1734652176781,231.73999874666333,2.199545912794739,19.30797357560587,10.841876310716865,1.1885618958609705,11,1.6,1.7917987443221224,3.582559866926585,76.82400018610059,22.6192050621158,2.2290337374746474,3.219088120763601,125.9740005582571,28.52483766617316,1.0752159092958151,1.9872449179656624,220.7859995536506,18.671708930717745,0.05882816694137594,0.08458375453981759,-4.763999162986863,0.326948529585426,0.17963825694654068,0.1144629846435099,-22.344000959768906,0.6306168292626282,0.11334598656515538,0.2123009948290766,10.95399919301272,0.6362646448881257
Garrigues,2019,Olivera per a oliva d'oli,olive,olive,14459.0,0.84,358.30737471252627,60.05269277490307,4.426709174213017,25.273090365997863,12.701397023104931,2.323569510416892,40,384.0983206285114,75.32219867168891,4.215241537561935,31.45534930889007,18.97322197124082,3.0604602425070526,59,253.88852130740128,174.57261703395085,2.735990826482836,20.77515935810945,11.48851647483174,1.4596188605833156,28,0.84,2.3167674828321467,4.4685850255128345,60.158888790549504,25.025573296885696,3.019885134398163,4.189674417401919,85.3411112235238,31.16706997997873,1.421434485187009,2.64823528127848,185.56000199044743,20.44223887684583,0.0068020275847451295,-0.04187585129981741,-0.10619601564643233,0.24751706911216687,0.040575108108889424,0.025567120160015833,-10.018912551834887,0.2882793289113401,0.03818437539630648,0.08775554520435591,-10.987384956496584,0.33292048126361706
Montsià,2019,Olivera per a oliva d'oli,olive,olive,12961.0,1.155,319.72465844360045,54.687918383468585,3.1734612244261067,24.18284211071203,13.928866227985816,1.884661424321065,19,328.4335753973388,94.00900128618714,3.252021427923862,29.71467486213537,19.649018943449395,2.3497256979894194,51,249.34955178847176,168.30933105320955,2.3434402119948308,21.53804431326072,13.379971789067778,1.39751739765674,16,1.155,1.799702199694726,2.958014928052215,51.0933332843706,24.12490576238582,2.2708676326849275,3.065587304285164,83.83166716278842,29.965804938859858,1.4055827001494423,2.31995387022111,170.26333391480148,21.94073155441566,0.08495922462633909,0.21544629637389168,3.5945850990979835,0.057936348326212084,0.07885806530449191,0.18643412363869816,10.177334123398722,-0.2511300767244862,-0.008065302492702209,0.023486341773720554,-1.9540028615919312,-0.4026872411549398
Noguera,2019,Olivera per a oliva d'oli,olive,olive,1180.0,0.87,357.4059355582093,69.42200074600056,5.299031973173539,26.81590038595317,13.556099576938106,2.714668898952348,44,372.79942711347707,102.23724764628864,4.830073759849976,32.504121442634585,19.965744570680474,3.382082315256957,57,231.83121119303092,196.64867722283884,2.875730271025778,20.83224279260429,11.220631622035944,1.5216124638124866,30,0.87,2.451893783289973,4.883670526171761,67.93052617734983,25.53770137915231,3.072406443842361,4.45525307036542,106.6615789863036,31.301898390247,1.4023629493231369,2.667665495619774,192.5952640256208,19.95587857512812,0.2627751156623752,0.41536144700177857,1.4914745686507302,1.278199006800861,0.30967587141459596,0.37482068948455627,-4.424331340014959,1.202223052387584,0.11924951448934973,0.2080647754060041,4.053413197218049,0.8763642174761692
Pallars Jussà,2019,Olivera per a oliva d'oli,olive,olive,694.0,0.87,281.2488141250428,112.7263547184178,4.052518605712968,23.117378019320626,10.278672719421357,2.0160177447645493,24,302.394766629565,134.4166210368294,3.7607918216147582,29.075537655727388,16.51454054849625,2.627987681665348,53,181.83344484367288,215.2638600940325,2.524393222832991,18.6533965815895,7.9674614427274415,1.3393666700522249,21,0.87,1.7081598314624846,3.50109137943928,127.8485713095537,20.79815042035643,2.238716355421299,3.250298508170565,139.17500006899772,26.822002442531343,1.1319376888374562,2.171285076832129,227.61357125733048,16.649127096658248,0.3078579133020647,0.5514272262736877,-15.12221659113591,2.319227598964197,0.3892713262440486,0.5104933134441931,-4.758379032168307,2.253535213196045,0.20742898121476872,0.35310814600086227,-12.349711163297968,2.0042694849312532
Pla d'Urgell,2019,Olivera per a oliva d'oli,olive,olive,26.0,0.88,373.6977784633637,53.93999948352575,5.7146715688013,27.86755832546792,13.696204125448704,2.916348712377568,50,388.76828479766846,87.63000033609569,5.256946050763096,33.909728349272605,20.131961290930874,3.747051386547428,60,253.1321231722832,185.3300041351468,3.131892746241598,22.02969414427098,11.416157016115934,1.6757295740432443,35,0.88,2.897965089811572,5.681717411867043,54.83499946212396,27.79689341060452,3.717953684176918,5.230423192751642,95.34500066610052,33.83067400532385,1.6593129916529952,3.0935047443651795,187.9750039330684,21.892398641397687,0.018383622565996127,0.03295415693425774,-0.8949999785982072,0.07066491486340354,0.029097702370510348,0.02652285801145382,-7.715000330004827,0.07905434394875499,0.016416582390249124,0.03838800187641844,-2.6449997979215993,0.13729550287329317
