comarca,year,crop_catalan,crop_group,pheno_key,seca_ha,yield_tha_weighted,flower_cum_et0,flower_cum_precip_weighted,flower_max_vpd_weighted,flower_mean_tmax_weighted,flower_mean_tmin,flower_mean_vpd_weighted,flower_n_days_vpd_gt2,fruit_set_cum_et0,fruit_set_cum_precip_weighted,fruit_set_max_vpd_weighted,fruit_set_mean_tmax_weighted,fruit_set_mean_tmin,fruit_set_mean_vpd_weighted,fruit_set_n_days_vpd_gt2,maturation_cum_et0,maturation_cum_precip_weighted,maturation_max_vpd_weighted,maturation_mean_tmax_weighted,maturation_mean_tmin,maturation_mean_vpd_weighted,maturation_n_days_vpd_gt2,yield_tha_centroid,flower_mean_vpd_centroid,flower_max_vpd_centroid,flower_cum_precip_centroid,flower_mean_tmax_centroid,fruit_set_mean_vpd_centroid,fruit_set_max_vpd_centroid,fruit_set_cum_precip_centroid,fruit_set_mean_tmax_centroid,maturation_mean_vpd_centroid,maturation_max_vpd_centroid,maturation_cum_precip_centroid,maturation_mean_tmax_centroid,flower_mean_vpd_diff,flower_max_vpd_diff,flower_cum_precip_diff,flower_mean_tmax_diff,fruit_set_mean_vpd_diff,fruit_set_max_vpd_diff,fruit_set_cum_precip_diff,fruit_set_mean_tmax_diff,maturation_mean_vpd_diff,maturation_max_vpd_diff,maturation_cum_precip_diff,maturation_mean_tmax_diff
Conca de Barberà,2016,Olivera per a oliva d'oli,olive,olive,793.0,1.6,304.7072854794803,50.26000086963177,2.552664388353075,22.949699234499,12.086068834477445,1.7167359338284212,15,338.8019372562169,34.169999696314335,2.997250108288094,28.919726401905365,17.296968006973213,2.406080491073226,54,198.1095289885805,209.1200024560094,2.5274622010701746,19.59945341399533,11.102796127043502,1.12509904314754,8,1.6,1.6434472919727725,2.526901375049038,59.6960005030036,22.530558601754635,2.241414174048097,2.81011325977144,55.26199956946074,28.33372143160916,1.0244680431147988,2.33987231805564,225.51000220663843,18.98535773308725,0.07328864185564865,0.025763013304036964,-9.435999633371836,0.41914063274436586,0.1646663170251288,0.18713684851665358,-21.091999873146406,0.5860049702962051,0.10063100003274128,0.1875898830145344,-16.389999750629045,0.6140956809080826
Garrigues,2016,Olivera per a oliva d'oli,olive,olive,16268.0,0.82,346.00864361260125,49.14064987433152,3.188932271965733,25.018616306594964,13.283945690536592,2.1248315527659702,36,391.5915854873089,16.60503190847041,3.797002629008206,31.34105003501291,18.47694397028749,3.0699185978678964,61,225.8256970802898,182.87158460191125,3.1730787340262823,20.9538647099536,11.612846173946307,1.366749603114158,17,0.82,2.105319569156351,3.1861292453409047,52.36222208518949,24.735975043847496,3.030481189828308,3.715816875106419,22.167777706765463,31.063914002996214,1.3450684484628697,3.110470024254046,191.15222317808207,20.67763820923003,0.019511983609619143,0.002803026624828231,-3.221572210857964,0.28264126274746815,0.039437408039588284,0.08118575390178684,-5.5627457982950546,0.27713603201669557,0.02168115465128828,0.06260870977223609,-8.280638576170816,0.27622650072357047
Montsià,2016,Olivera per a oliva d'oli,olive,olive,12950.0,1.3,310.8210050194363,65.4377991575258,2.6528413871837846,24.17910786506673,14.410378583282707,1.7844620827001365,21,336.70203460862314,22.338182442553048,3.105421994076427,29.71506601945891,19.390701763576946,2.4445216492516666,52,216.2724068796411,236.36147099551803,2.657047542094972,21.58497023965378,13.503393465475206,1.2902031194134187,9,1.3,1.7418480676586106,2.581595131083624,50.26166640439381,24.29452462951996,2.313463302921704,2.9841382317607668,20.251666606093444,29.6859579270886,1.2850707993241302,2.542611011214759,233.9249999516954,21.921652590573512,0.042614015041525954,0.07124625610016055,15.176132753131995,-0.11541676445322935,0.13105834632996238,0.1212837623156604,2.086515836459604,0.02910809237030776,0.0051323200892885446,0.1144365308802131,2.436471043822621,-0.3366823509197303
Noguera,2016,Olivera per a oliva d'oli,olive,olive,1579.0,0.84,336.4470939978518,82.48428194283358,3.796932051421907,26.042669997899,13.831939965899052,2.348616080229873,43,378.4226126577348,29.20688997502527,4.307966197447041,32.7375209614391,19.75081862830828,3.485960452903074,61,212.9597547683208,255.9842387764917,3.457476706287795,21.039332561209484,11.5533449411709,1.4534378148746003,22,0.84,2.1364972809490426,3.493855832976403,83.4947367047793,24.88483064139684,3.161727668406898,3.948483880190611,33.19736849634271,31.49132454682693,1.338343892056007,3.180433388243812,250.73842034871248,20.18141738600372,0.21211879928083022,0.30307621844550425,-1.0104547619457236,1.157839356502162,0.3242327844961763,0.3594823172564303,-3.990478521317442,1.2461964146121716,0.11509392281859343,0.2770433180439831,5.245818427779227,0.8579151752057648
Pallars Jussà,2016,Olivera per a oliva d'oli,olive,olive,666.0,0.81,266.5354838207343,135.12272084230003,2.941086035814368,22.54431103244392,10.613281082877965,1.7483868456827891,16,301.91797615977225,62.26826322349772,3.491487337081043,28.9559388427122,15.997510496011882,2.6096698580787763,56,169.31352368193814,279.712104334498,2.6405271425688044,18.912905841616634,8.495081066572425,1.2716085621007711,8,0.81,1.448954281049059,2.45416836589462,149.4321435619412,20.216423881584387,2.1953808711771905,2.9700098771034287,76.66642849945596,26.5748964089952,1.07270635093892,2.2250609624731106,286.9192850937002,16.976621144532807,0.29943256463373014,0.4869176699197477,-14.309422719641162,2.327887150859535,0.4142889869015858,0.5214774599776142,-14.398165275958242,2.381042433716999,0.19890221116185103,0.4154661800956938,-7.207180759202174,1.9362846970838277
Pla d'Urgell,2016,Olivera per a oliva d'oli,olive,olive,32.0,0.75,358.87521743774414,58.09999932721257,3.994859730304548,27.333343117508143,14.052298735944351,2.6034168568231464,48,397.04076194763184,22.72999981790781,4.538286796226638,33.814951088215395,19.627822713561923,3.740356777919612,62,228.3413372039795,199.0600009560585,3.770591608454843,22.293855306594985,11.736802861969297,1.6073205783646234,25,0.75,2.600509256842104,3.9930629990870696,58.754999689757824,27.312322923003663,3.7170757978775217,4.528568740664642,27.72499984363094,33.74296279415009,1.5999524688594182,3.729255383278466,199.442501146812,22.190005979433185,0.002907599981042175,0.0017967312174782535,-0.6550003625452518,0.021020194504480116,0.023280980042090338,0.009718055561995342,-4.9950000257231295,0.07198829406530649,0.007368109505205167,0.04133622517637692,-0.38250019075348973,0.10384932716180018
Priorat,2016,Olivera per a oliva d'oli,olive,olive,1717.0,1.5,336.94901622435543,45.19786226544817,3.031928323611073,24.858858227601665,13.42720979026782,2.0438590653801585,35,377.47905282758177,14.88675493279604,3.611930919985525,30.8613670186759,18.649565037937226,2.866695951333258,59,221.3823316635264,194.36615642625893,3.034246824128745,21.14517674176911,11.89519839554618,1.3358276531383055,13,1.5,1.778170261923502,2.669716138529325,41.3816666447868,23.388362846999897,2.4583022034537265,3.103959142506457,18.950000004221994,29.247188986501413,1.17814633584611,2.636404359162285,207.65500041563064,20.1472096313924,0.26568880345665646,0.3622121850817477,3.816195620661375,1.4704953806017684,0.4083937478795314,0.5079717774790682,-4.063245071425955,1.614178032174486,0.1576813172921956,0.3978424649664598,-13.288843989371713,0.9979671103767096
Ribera d'Ebre,2016,Olivera per a oliva d'oli,olive,olive,5489.0,1.3,348.9910872233808,47.014096482627416,3.35888738494866,26.15109100451753,14.47648151082369,2.243864626674725,42,390.0268429024064,14.469345905408204,4.014258751966634,32.17623617482256,19.646048773809053,3.15178606348467,61,233.37989150606705,197.49122077879383,3.36607358687136,22.24693573458346,12.918970246846596,1.4846980398845486,17,1.3,2.09820259081124,3.169981584716955,47.53714238187032,25.52986974783192,2.934012632800704,3.78816844011303,15.244285882317596,31.47238568424632,1.3781439370242274,3.168249803506618,202.7900014831019,21.72989081318377,0.1456620358634848,0.188905800231705,-0.5230458992429021,0.6212212566856081,0.21777343068396604,0.2260903118536035,-0.7749399769093923,0.7038504905762437,0.10655410286032119,0.19782378336474205,-5.298780704308058,0.517044921399691
Segrià,2016,Olivera per a oliva d'oli,olive,olive,8851.0,0.76,357.6186412310831,46.186938116543786,3.4184223179346245,26.030261654310824,13.978263306787884,2.256513655329198,41,408.0058534671198,10.036796724156218,4.084897267978554,32.3985487133295,19.13887197691444,3.280227417528001,61,232.5932031763928,167.1743103026867,3.386581457550206,21.765362305342983,12.068589255337402,1.4509078628940624,18,0.76,2.5049231951282307,3.8798073182048713,54.589374722447246,26.984655342727425,3.648470073245761,4.429777962124835,12.43062502949033,33.501534203560134,1.5818901348795718,3.672134221867734,179.2618754733121,22.24237605084432,-0.24840953979903269,-0.46138500027024687,-8.40243660590346,-0.9543936884166015,-0.36824265571776005,-0.34488069414628164,-2.393828305334111,-1.1029854902306369,-0.13098227198550938,-0.2855527643175284,-12.087565170625396,-0.47701374550133835
Tarragonès,2016,Olivera per a oliva d'oli,olive,olive,640.0,1.6,306.41261642920733,29.419460869042503,2.310758256697721,23.638120450449826,15.698440370351465,1.4880867012532135,8,328.34296789189347,23.99213616840628,2.5882605306523354,28.568952050952205,21.047392311257777,1.843450180140673,18,220.92864579683888,229.1080086513846,2.070269044772058,21.87331215494271,15.109812548999356,1.1200614229653567,7,1.6,1.5282801522336196,2.338805610928076,30.272000419721007,23.7409377801614,1.901552110713848,2.6272195091189423,22.006000136956576,28.69354799332159,1.1072790766489913,2.064771101650595,233.12399996668103,21.67501777397409,-0.040193450980406054,-0.02804735423035476,-0.8525395506785038,-0.10281732971157354,-0.05810193057317492,-0.0389589784666069,1.9861360314497034,-0.12459594236938543,0.012782346316365434,0.0054979431214632335,-4.015991315296418,0.19829438096861907
Terra Alta,2016,Olivera per a oliva d'oli,olive,olive,4587.0,1.3,354.3798559884653,55.29061262600947,3.236292783929397,25.123665310448057,13.763177064749264,2.118145618751695,35,404.1124064275113,14.920462630269562,3.861718471423479,31.316411356541987,18.813609657651007,3.0479990347913857,61,250.94695934955035,201.97270861147945,3.2666061738402687,21.148016393200766,12.316877790338111,1.4013070503148426,17,1.3,2.098120580223098,3.2066093079938667,53.22624983894639,25.16926989946212,3.009726668220417,3.828142203445817,14.23124995874241,31.33678428896013,1.3914854828069962,3.2411551426988403,198.86875073285773,21.27278633536876,0.020025038528596717,0.029683475935530446,2.0643627870630823,-0.0456045890140615,0.038272366570968774,0.03357626797766233,0.6892126715271516,-0.020372932418140977,0.009821567507846352,0.025451031141428437,3.1039578786217135,-0.12476994216799397
Urgell,2016,Olivera per a oliva d'oli,olive,olive,2865.0,0.95,337.3808485808687,60.72000077739358,3.216102689023645,24.7319208474496,12.905444269549122,2.07056367992717,32,378.0225568714941,42.70999992080033,3.6269955149349338,30.943233636795835,18.29531663492455,2.913335957950375,58,217.9651147619685,200.5900017190725,2.94302417639224,20.50019762052652,11.36503974597974,1.2915164760030515,11,0.95,2.229063425281132,3.4777466457183253,66.42600046433509,25.495122390496952,3.1386799864263946,3.904997853788806,42.67999995276332,31.739247869676184,1.349820588659085,3.131863320478365,211.0260014113039,20.75237077985493,-0.15849974535396205,-0.2616439566946802,-5.70599968694151,-0.7632015430473515,-0.22534402847601953,-0.2780023388538724,0.02999996803701066,-0.7960142328803492,-0.058304112656033524,-0.188839144086125,-10.435999692231405,-0.2521731593284109
Vallès Oriental,2016,Olivera per a oliva d'oli,olive,olive,255.0,1.7,245.9429066181183,72.12000013887882,2.048680183365163,22.093252628477146,13.550841699782222,1.397331457305243,4,285.93574047088623,61.98999855108559,2.7414639689590987,28.103327746261115,18.85690716284377,2.0700880319632144,35,173.9311945438385,266.83000260591507,2.23080202045506,20.11005141996566,12.947705617574693,1.12249378506774,8,1.7,1.2604429163372712,1.864845896681752,111.83428613069864,21.423039356383587,1.8499082683597472,2.471672526124272,93.97285639787358,27.26174154677152,1.0035759268126738,2.0033992968958225,289.6442874856293,19.45574781576545,0.13688854096797187,0.18383428668341106,-39.71428599181982,0.6702132720935587,0.22017976360346725,0.2697914428348267,-31.982857846787994,0.8415861994895941,0.11891785825506607,0.22740272355923752,-22.81428487971425,0.6543036042002122
Alt Camp,2017,Olivera per a oliva d'oli,olive,olive,1501.0,1.642,311.3019632020091,53.382970832525096,3.046661787401116,25.52261605033006,14.847476554812676,1.929780447354841,25,319.59604167105334,62.7764065077253,2.9478946198421108,29.235064290323013,19.250644810168343,2.181227381023608,41,217.18833254339583,118.65803759686364,2.020361496456501,20.909581165537773,11.698531625649103,1.2471251350688497,5,1.642,1.846878182864768,2.968544772129718,54.31000026750068,24.74059956868492,2.1032231344490784,2.874004571037525,63.90666692455609,28.54024707425027,1.1531733290222586,1.9127712278774485,119.36000001740952,19.95453388367819,0.08290226449007299,0.07811701527139814,-0.9270294349755872,0.7820164816451403,0.07800424657452965,0.07389004880458572,-1.1302604168307937,0.6948172160727424,0.09395180604659115,0.10759026857905263,-0.7019624205458825,0.9550472818595814
Alt Empordà,2017,Olivera per a oliva d'oli,olive,olive,2323.0,1.075,314.02843727087105,60.68732596929154,2.9145620482046364,25.505393460845603,16.67777984084634,1.814775851511136,24,354.7654869123634,30.659203926704528,3.282602183083882,29.11694225726452,20.61480103316712,2.209940880105986,38,247.8292755216615,104.73677984059935,1.978440121869084,20.578659055074446,12.253966059733177,1.2655754974273268,4,1.075,1.830057204681831,2.9855154303910334,104.96571467949876,25.370891676462804,2.204419211998271,3.242019945365576,56.423571838864255,28.857198843538505,1.2627116555116218,1.8957064440841829,135.61285765469077,20.26215031263033,-0.015281353170695011,-0.07095338218639702,-44.27838871020722,0.13450178438279892,0.005521668107714817,0.04058223771830605,-25.764367912159727,0.2597434137260137,0.00286384191570499,0.08273367778490104,-30.876077814091417,0.31650874244411753
Alt Penedès,2017,Olivera per a oliva d'oli,olive,olive,785.0,1.56,323.0236128394533,41.292286399842645,3.199849377889715,25.61851142637808,14.672991579399158,1.9896626845787968,29,325.4780120260265,90.15256624984964,2.9503676823206733,28.912718956828805,19.02145273729904,2.111373452476208,33,205.5972083053209,180.00664228789898,1.8141987808090552,20.15947204371292,11.057134821067336,1.1180106962475864,2,1.56,1.930455659644057,3.0911404160284905,42.26142804776984,25.43001551750953,2.058770095953041,2.865509317078494,85.41142992622088,28.779360314997685,1.1216853252255352,1.801363657300762,174.11428658451354,20.290045942129883,0.05920702493473984,0.10870896186122447,-0.969141647927195,0.18849590886854983,0.052603356523166944,0.08485836524217927,4.741136323628766,0.13335864183111923,-0.0036746289779487906,0.012835123508293078,5.892355703385448,-0.1305738984169622
Alt Urgell,2017,Olivera per a oliva d'oli,olive,olive,127.0,0.89,254.63119792938232,119.8400017824024,2.8530100645866576,22.059845935589728,10.861294570003157,1.6150678069836133,16,290.9787058830261,90.81000058725476,3.203274197431724,27.04966122242076,15.22126894750266,2.2837460977117323,44,176.89531874656677,115.29999895393848,1.90018004882393,17.58122742715305,6.43190357595542,1.2360092307478836,1,0.89,1.438958105009622,2.5041390785922046,142.20588254402668,20.55062149916001,2.0176495405982355,2.826827754978332,96.22235334850846,25.30808975248683,1.0771562939282595,1.6683757682621931,125.51294069507104,15.787319301218105,0.17610970197399123,0.348870985994453,-22.365880761624283,1.5092244364297187,0.2660965571134968,0.37644644245339176,-5.4123527612537,1.7415714699339304,0.1588529368196241,0.23180428056173685,-10.212941741132553,1.7939081259349443
Anoia,2017,Olivera per a oliva d'oli,olive,olive,587.0,1.08,323.932483883768,65.55999877862632,3.8256357106017407,26.980149561467204,14.96222360429156,2.292405509511584,37,335.81645418314946,104.99999973364174,3.621466640480977,30.64093411162625,19.44885468990022,2.581964014192606,54,197.32652912500487,158.70999991707504,1.9620413451366268,20.683003799983187,10.345667761764275,1.2389961360776631,4,1.08,2.1845041041799527,3.6270798943674833,72.35999993048607,26.05716921835869,2.560618609978333,3.591456635969436,95.58666630358334,30.053961280084447,1.1950124709906893,1.9511644420624408,141.61222185339366,19.884168881519976,0.1079014053316314,0.19855581623425733,-6.800001151859746,0.9229803431085131,0.02134540421427289,0.03001000451154079,9.413333430058401,0.5869728315418037,0.04398366508697382,0.010876903074185984,17.097778063681375,0.7988349184632106
Baix Camp,2017,Olivera per a oliva d'oli,olive,olive,2074.0,1.642,318.615960232972,33.348612916381654,2.5980924449777123,25.112767028099487,16.481372684442395,1.7210402916329324,17,332.6706320611508,39.21106324736562,2.903668111230618,28.86071968984788,20.68705652226912,1.9691625350381587,22,257.8742831589835,92.71989697202326,2.337524849721007,21.555887381905293,13.043409927812675,1.333258399861898,10,1.642,1.6291942610314916,2.4529323236641845,39.63000022992491,24.2619767271663,1.8708788906063047,2.7025946440004947,42.03999936208129,28.03653110205305,1.2468251392200618,2.171318379500653,84.62857207922,20.595486656200965,0.09184603060144081,0.14516012131352785,-6.281387313543256,0.8507903009331876,0.098283644431854,0.20107346723012354,-2.828936114715667,0.8241885877948292,0.08643326064183632,0.16620647022035406,8.091324892803257,0.9604007257043286
Baix Ebre,2017,Olivera per a oliva d'oli,olive,olive,19304.0,1.275,326.22976758204067,57.37500135190631,2.8223662122606723,26.34222800381523,16.485942592666483,1.891517418393115,23,347.163657012852,43.75790767697645,3.240565445528766,30.1684949296668,20.648831727938656,2.256108321230543,35,288.0689910279689,66.41912732030173,2.6890443424367403,22.64996368315523,13.349021655203732,1.5771924413385787,18,1.275,1.8164447807138528,2.6926348785905985,68.68400097377597,25.57821865394469,2.1861517896232976,3.0610707919069045,47.90299993865192,29.46444224696008,1.498653475976769,2.535112819119261,66.05499972123654,21.86158517690808,0.07507263767926209,0.12973133367007383,-11.308999621869653,0.7640093498705411,0.06995653160724524,0.17949465362186157,-4.145092261675465,0.7040526827067204,0.07853896536180982,0.15393152331747917,0.3641275990651849,0.7883785062471524
Baix Empordà,2017,Olivera per a oliva d'oli,olive,olive,588.0,1.075,311.03026524523926,39.450583642945816,2.83338346010694,25.36118736041384,16.530782073814496,1.731636667304057,17,336.37634298713004,31.143768823393568,2.954492994298907,28.86577203261708,20.58444591744718,2.030581298369291,27,223.9308208471198,109.08851319407388,1.8168496454845404,20.396576212942342,12.218829007791909,1.1535022819836669,2,1.075,1.6943232929329746,2.785264303718674,41.99428579503936,25.224892723923286,1.986934064375771,2.909226129837028,30.82428598962725,28.73546218520488,1.127222668475769,1.769327404787694,108.7657140764807,20.365555532985454,0.03731337437108251,0.04811915638826614,-2.5437021520935446,0.13629463649055396,0.043647233993519885,0.045266864461878775,0.3194828337663189,0.13030984741219953,0.02627961350789798,0.04752224069684652,0.3227991175931777,0.03102067995688884
