feature,r2,slope,n,p,pheno_key
cell_div_precip_mean_lpf14_peak,0.041706250495053034,-0.5064727073533658,96,0.04595294286932349,pome_fruit
et0_mean_lpf7_peak_doy,0.041616941565838124,-0.044874899406778676,96,0.046191293058753434,pome_fruit
flower_set_vpd_max_lpf7_peak,0.041489629757919255,-0.32113271797848025,118,0.02694360200738211,cherry
kernel_fill_vpd_max_lpf30_peak,0.041087154719101196,-0.06864066971412816,205,0.003559271650222834,almond
tmax_mean_lpf30_peak_doy,0.04078556643126894,-0.05773801506310568,52,0.15107246341043348,other
precip_mean_lpf7_peak_doy,0.04046444954941613,0.005457695450169959,52,0.15272524211934085,other
fruit_fill_tmax_mean_lpf3_peak,0.040287172801795834,0.36441605014732353,143,0.016231390255248425,stone_fruit
fill_precip_mean_lpf7_peak,0.040225532228596574,-0.015350669301298305,96,0.05007486836872776,hazelnut
et0_mean_lpf14_peak_doy,0.03983840030517595,-0.00865761708040452,191,0.005635490659397255,walnut
maturation_et0_mean_lpf14_peak,0.03980609231523176,-0.16676184704182487,354,0.00015769534426336945,olive
maturation_vpd_mean_lpf7_peak,0.039802511243548215,-0.04902028148828298,205,0.004131961431987732,almond
maturation_tmax_mean_lpf30_peak,0.03971983432456898,-0.01768611397108381,205,0.0041718543272098165,almond
precip_mean_lpf3_peak_doy,0.03939623496860817,0.00041939677462279185,205,0.00433176900968431,almond
kernel_fill_vpd_mean_lpf30_peak,0.039387760617829407,-0.07293540984449695,205,0.0043360389205344945,almond
fruit_fill_precip_mean_lpf14_peak,0.03930251669730324,-0.6312645671324818,143,0.01761990947646202,stone_fruit
fruit_fill_vpd_mean_lpf30_peak,0.03914332284589929,1.336022163583462,143,0.017855513360761823,stone_fruit
tmax_mean_lpf7_peak_doy,0.03904497447786113,-0.0464539163442507,143,0.018002670193744703,stone_fruit
maturation_vpd_mean_lpf3_peak,0.038784303378761646,-0.18685723060208304,354,0.00019237122605263456,olive
cell_exp_vpd_max_lpf7_peak,0.03855062783980042,0.9314461303412255,96,0.055203876688612145,pome_fruit
cell_div_et0_mean_lpf14_peak,0.03850860057104411,0.8638416256438242,96,0.05533939715784774,pome_fruit
vpd_mean_lpf3_peak_doy,0.03828846350570752,-0.01972691346436796,386,0.00010910696724405449,vine
fruit_fill_et0_mean_lpf14_peak,0.03784662709267008,1.3005849249924897,143,0.019898418362919276,stone_fruit
cell_div_tmax_mean_lpf30_peak,0.0376986146494887,0.27047623641249025,96,0.05802018597863307,pome_fruit
vpd_mean_lpf3_peak_doy,0.0375400558556898,-0.004862852089480428,191,0.007239234487988166,walnut
flower_precip_mean_lpf7_peak,0.03727471794774022,0.02115975643934768,96,0.05947686698172788,hazelnut
vpd_mean_lpf7_peak_doy,0.03704121748047911,-0.03423665395317107,143,0.02128605190782046,stone_fruit
kernel_fill_et0_mean_lpf14_peak,0.03698993461712605,-0.0493085861391362,205,0.005732279970497672,almond
maturation_vpd_max_lpf7_peak,0.03695670902263581,-0.04543555648524511,205,0.005754528588458557,almond
fruit_set_et0_mean_lpf7_peak,0.03684494018958753,-0.1299446683179079,354,0.00028059437616582766,olive
harvest_et0_mean_lpf30_peak,0.03663163998426034,-0.969307818480437,57,0.1538100179651348,apricot
vpd_max_lpf14_peak_doy,0.03625610593296178,-0.005917683378486936,354,0.00031469208068973906,olive
precip_mean_lpf14_peak_doy,0.03606988220195333,0.00102072256368394,354,0.00032631805331120764,olive
fruit_set_precip_mean_lpf14_peak,0.03603236906340161,-0.22925805291739051,57,0.1572828706939973,apricot
precip_mean_lpf14_peak_doy,0.03595483073930551,0.006239308961611958,57,0.15773852895941573,apricot
vpd_max_lpf3_peak_doy,0.03589682867243589,-0.018071894004810903,386,0.0001809088034634829,vine
kernel_fill_precip_mean_lpf7_peak,0.035513534181284646,0.011445542521254798,205,0.0068101497234000375,almond
fruit_fill_precip_mean_lpf30_peak,0.03549717815877516,-0.8680864429245342,143,0.0242297575884757,stone_fruit
vpd_max_lpf14_peak_doy,0.03534770004004551,-0.03960296587021441,143,0.0245360409298664,stone_fruit
cell_div_precip_mean_lpf30_peak,0.0353376117499944,-0.5972187212180413,96,0.06663762817924015,pome_fruit
season_precip_mean_lpf14_peak,0.035253930589285366,-0.30399407032608455,52,0.18255301008392857,other
precip_mean_lpf30_peak_doy,0.035052769448743304,0.0010341826750956456,354,0.0003978549923987404,olive
fill_precip_mean_lpf14_peak,0.03498042637314462,-0.022709934468056303,96,0.0680539698968842,hazelnut
vpd_mean_lpf7_peak_doy,0.03494191756468272,-0.02130350937996804,386,0.00022141683148579867,vine
et0_mean_lpf30_peak_doy,0.034926916646379806,-0.009148559070601869,191,0.009633054472327186,walnut
fruit_fill_vpd_mean_lpf7_peak,0.034885383408315554,1.0165579873204758,143,0.025508712349108356,stone_fruit
maturation_vpd_max_lpf3_peak,0.03451340565083613,-0.15832099412395217,354,0.00044197493534414223,olive
vpd_max_lpf30_peak_doy,0.034438100142100594,-0.0031150676197852474,205,0.007722605204509339,almond
fruit_fill_vpd_mean_lpf14_peak,0.03437235776772332,1.142676948788076,143,0.026634511786826645,stone_fruit
flower_precip_mean_lpf30_peak,0.03386622353009787,0.03432390314195087,205,0.008257326293530006,almond
maturation_vpd_mean_lpf14_peak,0.03383351902171881,-0.07878136634746578,96,0.07281997529965331,hazelnut
fill_vpd_max_lpf30_peak,0.03373651177431598,0.08141952102193191,96,0.0732389185294929,hazelnut
bud_break_et0_mean_lpf14_peak,0.033417125062630455,0.7980969770112794,386,0.0003057970332118166,vine
vpd_max_lpf3_peak_doy,0.03335435898517523,-0.0043945766368290685,191,0.011446718274447484,walnut
fruit_set_et0_mean_lpf3_peak,0.03313511180486464,-0.11490231606480356,354,0.0005783548405997234,olive
bud_break_et0_mean_lpf3_peak,0.032966402781519966,0.6630735561809892,386,0.00033644199642598695,vine
flower_vpd_max_lpf3_peak,0.032895303200477004,-0.11140348705105606,205,0.00925267889250536,almond
kernel_fill_et0_mean_lpf7_peak,0.032867804190558084,-0.04213099655382497,205,0.00928257886946207,almond
flower_precip_mean_lpf14_peak,0.032652775657303186,0.025367133955739578,96,0.07809623850023828,hazelnut
cell_exp_vpd_mean_lpf14_peak,0.032263850747998604,0.9942898463975792,96,0.07992155978649536,pome_fruit
flower_vpd_mean_lpf14_peak,0.032227070687424135,-2.4408115114357205,57,0.1814852214047446,apricot
maturation_vpd_mean_lpf3_peak,0.03221995161255595,-0.039146152195543356,205,0.010016110592171662,almond
vpd_max_lpf3_peak_doy,0.03213614209495039,-0.02056216092760607,52,0.20351239155846437,other
flower_set_vpd_max_lpf30_peak,0.03174137624114879,-0.38352316206154485,118,0.05358268835530295,cherry
season_precip_mean_lpf30_peak,0.031311694246150004,-0.4684387292703083,52,0.20950616656943588,other
cell_exp_et0_mean_lpf7_peak,0.031118268025896394,0.8549810072417067,96,0.08556604239177412,pome_fruit
cell_exp_precip_mean_lpf3_peak,0.031097161363767615,-0.1392459273036413,96,0.08567393145446794,pome_fruit
pre_flower_vpd_max_lpf3_peak,0.030931058464030183,-1.8220647256362903,96,0.08652805683319902,pome_fruit
fill_vpd_max_lpf14_peak,0.030928472964757033,0.06838143617337517,96,0.08654142330448364,hazelnut
bud_break_et0_mean_lpf7_peak,0.03091292826226433,0.708344010980237,386,0.0005200778248358169,vine
pre_flower_et0_mean_lpf7_peak,0.030722029003162576,-1.2144139895234323,96,0.08761582703224156,pome_fruit
fruit_fill_precip_mean_lpf7_peak,0.030718015863657782,-0.3464916743931545,143,0.036285711321813505,stone_fruit
vpd_mean_lpf14_peak_doy,0.030650659526120817,-0.03621742793860249,143,0.03649416226317563,stone_fruit
kernel_fill_vpd_max_lpf14_peak,0.03062375677461997,-0.04534015449318454,205,0.012085325974886499,almond
maturation_tmax_mean_lpf30_peak,0.030436301796994275,-0.04059884925739613,354,0.000980198685638771,olive
precip_mean_lpf7_peak_doy,0.030409223259077436,0.008068500580087184,143,0.037251585536844045,stone_fruit
kernel_fill_vpd_mean_lpf14_peak,0.03027645087289704,-0.049102131835511535,205,0.012590423140711992,almond
et0_mean_lpf30_peak_doy,0.02990559359575784,-0.05984232207144833,96,0.09200630163119887,pome_fruit
cell_exp_vpd_max_lpf14_peak,0.029875672122591592,0.8988374710581145,96,0.0921716068549865,pome_fruit
flower_set_vpd_max_lpf14_peak,0.02985859603792431,-0.31390949198135304,118,0.061321657153692484,cherry
maturation_vpd_max_lpf3_peak,0.029566346014665366,-0.036306131653957435,205,0.013691168638955512,almond
cell_exp_et0_mean_lpf3_peak,0.02937880506698775,0.7598775510574629,96,0.09496357109435904,pome_fruit
fill_vpd_max_lpf3_peak,0.029128117199464475,0.1127853371014234,191,0.018247196245328317,walnut
maturation_tmax_mean_lpf3_peak,0.029006711203347146,-0.013363268138635427,205,0.014627501677572818,almond
cell_div_et0_mean_lpf30_peak,0.028995668170974997,0.9064028360064346,96,0.09717830170940192,pome_fruit
flower_vpd_mean_lpf3_peak,0.028935163846387175,-0.11274984301798713,205,0.014751831669858174,almond
veraison_harvest_et0_mean_lpf14_peak,0.028820129790393202,0.5336052814434619,386,0.0008114054787572957,vine
flower_veraison_tmax_mean_lpf30_peak,0.028476356486867756,0.12718987467814455,386,0.0008729985980084368,vine
fill_vpd_mean_lpf7_peak,0.02843317126735947,0.06546510734140577,96,0.10053085431763516,hazelnut
vpd_mean_lpf14_peak_doy,0.028425557387535896,-0.005116055689509923,354,0.0014537087191867693,olive
cell_exp_vpd_mean_lpf30_peak,0.0281133754493223,0.9962132378182545,96,0.10249215149330843,pome_fruit
flower_vpd_max_lpf7_peak,0.02807483312138362,-0.12273779649151918,205,0.016334202836305593,almond
bud_break_precip_mean_lpf14_peak,0.027760353657807553,-0.19094532900166505,386,0.0010168116461002923,vine
tmax_mean_lpf30_peak_doy,0.02774270832546086,-0.060634697806276144,96,0.10481714604536037,pome_fruit
tmax_mean_lpf3_peak_doy,0.027336239410351095,-0.03051910697281469,143,0.0484510689986721,stone_fruit
veraison_harvest_vpd_max_lpf3_peak,0.027254242227219776,-0.3947623910599481,386,0.0011326423427229207,vine
cell_exp_vpd_max_lpf30_peak,0.027241372064176712,0.9174866076088474,96,0.10805272852279445,pome_fruit
fruit_fill_et0_mean_lpf30_peak,0.02723832990622276,1.2091677126549225,143,0.04886082470515419,stone_fruit
kernel_fill_et0_mean_lpf3_peak,0.027198878532111247,-0.03601372373021206,205,0.01812413298815707,almond
flower_set_tmax_mean_lpf7_peak,0.027027610463601106,-0.04398450403282819,118,0.07524571976191592,cherry
flower_set_vpd_mean_lpf3_peak,0.026971248056676844,-0.24061600227971716,118,0.07555472235602297,cherry
fruit_dev_et0_mean_lpf30_peak,0.026917964781103577,0.16226285624744452,118,0.07584808147062777,cherry
fill_precip_mean_lpf3_peak,0.02671674411619804,-0.006901146564444678,96,0.1115546175619262,hazelnut
pre_flower_tmax_mean_lpf14_peak,0.02666302981487021,0.4071985875349873,143,0.0513427212549451,stone_fruit
et0_mean_lpf7_peak_doy,0.026618883201149454,-0.006013644866709531,191,0.024123946929817702,walnut
vpd_max_lpf7_peak_doy,0.025910935164240412,-0.01839157357636987,386,0.0015087610437379095,vine
pre_flower_et0_mean_lpf3_peak,0.025902013322994348,-1.0068921724061963,96,0.11723927130640083,pome_fruit
precip_mean_lpf3_peak_doy,0.025717367450935804,0.0009565825089079939,191,0.02668318294593254,walnut
vpd_mean_lpf7_peak_doy,0.025330164188911253,-0.004012692906503527,354,0.0026729065792820083,olive
flower_et0_mean_lpf7_peak,0.025297381830570623,-0.09882003062330089,354,0.0026902518307225596,olive
maturation_et0_mean_lpf3_peak,0.02504980556948778,-0.03847885442863301,205,0.02341780786912776,almond
pre_flower_tmax_mean_lpf3_peak,0.02495652146003486,0.3226737471143886,143,0.059511875038929025,stone_fruit
maturation_tmax_mean_lpf14_peak,0.024935992950771934,-0.03624993875063264,354,0.0028891694979117774,olive
fruit_set_precip_mean_lpf14_peak,0.024912789322305406,-0.047405695076193584,354,0.002902437887651875,olive
flower_vpd_mean_lpf7_peak,0.02473293765704889,-0.1229292047892744,205,0.024323190913198692,almond
flower_precip_mean_lpf3_peak,0.024503275764574686,-0.009940853818127966,205,0.025001857283762488,almond
fruit_set_precip_mean_lpf7_peak,0.024459339687874875,-0.03184609949033433,354,0.0031744585962794197,olive
pre_flower_tmax_mean_lpf7_peak,0.02434568136976839,-0.2482471839623015,96,0.12899589408192144,pome_fruit
pre_flower_tmax_mean_lpf30_peak,0.02433633652471588,0.449859121191898,143,0.06280965601011283,stone_fruit
kernel_fill_precip_mean_lpf14_peak,0.024297579339558135,0.015062244579744026,205,0.025626252317394845,almond
pre_flower_et0_mean_lpf14_peak,0.024032954217208347,-1.1669074107057689,96,0.13151066511985932,pome_fruit
flower_vpd_max_lpf30_peak,0.024012986049354406,-0.17862942439072194,205,0.02651673865288078,almond
cell_exp_precip_mean_lpf7_peak,0.023847334184306707,-0.24657420741130137,96,0.13302876585120096,pome_fruit
maturation_et0_mean_lpf7_peak,0.02372195433904651,-0.04041528750978752,205,0.02746040411929948,almond
fruit_set_vpd_max_lpf30_peak,0.023695275202100047,1.7770205180034413,143,0.0664216165840508,stone_fruit
flower_vpd_max_lpf14_peak,0.023580662844685702,-0.13350801487384842,205,0.02793096394322944,almond
pre_flower_et0_mean_lpf7_peak,0.02356798815521005,0.22012488929793045,118,0.0969664295823232,cherry
fruit_set_precip_mean_lpf30_peak,0.023559411652768054,-0.2747060271043576,57,0.2543167963188794,apricot
flower_vpd_max_lpf7_peak,0.023558750562797055,-1.7691394245190357,57,0.2543235403112959,apricot
fruit_set_precip_mean_lpf30_peak,0.023246042732733986,-0.057749038965424354,354,0.004036138026860855,olive
precip_mean_lpf14_peak_doy,0.023135809752840835,0.007548387898459677,143,0.06975323814342659,stone_fruit
flower_et0_mean_lpf14_peak,0.02301138031617793,-0.1014781847353329,354,0.004228366231022103,olive
maturation_et0_mean_lpf7_peak,0.02289355048130146,-0.1221629563345689,354,0.004328359367784204,olive
kernel_fill_precip_mean_lpf30_peak,0.022879873906350382,0.02198914641122162,205,0.030391012199535494,almond
harvest_et0_mean_lpf14_peak,0.022847096785786992,-0.7232426388486496,57,0.26171040482876023,apricot
precip_mean_lpf7_peak_doy,0.022792722958572938,0.0007753605359092823,354,0.004415823890354497,olive
cell_exp_precip_mean_lpf30_peak,0.022736793507755176,-0.573378436513093,96,0.14252498736564953,pome_fruit
vpd_mean_lpf30_peak_doy,0.02247942163795748,-0.002469276581348852,205,0.03189628900756657,almond
vpd_mean_lpf30_peak_doy,0.022368775175912105,-0.04610512411315727,52,0.28993899713725596,other
flower_tmax_mean_lpf14_peak,0.022331373123518048,-0.23366291189858726,57,0.26722665090925285,apricot
fruit_fill_precip_mean_lpf3_peak,0.022303748175367705,-0.1467750254687334,143,0.07503952810223401,stone_fruit
fruit_fill_tmax_mean_lpf7_peak,0.022075920856112163,0.2987980059174028,143,0.07656000060330448,stone_fruit
precip_mean_lpf14_peak_doy,0.02185241743940551,0.0009511063452815193,191,0.04127010934189861,walnut
fruit_set_precip_mean_lpf3_peak,0.021709290158884113,-0.016043227141426055,354,0.005476714194853039,olive
vpd_max_lpf7_peak_doy,0.021670455967689975,-0.0037158700400868024,354,0.0055192109669703155,olive
season_precip_mean_lpf7_peak,0.0216234236825395,-0.1398957649045576,52,0.29821115316810276,other
cell_exp_tmax_mean_lpf3_peak,0.021621074974220545,0.21092923159647814,96,0.15282804426825938,pome_fruit
fruit_fill_tmax_mean_lpf30_peak,0.021576675207549103,0.3232271835726927,143,0.08000769587538771,stone_fruit
veraison_harvest_vpd_max_lpf7_peak,0.021202445084130946,-0.38840241546146614,386,0.004146313142602353,vine
et0_mean_lpf14_peak_doy,0.021136709678403524,-0.005646138360974779,354,0.006138386426623061,olive
kernel_fill_vpd_mean_lpf7_peak,0.02105145792005392,-0.033957838988851366,205,0.0379232238155836,almond
bud_break_precip_mean_lpf7_peak,0.02078897984880059,-0.1034937904024381,386,0.004533727017362971,vine
fill_vpd_mean_lpf30_peak,0.020769313612419914,0.0736151970087329,96,0.16125397500033845,hazelnut
kernel_fill_vpd_max_lpf7_peak,0.020583119116069488,-0.030824866475177407,205,0.04014829904417862,almond
tmax_mean_lpf14_peak_doy,0.020569427114526053,-0.00263001475497389,205,0.04021535761083169,almond
flower_et0_mean_lpf3_peak,0.02045071972824724,-0.08399384696205062,354,0.007039058463783015,olive
flower_vpd_mean_lpf14_peak,0.0203268530118627,-0.13167690740573612,205,0.041422938394397514,almond
pre_flower_et0_mean_lpf30_peak,0.020170008786599105,-1.1925438167308209,96,0.1674952743959324,pome_fruit
flower_set_vpd_mean_lpf7_peak,0.020114324716852042,-0.2475262776590571,118,0.12553027478717785,cherry
maturation_et0_mean_lpf7_peak,0.02000651588304123,-0.12645830180480666,191,0.05096284208101207,walnut
fruit_fill_tmax_mean_lpf14_peak,0.019847191985662423,0.29495252063122346,143,0.09329330935371691,stone_fruit
flower_vpd_mean_lpf30_peak,0.01983358712815073,-0.17251803340708338,205,0.043996557579903145,almond
et0_mean_lpf7_peak_doy,0.019661536840717204,-0.0046254558642783725,118,0.12991104338190346,cherry
precip_mean_lpf7_peak_doy,0.019597719220340856,0.0008621430550591534,191,0.053415303365714914,walnut
flower_et0_mean_lpf30_peak,0.019291370094469053,-0.0910244874954075,96,0.1771454918687191,hazelnut
kernel_fill_tmax_mean_lpf14_peak,0.019180707593884214,-0.010289391014786752,205,0.04766229042532164,almond
flower_et0_mean_lpf30_peak,0.01917662192265937,-0.10754930546252192,354,0.009084827970476642,olive
precip_mean_lpf3_peak_doy,0.01910821849399037,0.003619099958520752,52,0.32843094538739326,other
flower_precip_mean_lpf3_peak,0.01908946114878423,0.009531537337275547,96,0.17945135480643032,hazelnut
flower_tmax_mean_lpf7_peak,0.018856985136388237,-0.19021253711559527,57,0.3083855001587169,apricot
pre_flower_vpd_mean_lpf3_peak,0.01876086459795692,-1.5779905635687557,96,0.18327760705517582,pome_fruit
fill_vpd_max_lpf7_peak,0.018699104795695833,0.10432391720194713,191,0.059252657099517825,walnut
fill_vpd_mean_lpf3_peak,0.018664671790685428,0.09308181788813384,191,0.059489275791501144,walnut
cell_exp_et0_mean_lpf14_peak,0.01860604683824822,0.719950335805589,96,0.18511259687853995,pome_fruit
flower_set_et0_mean_lpf3_peak,0.018499077450060325,-0.12668904947065124,118,0.14195033800179238,cherry
season_precip_mean_lpf3_peak,0.018313825803857316,-0.06547779948229036,52,0.33879148229785444,other
kernel_fill_tmax_mean_lpf30_peak,0.01828363236017359,-0.011537957272071507,205,0.05322863300362348,almond
pre_flower_et0_mean_lpf14_peak,0.018042901899232848,1.3303404898203595,143,0.10972301550125993,stone_fruit
et0_mean_lpf3_peak_doy,0.017753615382215374,-0.02784138957080381,96,0.1956018643163248,pome_fruit
cell_exp_precip_mean_lpf14_peak,0.01764136954948957,-0.342337238439129,96,0.19703344752389343,pome_fruit
flower_precip_mean_lpf30_peak,0.01749011473387215,0.025968010579403802,96,0.19898176104272386,hazelnut
precip_mean_lpf3_peak_doy,0.017426327714501928,0.006420060338879471,143,0.11603703950577549,stone_fruit
flower_set_et0_mean_lpf7_peak,0.017368568750430774,-0.13263316211328505,118,0.15485863305924488,cherry
harvest_vpd_max_lpf30_peak,0.01727266373533446,-0.7030498890205292,57,0.32981158045147185,apricot
flower_tmax_mean_lpf7_peak,0.01721516376542442,-0.02288341635640971,354,0.013488845947773881,olive
flower_tmax_mean_lpf3_peak,0.017203799834079977,-0.020906344250528567,354,0.013519904798275013,olive
harvest_vpd_mean_lpf30_peak,0.017162963653191032,-0.7104820926602653,57,0.33136559206903377,apricot
pre_flower_vpd_max_lpf7_peak,0.01707381511171929,-1.548303198300662,96,0.20446051931527917,pome_fruit
et0_mean_lpf30_peak_doy,0.017027390780009064,-0.031004914493494694,52,0.35650430126703736,other
fill_vpd_mean_lpf14_peak,0.017021333289097676,0.058602413128203155,96,0.2051635785338208,hazelnut
flower_vpd_mean_lpf7_peak,0.01695631358449352,-1.511020358486124,57,0.3343191249438544,apricot
bud_break_precip_mean_lpf3_peak,0.01680731890185034,-0.05188901906689174,386,0.010784988244234078,vine
maturation_precip_mean_lpf3_peak,0.01664218515286383,0.008754768141464586,354,0.015149752069253512,olive
vpd_mean_lpf3_peak_doy,0.016485994430173543,-0.02196357100784444,143,0.12644511648177234,stone_fruit
bud_break_tmax_mean_lpf30_peak,0.01625958915231235,0.09670120672765681,386,0.012163916748320581,vine
tmax_mean_lpf30_peak_doy,0.01606169987464314,0.005262209846024631,354,0.017046934372853255,olive
pre_flower_tmax_mean_lpf7_peak,0.01585283630886143,0.28186161031562856,143,0.1340302812238305,stone_fruit
flower_set_tmax_mean_lpf14_peak,0.01582030540418853,-0.03656760966234486,118,0.1747306201809927,cherry
maturation_vpd_max_lpf14_peak,0.01579410931349886,-0.04743050676730697,96,0.22243888459361696,hazelnut
et0_mean_lpf3_peak_doy,0.015693477548068137,-0.0037468139218036307,118,0.17648256809326748,cherry
flower_set_tmax_mean_lpf30_peak,0.015519919176476773,-0.04154878043792936,118,0.1789125983393371,cherry
harvest_vpd_mean_lpf14_peak,0.015496553677387568,-0.6010299841223152,57,0.35620730656021127,apricot
et0_mean_lpf7_peak_doy,0.015260972644077943,-0.030991842861763725,143,0.1415783726181467,stone_fruit
et0_mean_lpf14_peak_doy,0.015228155882165827,-0.0018082865457189133,205,0.0779352957250457,almond
harvest_tmax_mean_lpf7_peak,0.015058486713612913,-0.19349441321465569,57,0.3631490459788815,apricot
flower_vpd_max_lpf3_peak,0.015031448123291831,0.1036247577021381,96,0.23403975932673937,hazelnut
fill_et0_mean_lpf3_peak,0.014538531317745856,0.03842406922849037,96,0.24192195754563892,hazelnut
flower_veraison_tmax_mean_lpf14_peak,0.014537104713024177,0.09061559287236763,386,0.017798111896178432,vine
precip_mean_lpf30_peak_doy,0.014393915240585415,0.0007699298777768275,191,0.09829522766366147,walnut
maturation_tmax_mean_lpf14_peak,0.01427380253287001,-0.016825949525651352,96,0.24628675681678497,hazelnut
harvest_vpd_max_lpf14_peak,0.014043020545693842,-0.5683563049858592,57,0.3799665566650464,apricot
fill_precip_mean_lpf30_peak,0.013956844656859214,-0.021682315173800135,96,0.2516384743708756,hazelnut
fruit_set_vpd_mean_lpf30_peak,0.013896529211625633,1.4759407218676397,143,0.16085432285668744,stone_fruit
flower_tmax_mean_lpf14_peak,0.013824625428723087,-0.022246565674659838,354,0.026961557134079817,olive
precip_mean_lpf30_peak_doy,0.01343336466757658,0.003301753180818603,52,0.4132259878623781,other
maturation_et0_mean_lpf14_peak,0.01327455805925053,-0.10504267359958444,191,0.11247996063025809,walnut
kernel_fill_tmax_mean_lpf7_peak,0.013168581892100451,-0.007643526003562397,205,0.10133749172781316,almond
flower_precip_mean_lpf14_peak,0.013115653285432108,-0.029261430722079165,354,0.031222926195082927,olive
pre_flower_tmax_mean_lpf14_peak,0.013089608562123201,-0.18504761119509588,96,0.26702156641115554,pome_fruit
flower_precip_mean_lpf30_peak,0.01289620758133088,-0.03716127063709528,354,0.032679113898419786,olive
precip_mean_lpf30_peak_doy,0.012767895541065695,0.00025161579744901905,205,0.10671809823197548,almond
maturation_precip_mean_lpf7_peak,0.01275729486804706,0.013741933163676954,354,0.03363722326102404,olive
pre_flower_vpd_max_lpf14_peak,0.012488927630444775,-1.5036413381011455,96,0.2783576098984783,pome_fruit
pre_flower_et0_mean_lpf7_peak,0.012451520909240643,0.9902150597586461,143,0.18456973990189973,stone_fruit
pre_flower_et0_mean_lpf30_peak,0.012393722557626236,1.4029831754326372,143,0.18559835553513773,stone_fruit
maturation_precip_mean_lpf3_peak,0.012377604737730679,0.007327782480158862,191,0.12546373249925508,walnut
veraison_harvest_precip_mean_lpf30_peak,0.012348362172967448,-0.22382666795399117,386,0.02904256180135857,vine
flower_set_vpd_mean_lpf30_peak,0.012263427181712966,-0.27154107183328063,118,0.23254902100567068,cherry
fruit_dev_et0_mean_lpf14_peak,0.012124513169041753,0.09187951190485079,118,0.2352292166377094,cherry
fill_vpd_max_lpf30_peak,0.012113845604681314,0.1030354843727075,191,0.12958929120299514,walnut
vpd_max_lpf3_peak_doy,0.012110588777529954,-0.018217142896298943,143,0.19073359839627926,stone_fruit
fill_vpd_max_lpf14_peak,0.012103977954071603,0.09303692715307918,191,0.1297465176422512,walnut
vpd_max_lpf3_peak_doy,0.01187298530928589,-0.002306075714215038,354,0.04046363060910162,olive
et0_mean_lpf3_peak_doy,0.011819952126926062,-0.003745100180055478,191,0.1343638668867132,walnut
fruit_dev_et0_mean_lpf3_peak,0.011653610639414627,0.0762341004975068,118,0.24459490052830204,cherry
fruit_dev_vpd_mean_lpf30_peak,0.011553371019874258,0.1315158531344265,118,0.24664620083811628,cherry
kernel_fill_vpd_mean_lpf3_peak,0.011548544026179944,-0.02091931389230892,205,0.1251062229220673,almond
veraison_harvest_et0_mean_lpf7_peak,0.01138624841415638,0.31134515998538437,386,0.0361145927780227,vine
maturation_precip_mean_lpf7_peak,0.011346529635289298,0.013390878525902405,191,0.14247145070312517,walnut
bud_break_tmax_mean_lpf14_peak,0.011230761434314724,0.07815691352729556,386,0.03741602968800353,vine
harvest_tmax_mean_lpf14_peak,0.011184420907690628,-0.16864305792477183,57,0.43365434859365914,apricot
tmax_mean_lpf7_peak_doy,0.011103006489067393,-0.015966787311160125,386,0.03852192999965417,vine
flower_set_vpd_mean_lpf14_peak,0.011060030632091471,-0.21367739364291316,118,0.2570515143216975,cherry
flower_set_et0_mean_lpf14_peak,0.011024793429800629,-0.11324738044851393,118,0.25781499822844867,cherry
kernel_fill_vpd_max_lpf3_peak,0.010918906310105102,-0.018750073165677044,205,0.13594659863816563,almond
veraison_harvest_vpd_max_lpf14_peak,0.010896745427818927,-0.30617209092683045,386,0.04038001354835185,vine
flower_precip_mean_lpf7_peak,0.010751276328858996,-0.02014294789514853,354,0.05126654084422697,olive
maturation_tmax_mean_lpf14_peak,0.010427645126135738,-0.023961163325847808,191,0.15981847877090202,walnut
precip_mean_lpf14_peak_doy,0.010397180601336507,0.002941711731048094,52,0.471959056072652,other
flower_precip_mean_lpf3_peak,0.010328194216627597,0.09937585252735952,57,0.4519160001206948,apricot
vpd_mean_lpf3_peak_doy,0.010284837421360027,-0.00226167647565231,354,0.05661579353983216,olive
vpd_max_lpf30_peak_doy,0.01024701865581983,-0.030577098553236422,52,0.47519317960819146,other
tmax_mean_lpf7_peak_doy,0.01024313223486113,-0.003430268359937655,354,0.05712196447367392,olive
flower_et0_mean_lpf30_peak,0.010186833079775828,-0.8261624158338106,57,0.4550440153521214,apricot
vpd_max_lpf7_peak_doy,0.010164406543857805,-0.0008999048822693191,205,0.15033631488931834,almond
tmax_mean_lpf14_peak_doy,0.010093832914830929,-0.005019129548732048,354,0.058973571657837565,olive
tmax_mean_lpf3_peak_doy,0.010020171636699523,-0.011247793884663898,386,0.04938772927071119,vine
cell_exp_et0_mean_lpf30_peak,0.010001577355233595,0.5604429149165688,96,0.3323104992315396,pome_fruit
fill_vpd_mean_lpf7_peak,0.009988407630214326,0.07870163095442116,191,0.1689436395785243,walnut
fruit_set_vpd_max_lpf14_peak,0.009982153664475465,0.8958149467634732,143,0.2351306797789903,stone_fruit
vpd_mean_lpf7_peak_doy,0.00996118853357554,-0.0008898631277285082,205,0.15449844022263876,almond
precip_mean_lpf14_peak_doy,0.009898134239866425,0.000585946836405081,118,0.28377011708440025,cherry
veraison_harvest_tmax_mean_lpf30_peak,0.009878652772153064,0.07677131759271137,386,0.051029424230766174,vine
maturation_precip_mean_lpf14_peak,0.00979719380297284,0.019855451179224663,354,0.06284364713710887,olive
