comarca,year,crop_catalan,crop_group,pheno_key,seca_ha,yield_tha,climate_method,flower_mean_vpd,flower_max_vpd,flower_n_days_vpd_gt2,flower_cum_et0,flower_mean_tmax,flower_mean_tmin,flower_cum_precip,fruit_set_mean_vpd,fruit_set_max_vpd,fruit_set_n_days_vpd_gt2,fruit_set_cum_et0,fruit_set_mean_tmax,fruit_set_mean_tmin,fruit_set_cum_precip,maturation_mean_vpd,maturation_max_vpd,maturation_n_days_vpd_gt2,maturation_cum_et0,maturation_mean_tmax,maturation_mean_tmin,maturation_cum_precip
Alt Penedès,2018,Olivera per a oliva d'oli,olive,olive,799.0,0.8,area_weighted,1.5496641708940029,2.467468222207701,11.0,279.4657440942811,23.46989156781701,14.058431510914,142.868963421988,2.194348981079782,3.3947901295811813,38.0,311.335115857882,29.37809713763493,19.107809028413406,171.48245749067,1.018823218588243,1.8719805255419737,2.0,197.2948218906752,20.139944115644063,12.142988701342317,384.78725199977424
Alt Penedès,2019,Olivera per a oliva d'oli,olive,olive,671.0,0.91,area_weighted,1.7740574421190345,3.3616007471065488,16.0,305.7350453725466,23.34353524783758,12.879595015945153,82.81337051832442,2.1872032369077177,2.9339283196229755,42.0,319.4312888716012,29.26569938539828,18.91125694786281,91.94451507077996,1.16492063847593,2.0481012666977043,5.0,228.24614612769105,20.312174741710752,11.897930532000538,269.070294864466
Alt Penedès,2020,Olivera per a oliva d'oli,olive,olive,654.0,0.75,area_weighted,1.4597950342509365,2.087615238207325,4.0,275.23662770779686,23.363690444756514,13.935588268513907,133.96568882254175,2.039137434008845,2.86478537795265,27.0,313.6575793416169,28.4956789204608,18.619920388183672,84.9731998914078,1.1582721286050226,1.96420374939384,3.0,219.44656512305508,19.938091448106466,11.138006468964608,212.67383593677243
Alt Penedès,2021,Olivera per a oliva d'oli,olive,olive,648.0,1.0,area_weighted,1.670429799372187,2.9489634235634985,11.0,295.0631975101286,23.526337618621245,13.862079573184712,89.89847701821273,2.1380389455653166,3.145359516662139,35.0,315.72704255979073,28.38045130851105,18.36129480243808,81.37470659824706,1.0527737254547465,1.7923096161513308,0.0,204.0517998178922,19.689905462552566,11.833398206088985,306.40084939203683
Alt Penedès,2022,Olivera per a oliva d'oli,olive,olive,624.0,0.4,area_weighted,2.1303683242989147,3.495377620375135,32.0,334.308304686993,26.23829303921592,15.06825458205536,81.63236525509302,2.6538522900197985,3.7527676678132975,46.0,352.8534125421932,30.69414071585386,19.50012061011656,175.10638623726126,1.1602223620452454,1.820731366085721,0.0,215.9658007542948,21.362154564652503,13.066766020818829,201.14971037938372
Alt Penedès,2023,Olivera per a oliva d'oli,olive,olive,490.0,0.25,area_weighted,1.5774623418602065,2.331274198364267,10.0,279.82519965250333,23.7125462552582,14.144151032874149,151.7074898790055,2.283497596300154,3.573281550215904,39.0,331.21349436415505,29.618306402970475,19.625717036513723,102.73401704714875,1.4278522855665134,2.2626057395941284,13.0,263.907950864518,22.222879684668897,13.253183814433632,113.071128789896
Alt Penedès,2024,Olivera per a oliva d'oli,olive,olive,494.0,0.478,area_weighted,1.4271115365774472,2.214892459826354,5.0,280.0135363136362,22.49072468041937,13.83961901388099,145.7708038453129,2.139214755752288,3.40314558946359,30.0,319.92545737712146,29.020083099616222,19.203495289328902,91.13122101833056,1.041932775178739,1.9886625869120784,3.0,206.670546093043,20.05760481484703,12.597033755172967,331.7896653925917
Alt Urgell,2016,Olivera per a oliva d'oli,olive,olive,126.0,0.76,area_weighted,1.4027953926571677,2.4076367170687334,8.0,242.71942114830017,20.018647705409144,9.34673868581386,155.86000260524452,1.9971823399498896,2.7603426208943147,33.0,273.5091972351074,26.01682676945326,14.322115761073729,120.2699995879084,1.1172527603400102,2.266710585539572,5.0,162.11048969626427,17.330798168911294,7.406453592589177,271.5699998382479
Alt Urgell,2017,Olivera per a oliva d'oli,olive,olive,127.0,0.89,area_weighted,1.6150678069836133,2.8530100645866576,16.0,254.63119792938232,22.059845935589728,10.861294570003157,119.8400017824024,2.2837460977117323,3.203274197431724,44.0,290.9787058830261,27.04966122242076,15.22126894750266,90.81000058725476,1.2360092307478836,1.90018004882393,1.0,176.89531874656677,17.58122742715305,6.43190357595542,115.29999895393848
Alt Urgell,2018,Olivera per a oliva d'oli,olive,olive,129.0,0.8,area_weighted,1.1806610505730195,1.8697337428416831,1.0,217.9390308856964,19.429367279884044,9.862873479455,296.46999929100275,1.8442340474563343,2.6185221057028136,20.0,258.54522013664246,25.579254905478965,14.44163539470528,164.76000102236867,1.0460647968324577,1.9549517058439616,4.0,162.999368339777,17.00857077472345,7.508389010686704,365.310001546517
Alt Urgell,2019,Olivera per a oliva d'oli,olive,olive,47.0,0.84,area_weighted,1.575170430927018,3.31081087187368,13.0,254.70461285114288,20.291590420412987,9.094296278987528,130.04000044241548,2.0824150267642647,3.067811187147405,33.0,278.82237815856934,26.381219942178824,14.862807998189403,151.6799996085465,1.1521008837444984,2.1211520580125205,8.0,174.8240007162094,16.97532740676328,6.708002477054321,227.45000039227307
Alt Urgell,2020,Olivera per a oliva d'oli,olive,olive,46.0,0.91,area_weighted,1.2149687161454366,1.9462017727167864,3.0,222.51490938663483,19.829378186166064,10.130622703007766,335.6600037608296,1.878973291973102,2.6853403546752213,24.0,270.2464864253998,25.40791199422015,14.319154079338595,183.8200023304671,0.9837675862054808,1.6288199780001391,0.0,157.18900734186172,15.962097533609096,6.1825400854420245,207.7999977618456
Alt Urgell,2021,Olivera per a oliva d'oli,olive,olive,47.0,0.91,area_weighted,1.2390138642895858,1.9724598656729544,4.0,229.48886394500727,19.26505463580105,9.272703541570776,164.5999993532896,1.992302016985632,3.107452363512059,25.0,276.861204624176,25.471427442021305,14.428675760601198,121.659998530522,1.0164708488517842,1.667021260350705,0.0,160.54427194595337,16.344720220980314,6.955426592245769,244.50000035204
Alt Urgell,2022,Olivera per a oliva d'oli,olive,olive,47.0,0.9,area_weighted,1.926119961236458,3.350775992504637,23.0,278.65172934532166,23.39913686716632,11.349465256318473,122.59999933093786,2.434597152391947,3.566097491155964,48.0,295.48139572143555,27.932457479193683,15.46987252219394,155.58000007271767,1.155592050781823,1.81731293372847,1.0,172.75126945972443,18.06756192395508,8.400778329131931,199.48000191152096
Alt Urgell,2023,Olivera per a oliva d'oli,olive,olive,47.0,0.54,area_weighted,1.4037260396812952,2.2238009318163985,8.0,229.7154560089112,20.270101542819493,10.08870355758,236.32999893464148,2.22079812416439,3.4687448235503666,36.0,290.1098518371582,27.02266301016017,15.666754216372366,156.43999957479537,1.2489625542327818,2.222998488932036,13.0,182.6653509736061,18.537608753346387,8.58882731018018,153.93999911099672
Alt Urgell,2024,Olivera per a oliva d'oli,olive,olive,41.0,0.62,area_weighted,1.2173388235711793,1.9568229721357444,3.0,229.23773050308228,19.000379683028253,9.612719890988044,251.0000002253801,2.1955637237550016,3.343200702170284,38.0,286.64058470726013,26.98273322027861,15.444903728878668,120.7999980635941,0.955266648523924,1.785726577194151,2.0,155.20179951190948,16.435472455806035,7.722421529681382,351.1200004089624
Anoia,2016,Olivera per a oliva d'oli,olive,olive,576.0,0.45,area_weighted,1.8254068905707064,2.690098340129849,22.0,293.9761861446464,24.34340585589687,13.289481556338265,83.12999896332622,2.4368381412923985,3.2370307467227346,48.0,324.2758095368896,29.91085750368392,18.43229374305822,78.33000102825463,1.249153252702207,2.625051259306061,10.0,194.69017908002863,21.03431095835796,11.380471266013153,265.6499967034906
Anoia,2017,Olivera per a oliva d'oli,olive,olive,587.0,1.08,area_weighted,2.292405509511584,3.8256357106017407,37.0,323.932483883768,26.980149561467204,14.96222360429156,65.55999877862632,2.581964014192606,3.621466640480977,54.0,335.81645418314946,30.64093411162625,19.44885468990022,104.99999973364174,1.2389961360776631,1.9620413451366268,4.0,197.32652912500487,20.683003799983187,10.345667761764275,158.70999991707504
Anoia,2018,Olivera per a oliva d'oli,olive,olive,594.0,0.8,area_weighted,1.5875422649454802,2.627594961409004,12.0,266.10170737923454,23.92337761976129,13.967662833362224,219.3800003863871,2.4435376986004287,3.718238687967088,41.0,308.4792644852701,30.30739706469373,19.276652375559472,201.9299983344972,1.1253158711773923,2.0736512075494704,7.0,188.93292257467905,20.5473645410486,11.4831943823575,402.1699977386743
Anoia,2019,Olivera per a oliva d'oli,olive,olive,533.0,0.8,area_weighted,2.03930852632353,4.092950927882629,24.0,305.44919201511175,24.60027106533919,12.913186886082952,93.43000051006676,2.477172001972314,3.5333740088877748,49.0,318.35694155994867,30.393995027289343,19.112260026355887,141.09000052325428,1.2847444624224584,2.314186563165622,12.0,214.6353152629061,20.7556885180305,11.042950253624346,271.3600043915212
Anoia,2020,Olivera per a oliva d'oli,olive,olive,530.0,1.02,area_weighted,1.5697405213333149,2.236979342826957,8.0,269.0353240441646,24.080146090185107,14.001709973817787,167.21000059135258,2.320198848144937,3.430414344730601,40.0,311.90676557072163,29.64054833025536,18.787432036992264,114.46999922581016,1.188073120023526,2.008179387133639,5.0,201.7603323929308,19.991725395475832,10.187713102547876,231.75999710708857
Anoia,2021,Olivera per a oliva d'oli,olive,olive,530.0,1.0,area_weighted,1.8584416590084043,3.283106157899573,20.0,292.1433698495477,24.5431817051488,13.910711647531246,98.78000042028724,2.5146028419882205,3.862607174272552,48.0,319.6542401503328,29.78528839497977,18.761627174259555,90.27999980933964,1.1592168187934646,1.9387757759358248,2.0,193.3276144017648,20.11489648334272,11.080763699650891,289.85000120289624
Anoia,2022,Olivera per a oliva d'oli,olive,olive,523.0,0.45,area_weighted,2.48462594907448,4.233239527514841,45.0,335.62337908616985,27.74808862665596,15.429146075843164,89.26999759115279,2.983543482222226,4.244063563140578,54.0,346.40817813505066,31.889727308172503,19.771409063406463,197.3299974352121,1.2656240428423575,1.970769888306807,4.0,204.7209677541956,21.76097316938724,12.412508042126362,221.24999910779297
Anoia,2023,Olivera per a oliva d'oli,olive,olive,478.0,0.25,area_weighted,1.7171581322150338,2.457045902926159,18.0,274.2346952260706,24.495029732391504,14.11939768037608,194.3800005801022,2.6672212850191763,4.343267627924999,51.0,333.3336753638254,30.977290893335567,19.94189172928857,119.98999932035804,1.5767561447786889,2.692546723516353,26.0,247.7885278356088,22.79019555990322,12.740931781986296,112.15999999456108
Anoia,2024,Olivera per a oliva d'oli,olive,olive,457.0,0.478,area_weighted,1.6214601048330235,2.5802048115123704,11.0,278.609278442752,23.568133137630834,13.866400602427197,169.27000003308058,2.5479186266996483,4.193684806448387,43.0,323.13011681129706,30.582165359978497,19.53360687851377,113.0300007853657,1.1619085767306596,2.145436829657254,6.0,198.40748228276271,20.571593846547987,11.90537382228534,311.41999822855
Bages,2016,Olivera per a oliva d'oli,olive,olive,190.0,0.43,centroid,1.8297913239878152,2.758415900466041,21.0,290.051936173439,23.96786962623808,12.418605583482774,104.44999973302086,2.525166032860628,3.2979022286967177,54.0,323.33755133946744,29.84052576864921,17.632217899445582,90.03800040048857,1.2215536061973242,2.729774356507048,10.0,190.294100155433,20.180142714951085,10.634350541223125,271.1033325454841
Bages,2017,Olivera per a oliva d'oli,olive,olive,186.0,1.13,centroid,2.2795241559777724,3.767864674679792,36.0,317.70821029345194,26.57660782610786,14.131003991632538,69.65599922599894,2.7578510925032385,3.8676123814556056,58.0,340.74919040203093,30.72642914146507,18.67116026519449,94.4519997108728,1.1917681422129902,1.9034147012620468,4.0,191.66456694205604,19.806903769245103,9.623979125529443,155.1393335408221
Bages,2018,Olivera per a oliva d'oli,olive,olive,191.0,0.8,centroid,1.5904609481277134,2.540509383519346,11.0,262.3253800868988,23.503282257246862,13.123384536159517,300.59866795043155,2.383555227005525,3.547196769975735,42.0,301.5600633621216,29.6350026120422,18.1633004465411,203.53800111388168,1.068443281912291,1.9484264708311017,5.0,183.28086876869205,19.599288437392712,10.704883885645629,400.33533229467776
Bages,2019,Olivera per a oliva d'oli,olive,olive,179.0,0.91,centroid,2.031365619638956,4.174515044119288,25.0,302.2454750776291,24.200346966519408,11.991663298059706,116.46733284567794,2.5778276008557217,3.791067003738133,51.0,320.6683490435283,30.22292808614753,18.28742413264451,139.42999966753027,1.2149016516047126,2.2653225421161727,10.0,205.6645142793656,19.756094550387783,10.08001655327097,293.5133353973428
Bages,2020,Olivera per a oliva d'oli,olive,olive,183.0,1.02,centroid,1.614812275206854,2.313739790297458,11.0,267.6069564978282,23.76620933657789,13.212686407370668,236.3539999073992,2.3431044690234275,3.3692741960001347,45.0,310.3486423015595,29.305086886498263,17.983680314915173,159.10466649817923,1.111795751610506,2.007264057231644,4.0,191.8724926710129,18.94103380140369,9.42012112236724,234.4973323906461
Bages,2021,Olivera per a oliva d'oli,olive,olive,189.0,0.9,centroid,1.8191597593750224,3.026032917107785,19.0,288.0975499629974,23.98357457228699,12.885499347624252,120.79333299584688,2.6218235118921966,4.120436033555243,50.0,325.7807188987731,29.73389423329345,18.001032577022453,91.04399959060054,1.100463581258834,1.894707126790692,2.0,187.52314962148665,19.1861030997811,10.353565749842629,279.9273338182519
Bages,2022,Olivera per a oliva d'oli,olive,olive,193.0,0.72,centroid,2.467882488413616,4.145174506034875,46.0,331.7112628300985,27.36562479988476,14.585707767674204,102.92466623671352,3.0091729637488043,4.26576488099782,56.0,345.8011227607726,31.59667860461822,18.80202827043433,168.57933244630695,1.2363136074143255,2.0275704483332206,4.0,200.24778255224223,20.869658462468543,11.618240255837936,221.78599932678043
Bages,2023,Olivera per a oliva d'oli,olive,olive,162.0,0.3,centroid,1.7439596377824849,2.4999981404323384,17.0,270.6923081398011,24.08735098083166,13.13113056453853,234.48000044499832,2.690423271643054,4.289355656976368,49.0,331.53632059097293,30.64538452804732,19.062780072612167,146.37266616448758,1.4662245889201555,2.624329753725364,20.0,233.5341464201609,21.69856316982173,11.886702362172356,112.59333314262332
Bages,2024,Olivera per a oliva d'oli,olive,olive,186.0,0.578,centroid,1.6108490546285763,2.539781373456664,10.0,274.52961274782814,23.00759584187161,12.874381843942134,257.8206665712098,2.5668497534319776,4.080792106823839,46.0,321.36018568674723,30.24015962334091,18.70219030892979,124.25533336835602,1.085721408594376,2.0394684283764333,5.0,189.5192797025045,19.57919669238641,11.137886779561608,307.80666639084615
Baix Camp,2016,Olivera per a oliva d'oli,olive,olive,2337.0,1.6,area_weighted,1.5784494729015843,2.448831399277362,13.0,309.71002546087334,23.49177411043822,14.87470226153742,29.566337594833776,1.998248605049089,2.7543870885611064,28.0,331.4346035336175,28.63129549063608,20.161896906091865,23.879747955516848,1.1407074163093331,2.201942688302059,7.0,224.23725629412755,21.352711918711687,14.315143522855246,227.34141939713143
Baix Camp,2017,Olivera per a oliva d'oli,olive,olive,2074.0,1.642,area_weighted,1.7210402916329324,2.5980924449777123,17.0,318.615960232972,25.112767028099487,16.481372684442395,33.348612916381654,1.9691625350381587,2.903668111230618,22.0,332.6706320611508,28.86071968984788,20.68705652226912,39.21106324736562,1.333258399861898,2.337524849721007,10.0,257.8742831589835,21.555887381905293,13.043409927812675,92.71989697202326
Baix Camp,2018,Olivera per a oliva d'oli,olive,olive,2249.0,0.452,area_weighted,1.487597776242846,2.426841570976852,11.0,291.4362180082493,23.65449602346693,15.504751007160486,86.21722072683914,2.016743592824118,3.0961274978850364,30.0,321.8768932051524,29.321252126584664,21.01235786378819,109.14683873740174,1.0985956125262049,2.088065590463885,5.0,226.29457228614905,21.073674404181688,14.11307466026194,307.0583216748208
Baix Camp,2019,Olivera per a oliva d'oli,olive,olive,2395.0,2.15,area_weighted,1.5943369948753423,2.7345250088789785,10.0,305.5869453809838,23.10112162651165,14.27318491316631,64.63229370314258,2.0729813323472794,2.780348057671805,32.0,329.70367168091195,29.374743946179407,20.87425951278351,51.37264245230072,1.275177731925299,2.2672046208005687,12.0,264.398300321702,21.437920181696207,14.073693162852129,225.1984801607749
Baix Camp,2020,Olivera per a oliva d'oli,olive,olive,2438.0,1.657,area_weighted,1.3515997276186678,1.944958524099408,2.0,279.48741476667976,23.508683577043268,15.78240225802453,120.30274297033212,2.121810654926611,2.878794741680593,37.0,338.64156435136164,29.18564854367909,20.70162460121705,56.41186466555445,1.283826596575789,2.089954333501068,6.0,256.57183920608287,21.294933975975272,13.557151590467848,107.8480079778665
Baix Camp,2021,Olivera per a oliva d'oli,olive,olive,2504.0,1.72,area_weighted,1.4989003705030233,2.447117383401834,12.0,290.44835538468965,23.355424346012416,15.534788386894256,57.35385157511118,1.8894251745480728,2.8410422751279705,24.0,316.2180166989831,28.00315224556144,20.07871068792706,67.33235017843859,1.1064962732101082,1.850158544724952,2.0,231.51924519737008,20.54588556970468,13.66246890669378,266.6735489761831
Baix Camp,2022,Olivera per a oliva d'oli,olive,olive,2553.0,0.533,area_weighted,1.7643938948846911,2.6245539459309666,19.0,318.7721419145683,25.52535907659108,16.821143860416964,68.67241815079049,2.256876176297674,3.0399780683872004,46.0,347.4771824138556,30.17795167376081,21.571645550821355,98.1792578478697,1.2322651612228284,1.9904076450884904,4.0,246.7975960749752,22.51517672039328,15.651618730748028,133.04684618542032
Baix Camp,2023,Olivera per a oliva d'oli,olive,olive,965.0,1.665,area_weighted,1.457511861216208,2.309036788366393,7.0,286.6615374659985,23.84717623737045,15.943090372016975,101.67306177768133,2.055654899410621,3.2224158987007407,27.0,337.58395872276844,29.43538857908775,21.53685521867756,50.8223588920602,1.3554433641403087,2.0545496129630973,5.0,273.20467864951684,22.7356089058526,15.517888734293606,90.2666214113092
Baix Camp,2024,Olivera per a oliva d'oli,olive,olive,1084.0,0.788,area_weighted,1.4341012484800846,2.248118827280158,6.0,294.5794430166269,23.11127988641441,15.516355982528422,57.88695295101018,1.998404563783016,2.9165788171194413,28.0,328.68755154882336,29.04894920733638,21.14289401951332,78.54247443132893,1.0892223116466628,2.1833178443465986,9.0,235.9543553502932,20.98793412731056,14.59328563652205,427.8716093422461
Baix Ebre,2016,Olivera per a oliva d'oli,olive,olive,19130.0,1.3,area_weighted,1.836949508690252,2.807847079550965,27.0,324.96070059642994,24.84294422671145,15.134406897104022,41.21057400497343,2.423901818503121,3.202077927273161,47.0,353.4598889616201,30.289402537376727,20.458390273562507,19.40911498616344,1.3407409880159844,2.6372115530388056,12.0,243.3810875795559,22.316453845169384,14.441740925973884,241.1286772867488
Baix Ebre,2017,Olivera per a oliva d'oli,olive,olive,19304.0,1.275,area_weighted,1.891517418393115,2.8223662122606723,23.0,326.22976758204067,26.34222800381523,16.485942592666483,57.37500135190631,2.256108321230543,3.240565445528766,35.0,347.163657012852,30.1684949296668,20.648831727938656,43.75790767697645,1.5771924413385787,2.6890443424367403,18.0,288.0689910279689,22.64996368315523,13.349021655203732,66.41912732030173
Baix Ebre,2018,Olivera per a oliva d'oli,olive,olive,19442.0,1.069,area_weighted,1.7705472763714685,2.7620342154250523,19.0,306.7953262282911,25.06379138327581,15.618318590837037,97.73489524507978,2.574665176526798,3.63460522798125,56.0,349.6182055375256,31.39354425637645,21.20012387226191,70.12420415538804,1.328789977907134,2.54212248766992,15.0,245.36522638272515,22.09230891482969,14.265338927859087,336.25405522693563
Baix Ebre,2019,Olivera per a oliva d'oli,olive,olive,17400.0,1.825,area_weighted,1.8585945610743624,3.038003387537269,19.0,324.61042022959475,24.502336279562293,14.526335542425574,52.43369845226463,2.410031806364461,3.2440843511928663,51.0,346.4891906707407,30.777581331887312,20.904651637557503,76.68678190604051,1.4739748058391835,2.4626887108956,20.0,279.42142583836835,22.396029969806165,14.139466730644584,182.65284126001325
Baix Ebre,2020,Olivera per a oliva d'oli,olive,olive,17447.0,1.556,area_weighted,1.5634909876992922,2.1482697824226915,10.0,289.0791448089921,24.789781783851645,15.978924189338336,123.34246742171004,2.38181045925967,3.166635709262773,51.0,353.6831946366439,30.35115995570997,20.726179671190856,35.5228794094388,1.4281108630069417,2.362292426819735,16.0,265.1791129709281,22.07622803353679,13.572077689132184,133.60668241958575
Baix Ebre,2021,Olivera per a oliva d'oli,olive,olive,17266.0,1.714,area_weighted,1.7989805661810636,2.893530148112476,17.0,304.33153161410024,24.91234420732672,15.721474894161572,49.72152042138725,2.222852185756666,3.078311582596997,37.0,334.90142239395215,29.409963156947704,20.266054592720007,78.4243873303964,1.2490303198496042,2.025904680759953,6.0,247.81232818737007,21.174770908504875,13.76599474364871,284.8599595750963
Baix Ebre,2022,Olivera per a oliva d'oli,olive,olive,16809.0,0.613,area_weighted,2.0363381944937893,3.122749879448422,24.0,333.7292568671893,26.97333914080989,16.969674756364427,80.97194375699571,2.706815152508047,3.710831730888596,58.0,370.4098517210102,31.98779627935265,21.84010891242087,86.50713720669688,1.4367438590934147,2.4214733682067453,15.0,260.75047367520324,23.569615927325025,15.761678748491512,161.316961830238
Baix Ebre,2023,Olivera per a oliva d'oli,olive,olive,11092.0,2.052,area_weighted,1.878237549125616,2.786895498569003,24.0,314.4925796863032,25.747625581799483,16.216435471457054,85.77133457827787,2.531752936560808,3.762774043386352,47.0,367.1885707701509,31.23723481755819,21.704932688523613,33.70883358332608,1.4672571105043517,2.063471168393783,6.0,269.87872142365217,23.58735325020868,15.473615764355934,118.24885904977404
Baix Ebre,2024,Olivera per a oliva d'oli,olive,olive,11390.0,0.528,area_weighted,1.7453095681934871,2.455695689215714,12.0,314.2238809271451,24.71970062514845,15.742495813670011,58.14989429972052,2.387336053217477,3.4094069450624542,46.0,354.2475001809666,30.6814800920298,21.339600492360564,66.87408285265316,1.2578430495694872,2.438920391978699,11.0,246.3207865945725,21.96980960439542,14.68422102109924,539.6495387193934
Baix Empordà,2016,Olivera per a oliva d'oli,olive,olive,528.0,1.314,area_weighted,1.407579649146048,2.2877392660202216,11.0,277.0853143294542,22.799645120985925,14.706495367941711,60.22615460844536,2.304178742628256,2.934265518530602,46.0,363.9488236616648,29.30514855247329,20.297269926592573,13.247715203140944,1.2256238724941442,2.408235915853239,11.0,230.0641632748108,21.2526652160108,13.60116646968698,207.3066553571891
Baix Empordà,2017,Olivera per a oliva d'oli,olive,olive,588.0,1.075,area_weighted,1.731636667304057,2.83338346010694,17.0,311.03026524523926,25.36118736041384,16.530782073814496,39.450583642945816,2.030581298369291,2.954492994298907,27.0,336.37634298713004,28.86577203261708,20.58444591744718,31.143768823393568,1.1535022819836669,1.8168496454845404,2.0,223.9308208471198,20.396576212942342,12.218829007791909,109.08851319407388
Baix Empordà,2018,Olivera per a oliva d'oli,olive,olive,579.0,1.2,area_weighted,1.5494541516442002,2.426344394691561,15.0,289.133619948589,24.084031529486147,15.794889262261073,92.83053064054342,2.413168208104383,3.433044262901705,50.0,344.9310411050816,30.649121442196225,21.596988029469685,60.89097309936162,1.1151104677484085,2.00574477958694,5.0,223.2213704916649,21.24149101347828,13.86119393551236,334.6190709154695
Baix Empordà,2019,Olivera per a oliva d'oli,olive,olive,547.0,1.127,area_weighted,1.577348935685938,2.813945128036459,10.0,306.31414983060296,22.993793803734054,14.108926488120348,51.78104487056038,2.2425881147497555,2.832128094509039,47.0,346.8735856912923,30.10584713000696,21.5204765557974,49.73670996825015,1.1504107644301838,2.168510446680952,7.0,222.7875252402621,20.876302139275307,13.046362789394689,355.1444544502297
Baix Empordà,2020,Olivera per a oliva d'oli,olive,olive,556.0,1.516,area_weighted,1.46677840286324,2.1165696173641075,4.0,281.9782397027195,24.096437257510868,16.032537998527317,76.12799383137764,2.0849503625918886,2.5619218460181075,35.0,331.5308966711208,29.314408783212155,20.756802723851,39.97306113802819,1.0985206259261884,1.9702929710554624,4.0,214.12157896298189,20.41353181199257,12.438816713765076,200.0890592537247
Baix Empordà,2021,Olivera per a oliva d'oli,olive,olive,539.0,0.9,area_weighted,1.5073672566346168,2.553058996069109,13.0,284.52179490307566,23.549623537052327,15.46330339010629,63.95629973524834,2.0887061305303654,2.78838665903522,37.0,331.0027426689312,28.55781136503505,20.243572763726068,34.33450194587101,1.126120394264586,1.723777610161769,1.0,235.6452561605029,20.56925391635005,13.235178306417396,275.18535365274084
Baix Empordà,2022,Olivera per a oliva d'oli,olive,olive,488.0,0.48,area_weighted,1.8650817010645004,2.7130776857553656,24.0,335.5604651735956,26.29847875354822,17.087401621067425,45.15966575547422,2.543556882131764,3.3074335104658426,54.0,361.9372715938284,31.438139834402108,22.24714589187817,30.328803334552028,1.3435501822877385,2.207709579215316,11.0,243.4327937993908,22.96824811627584,14.974156047712745,124.26582773787143
Baix Empordà,2023,Olivera per a oliva d'oli,olive,olive,285.0,0.689,area_weighted,1.6898230085622234,2.6403957809202785,14.0,306.4078037626968,24.965319200836262,16.2788417480387,73.4265577842882,2.329609324575443,3.182350641140285,48.0,356.6634643133908,30.3949453438968,21.74524035360851,65.01304255417968,1.3691590734991272,2.000611121493,3.0,251.6788140022992,23.03266104912143,14.678909337996252,112.67008677275794
Baix Empordà,2024,Olivera per a oliva d'oli,olive,olive,317.0,1.595,area_weighted,1.3773901071155696,2.041473618767821,4.0,277.44008015390847,23.04832303505701,15.201857909288226,94.85754944412116,2.432422645061456,3.436031657013437,49.0,366.8759978819954,30.676373071942844,21.879757469335527,29.480773619695565,1.1226204272351437,2.2055180949763145,7.0,226.6390023361785,21.3877558421454,14.181598234767376,237.34549565593804
Baix Llobregat,2016,Olivera per a oliva d'oli,olive,olive,486.0,0.8,area_weighted,1.801190964781549,2.58525990285355,22.0,284.0299784334353,24.437818239571875,13.606957705446106,89.0557397225184,2.514706341658691,3.2955854810181147,54.0,319.85850290658584,30.22291185226872,18.776535858991235,67.14433195343528,1.2906597109792777,2.6544400220580777,12.0,192.76100870879387,21.39914347191523,12.031429347358698,269.6032669932577
Baix Llobregat,2017,Olivera per a oliva d'oli,olive,olive,487.0,1.32,area_weighted,2.396700027345114,3.9588227931891344,40.0,323.3260002242934,27.497150414175923,15.383125615679257,50.29622343965478,2.618107217612616,3.7060485772445455,56.0,329.782970486494,30.86957450919681,19.8920974109398,99.58194097233738,1.2409436773190667,1.943710211016209,4.0,190.22610804954863,20.93565296019837,10.99689420840044,172.50898473047044
Baix Llobregat,2018,Olivera per a oliva d'oli,olive,olive,481.0,1.14,area_weighted,1.6863454101351456,2.716563986789187,15.0,266.11622216796667,24.500001161865715,14.473159255150946,225.3140632864321,2.495284205651742,3.8098424912158833,42.0,304.61277056040154,30.6184103879832,19.68992527994093,212.33333391130355,1.1629593994922187,2.0447236351135984,7.0,186.4969095942388,20.977601991462446,12.154914304844128,415.3697531184044
Baix Llobregat,2019,Olivera per a oliva d'oli,olive,olive,427.0,1.28,area_weighted,2.066611809322045,4.159959270818097,26.0,300.488692257391,24.888336096331336,13.284050802141936,99.55548571186326,2.5607417314815484,3.5650300118954346,52.0,316.194805888348,30.80018798896725,19.59285487783464,131.3691215089457,1.3016434548293994,2.3412787708062424,13.0,208.89434927114667,21.08580570046808,11.64256283804487,316.0111236731236
Baix Llobregat,2020,Olivera per a oliva d'oli,olive,olive,423.0,1.36,area_weighted,1.6637610991962568,2.3551778457431367,12.0,268.5515167238476,24.593345560377703,14.453998597206404,167.75097445771644,2.308535587132876,3.334433931345861,47.0,304.3269865093432,29.79000251400729,19.2065637566436,110.16717914022944,1.2415865851492591,2.1314866384663818,6.0,198.61079934086945,20.467364769573653,10.802145706986089,239.51672654179887
Baix Llobregat,2021,Olivera per a oliva d'oli,olive,olive,433.0,1.2,area_weighted,1.9317469580087767,3.3471465288547955,27.0,289.7501695918118,24.9868614528,14.330918463672427,97.506631630633,2.60497571210101,4.015959680531689,51.0,315.3140388970272,30.2393227844724,19.17960758270788,83.08921311599653,1.2068268951893082,2.015462389516629,4.0,192.9254523413435,20.58126350972501,11.811677708296164,299.3378452904692
