window_end_doy,window_end_date,n,coef,stderr,t,p,r2,within_r2
91,04-01,100,-0.0016008250593453272,0.0010247621495019206,-1.5621430398491967,0.1218032730665958,0.3387975484307544,0.02668726065442173
98,04-08,100,-0.0008866624223164443,0.0009759666354394875,-0.9084966535942813,0.3660694349178806,0.3269101248538957,0.009188564486714124
105,04-15,100,-0.0012902746179080172,0.0008193974207092284,-1.5746627769357897,0.11888255313190378,0.3390814012538834,0.027105101768281625
112,04-22,100,-0.0017980792054509492,0.0007769214654973472,-2.314364173603965,0.022949870197211904,0.35923137791241966,0.05676656011999115
119,04-29,100,-0.002293885786621459,0.0008197874023375532,-2.7981471538604286,0.006299960920470674,0.37559870811875395,0.08085983285528209
126,05-06,100,-0.0032705916063132203,0.0008203517864424626,-3.986815973786645,0.0001369434088719044,0.42360725973075974,0.15153007125291051
133,05-13,100,-0.002430036192100162,0.0007385226240220414,-3.2904018279982132,0.0014348252036560053,0.394345222907854,0.10845534708735627
140,05-20,100,-0.0023027120321905256,0.0007215300379221077,-3.1914292006774545,0.0019565580395598282,0.39042788541479156,0.10268889162841954
147,05-27,100,-0.0029769309187251606,0.0007179782525802623,-4.146268926707319,7.696716882572004e-05,0.43064634831776494,0.16189185164082964
154,06-03,100,-0.0033113167500686924,0.0007080484232619116,-4.676681200437919,1.0333323464768004e-05,0.4546783627289298,0.19726780302003244
161,06-10,100,-0.002243848685737317,0.0007092148986157964,-3.163848771531348,0.0021308095363330934,0.38934873528153247,0.1011003455335363
168,06-17,100,-0.002265343221264737,0.0007798633605662295,-2.9047950395053257,0.004634945502693089,0.37949621948102186,0.0865971035681119
175,06-24,100,-0.002708195990813636,0.0007031262183386312,-3.851649846328653,0.00022081218830914738,0.41772596679435425,0.14287260586505401
182,07-01,100,-0.0032707279526872275,0.0007697593886890527,-4.2490263850597225,5.272418812378634e-05,0.43523439289511423,0.1686456109852198
189,07-08,100,-0.004148125433871375,0.0006757080884306126,-6.138931152216539,2.2647679620890363e-08,0.5227545468452354,0.29747828634352946
196,07-15,100,-0.004485370359489089,0.0007682381893361116,-5.838515218001869,8.440289794115255e-08,0.508803321095031,0.27694160242783494
203,07-22,100,-0.005920752187819074,0.00101092913150598,-5.856743072582088,7.798397568753223e-08,0.5096525654095427,0.278191719253883
210,07-29,100,-0.005852516068616685,0.0011407794719965573,-5.130278210891883,1.6791606481931438e-06,0.47571389870627856,0.2282328351325481
217,08-05,100,-0.005385382425647715,0.0012837664633246625,-4.194986066002069,6.437308867226226e-05,0.43281678241981925,0.16508680525363884
224,08-12,100,-0.004351458106138411,0.0011902290503906824,-3.6559837828778274,0.0004330361960422159,0.40937014160066065,0.1305725439256814
231,08-19,100,-0.003363822710228009,0.0010765457136136239,-3.1246445624094483,0.0024035109902773694,0.38782441399475176,0.09885649219669801
238,08-26,100,-0.0033191220663195634,0.0012320460366860473,-2.6939919187170354,0.008438280022520905,0.3718880458561884,0.07539761044066107
245,09-02,100,-0.0024830780730844323,0.0012405848653761313,-2.0015382602072864,0.04837999349127452,0.3499296445980665,0.043074088908839014
252,09-09,100,-0.0015903166960459414,0.0009852088884464546,-1.614192395841721,0.11002577217505559,0.33999086060280115,0.028443857195031397
