window_end_doy,window_end_date,n,coef,stderr,t,p,r2,within_r2
152,06-01,100,-0.21663221510800001,0.04891743718640908,-4.42852748565879,2.6885952823097038e-05,0.443333841271227,0.1805682774354619
159,06-08,100,-0.2735268332528876,0.05181167985976378,-5.279250431432251,9.082001557275014e-07,0.48267054390067854,0.23847325601233604
166,06-15,100,-0.13067031460074666,0.05248892994813438,-2.489483301143027,0.01465155617120691,0.3648937494742168,0.06510176571840554
173,06-22,100,-0.0982929191262531,0.03881135826380477,-2.532581273197039,0.013075307260143441,0.36633444947996185,0.06722252565484998
180,06-29,100,-0.09064345357178297,0.04750340655131919,-1.9081463868040378,0.05959601685109217,0.34736747521396616,0.039302487493890426
187,07-06,100,-0.04057248016613452,0.08083764212873608,-0.5019008360179751,0.6169766874591285,0.32258538489271726,0.0028223985891410175
194,07-13,100,0.2376640649487266,0.07575963210049941,3.1370805052676585,0.002313674578354872,0.38830670635632625,0.09956644313304952
201,07-20,100,0.10868387436838693,0.07319943353069448,1.4847638721522738,0.14113972860635074,0.33708831524890137,0.02417121065118677
208,07-27,100,0.011449946899296157,0.06854523753700595,0.1670421944794429,0.8677157959141393,0.32088095531457816,0.00031341965570996777
215,08-03,100,-0.16012050690164242,0.058465705369006214,-2.738708203228578,0.007450133588466978,0.3734692532536651,0.07772520208805889
222,08-10,100,-0.3724950619125212,0.0766754898893363,-4.85807214861142,5.0479978354508795e-06,0.4630543513191867,0.20959754617231785
229,08-17,100,-0.43269090788610576,0.05395925127395129,-8.018845659835653,3.974677903401217e-12,0.6056112146464707,0.41944614977063777
236,08-24,100,-0.41909139672570095,0.07198400449799422,-5.822007259090158,9.06632920124734e-08,0.5080339606013836,0.27580907733232296
243,08-31,100,-0.30506559851506077,0.06846289051143657,-4.455926360049029,2.422614861563878e-05,0.4445786676390038,0.18240070464312697
250,09-07,100,-0.3333071205833217,0.0663065214641321,-5.0267622735061,2.560915543267119e-06,0.47088979280428056,0.2211315854030239
257,09-14,100,-0.24266839716933086,0.04771623410088704,-5.085656941330575,2.0152492568568096e-06,0.4736332210071993,0.22517000603053883
