window_end_doy,window_end_date,n,coef,stderr,t,p,r2,within_r2
60,03-01,174,-0.00021341293821515122,0.0008969885188589202,-0.23792159400951837,0.8122561280348706,0.3593936544360292,0.00036507109310779384
67,03-08,174,-0.00046086735226071724,0.0011408982121034637,-0.4039513318291737,0.6868052919291544,0.3598336390741381,0.0010516456415521347
74,03-15,174,-0.0025691984196669878,0.0010566408269073483,-2.4314775222027913,0.016177371901344998,0.38270486374593615,0.03674107520641012
81,03-22,174,-0.0026076420597356893,0.0009764182585425146,-2.6706199284188714,0.008379054237874979,0.38735032556099236,0.0439900915850181
88,03-29,174,-0.001352454994354849,0.000825128632924362,-1.6390838232841038,0.10322396632717183,0.3700780610249087,0.017037565979938996
95,04-05,174,-0.0009913868601446067,0.0008490435797542974,-1.167651324130502,0.24474046496493018,0.36474750449163973,0.00871949273875472
102,04-12,174,0.0003740953203021662,0.0008322657775598395,0.4494902114069792,0.653705978502962,0.35999394572483845,0.0013017963440635771
109,04-19,174,0.00037435705147544063,0.0008873833207346925,0.42186622480744695,0.6737071895283525,0.3598946715671132,0.0011468838673339699
116,04-26,174,0.0008072022748031562,0.0007052609119993107,1.144544183676445,0.2541623580842244,0.3645303691953474,0.008380663709077751
123,05-03,174,0.00045286518238888817,0.0007767058374941577,0.583058811364083,0.5607010523167081,0.36056216498965643,0.002188474767284343
130,05-10,174,-0.00020624762774602173,0.0007658467580090865,-0.26930665383005337,0.7880518761064405,0.35945941761024003,0.0004676913160140961
137,05-17,174,0.0006330766580147242,0.0006685169630706488,0.946986677954828,0.3451195778238891,0.36284608467844914,0.0057524199444513036
144,05-24,174,-0.000284624588819045,0.000855722256929567,-0.33261328253902356,0.7398756330576305,0.3596167771216706,0.0007132431515696203
151,05-31,174,-0.00013567234063477265,0.0007892822869536019,-0.17189330468624614,0.8637456316961244,0.3592818408577648,0.0001905914627808869
158,06-07,174,0.0001724838446024109,0.0006592329428590693,0.2616432423027204,0.7939438611823042,0.35944261027462254,0.00044146428928937276
165,06-14,174,5.841772255826868e-05,0.0006534609247431023,0.08939742277816332,0.9288814806581596,0.3591927426002981,5.155798163414271e-05
172,06-21,174,0.0004444427771448259,0.0006981588015223801,0.6365926722913038,0.5253292003143971,0.36083082124518673,0.0026076997386839107
179,06-28,174,0.0007393640948699374,0.0007576262428176411,0.9758955710406941,0.3306368316556547,0.36307319481810085,0.00610681423023518
186,07-05,174,-0.0011345283782901701,0.0008883372220516571,-1.2771370490025429,0.20346367814175467,0.3658330979296093,0.010413508301824193
193,07-12,174,-0.004470313821261374,0.0011125963775508673,-4.0179115368879526,9.132750163388032e-05,0.4196088048266846,0.09432787367335438
200,07-19,174,-0.004761676402941005,0.0012013466902106747,-3.9636155339188317,0.00011238832052187802,0.41813542380095226,0.09202873451073179
207,07-26,174,-0.00469477671925178,0.0012607647299172507,-3.7237532172714873,0.0002742860027468809,0.4117818428066461,0.08211428154046663
214,08-02,174,-0.0010003902890621322,0.0015449245653528694,-0.6475334210467665,0.5182446941441134,0.3608885996560862,0.0026978601282457992
221,08-09,174,0.0007229535335292543,0.0011910209185787102,0.6070032207259481,0.5447369057169451,0.36067944100905625,0.0023714782703357917
228,08-16,174,-0.0010879748335826521,0.0010446158839834902,-1.0415070747668693,0.2992620607881512,0.36361332900618315,0.006949667262277082
235,08-23,174,-0.0004431778912371577,0.0008777048265617162,-0.5049281692721732,0.6143264301808936,0.3602120602752821,0.0016421534520381087
242,08-30,174,-0.00208766279060848,0.00107588562743895,-1.9404133091525495,0.05414437511145712,0.3743575810060755,0.02371554799143949
249,09-06,174,-0.001159850439370966,0.0008082982151147431,-1.4349288637317081,0.15332205567324067,0.36756102495608534,0.01310985407209131
256,09-13,174,0.0007916210212636965,0.0010204645133511463,0.7757457617649622,0.4390811181366591,0.36163811741238905,0.0038674459967350527
