window_end_doy,window_end_date,n,coef,stderr,t,p,r2,within_r2
152,06-01,100,-0.0433911834934374,0.03306936212827116,-1.312126412512265,0.19285165581811725,0.33356009995847613,0.018977556451667876
159,06-08,100,0.004187293632724822,0.03292588633832194,0.12717330035399213,0.8990901274384452,0.32079146485861143,0.00018168662804873836
166,06-15,100,-0.0039022460392487794,0.024869732015662147,-0.1569074422189701,0.8756731972855326,0.3208559100043452,0.0002765520980463343
173,06-22,100,-0.021171660610820126,0.02145873690135272,-0.9866219390333968,0.3265026917405722,0.32801773474317963,0.010819004320847592
180,06-29,100,0.03472209074100131,0.03558449640276242,0.9757645674678099,0.3318259157061944,0.3278585667741504,0.010584703598603973
187,07-06,100,0.14291250872907948,0.031206480125806086,4.579577964350375,1.507322364008844e-05,0.4502214133052792,0.19070702024863972
194,07-13,100,0.15952823896344848,0.04024941982492709,3.963491639316753,0.0001488171133175769,0.4225864928275086,0.15002746727968153
201,07-20,100,-0.015301329046378369,0.050922629281592746,-0.3004819127025991,0.7645103710634453,0.3213565145999998,0.0010134592724966307
208,07-27,100,-0.11216756255164619,0.0568263507666654,-1.9738653113978277,0.05149845729102037,0.34915980661244406,0.04194086092872462
215,08-03,100,-0.17358555137998172,0.04658174245382824,-3.7264718371589356,0.0003405991495339375,0.4123574013169331,0.1349698929232257
222,08-10,100,-0.14559595890743426,0.0340078794989226,-4.281241907836296,4.677614384220338e-05,0.43668042821792563,0.17077422469180192
229,08-17,100,-0.23966899562595528,0.046198724167697866,-5.187783860783147,1.3258305819803247e-06,0.4783976636204398,0.23218342934792402
236,08-24,100,-0.14527784120467038,0.032273362847787056,-4.5014782590166895,2.0357648900786564e-05,0.4466528020459549,0.1854539017941801
243,08-31,100,-0.18858604296329987,0.04827001399791241,-3.9068984519344836,0.00018186132170612367,0.4201198085171217,0.1463964231757987
250,09-07,100,-0.035813190313830096,0.04528975988261,-0.7907569041358808,0.4311880023728465,0.3254075927931218,0.006976785639621896
257,09-14,100,-0.07253376835116213,0.032662536699629326,-2.2207022381083243,0.02890993357527008,0.3563337896546186,0.0525012105920174
