window_end_doy,window_end_date,n,coef,stderr,t,p,r2,within_r2
152,06-01,100,0.06763453804425948,0.15082057947661467,0.44844369567447845,0.6549228943336902,0.32219957696575785,0.002254476057458099
159,06-08,100,0.09894333412496052,0.14026902526995783,0.7053826312297883,0.4824142750863477,0.324444807720332,0.005559532914115484
166,06-15,100,0.0329513150535916,0.1189654408310901,0.27698224646917957,0.7824360267251658,0.3212531280126495,0.0008612706617214805
173,06-22,100,-0.024794816335891395,0.11596532708868171,-0.21381232613546766,0.8311824813896785,0.32101680561027024,0.0005133959611927086
180,06-29,100,0.0630163201927372,0.14127226134916793,0.44606293968060956,0.6566351122247869,0.3221833946586684,0.0022306551451116707
187,07-06,100,0.3684863509340943,0.1407634218223566,2.6177706265134986,0.010400636642169466,0.3692349828539564,0.07149221049510679
194,07-13,100,0.5359179127733938,0.14225747718028642,3.767238976790034,0.00029605156087481683,0.414097099999003,0.1375307891901144
201,07-20,100,0.2688188297859696,0.20158343043759228,1.3335363387874906,0.18575883957634365,0.3339759421089684,0.019589690392899373
208,07-27,100,-0.49149776392971,0.26575931025891986,-1.8494093902142552,0.06771796377349067,0.3458089334638448,0.037008260458592956
215,08-03,100,-0.9479867184618062,0.20222930100730832,-4.687682317744584,9.898015987263085e-06,0.4551845895126644,0.19801298624861452
222,08-10,100,-0.5563481406787074,0.15223711235282547,-3.654484324356549,0.00043524014897010593,0.40930688805217086,0.13047943252779137
229,08-17,100,-0.691303629782738,0.15697376352120443,-4.403943781913306,2.9511110617631726e-05,0.44221873505726883,0.1789268027537012
236,08-24,100,-0.6188772927651549,0.13701957499986595,-4.516707140317435,1.9203183881609184e-05,0.4473474503825482,0.18647644802607444
243,08-31,100,-0.5428786075978795,0.1699380033289317,-3.1945685895054603,0.0019375897099393265,0.3905510722299447,0.1028702268552073
250,09-07,100,-0.20541100625974462,0.15902002648413877,-1.2917304241565641,0.19979496111893688,0.333169739252972,0.018402932073453115
257,09-14,100,0.06617505375942387,0.1876584584129709,0.3526356036336802,0.7251953889126264,0.32161588575762134,0.0013952625331057344
