window_end_doy,window_end_date,n,coef,stderr,t,p,r2,within_r2
152,06-01,100,-0.009261427670347024,0.14897503410356205,-0.06216764927141291,0.9505687271008434,0.32069753797077183,4.3423020156252434e-05
159,06-08,100,0.13292590280478037,0.11888928913389178,1.118064577331947,0.2665482987449841,0.3300775769754748,0.013851162899474634
166,06-15,100,0.023816158028497784,0.10561448006526862,0.22550087841913016,0.8221066479635585,0.32105595778892615,0.0005710293141371059
173,06-22,100,-0.09062465928774194,0.09160237703339297,-0.9893265024629807,0.32518550691261944,0.32805764555426675,0.010877754406810713
180,06-29,100,0.21998670700574763,0.14278279259541757,1.5407088137650546,0.12693579720220752,0.3383162862947835,0.025978826245575348
187,07-06,100,0.44267013806853783,0.11032221679095197,4.012520333119731,0.00012491006622163085,0.4247349120195878,0.153190014188185
194,07-13,100,0.4899040152840765,0.15261442580182294,3.2100767192233852,0.001846382063099126,0.3911606406956347,0.10376753259227978
201,07-20,100,-0.23393613735975316,0.2017419092357827,-1.1595812602642912,0.24932083108834613,0.3307787593950394,0.014883327526129864
208,07-27,100,-0.7145150837597645,0.21712128050516863,-3.2908569906060188,0.0014327596663591912,0.3943633964990937,0.10848209923842767
215,08-03,100,-0.4491985624081379,0.14722156720790147,-3.05117362168679,0.0030039668619346533,0.3849989491247172,0.09469731077495458
222,08-10,100,-0.437585974663443,0.11875922787252487,-3.684648195365029,0.0003928873872113295,0.41058169750295515,0.13235599586439384
229,08-17,100,-0.4687677324829105,0.14408208970262865,-3.2534767745970457,0.0016120041309750077,0.39287566365756066,0.10629210535082156
236,08-24,100,-0.43163707803279594,0.11619547599944781,-3.7147494282380427,0.0003545454712520626,0.41185876497096996,0.13423588307998513
243,08-31,100,-0.45811052294362115,0.15354937439314267,-2.9834737181715263,0.003677689810927381,0.38243252657204163,0.09091944854964906
250,09-07,100,0.20461728981749558,0.15760521557225926,1.298290091952459,0.1975419139538572,0.3332946679539843,0.01858683141610762
257,09-14,100,0.009789031720192801,0.15028586755155052,0.06513607619715142,0.9482117426873118,0.32070042213479233,4.766860874538814e-05
