window_end_doy,window_end_date,n,coef,stderr,t,p,r2,within_r2
60,03-01,100,-0.017126640926641092,0.031848383584532736,-0.5377554211246909,0.5920880724982378,0.32286819191978655,0.003238700255249083
67,03-08,100,0.006460122699386775,0.029963894469084977,0.21559689799508397,0.8297952969042439,0.3210226487687897,0.0005219972914078941
74,03-15,100,-0.042512840168647405,0.03146263358855892,-1.3512168346932911,0.18005087479508886,0.3343240224966093,0.02010207668971853
81,03-22,100,0.004185734801340612,0.03551718924468178,0.11785095865848588,0.9064513179414135,0.32077403557802187,0.00015603012784193293
88,03-29,100,0.005457952069716818,0.033883405329924794,0.16108038777603384,0.8723951712475997,0.3208660327550581,0.0002914531350928229
95,04-05,100,-0.013734183673469751,0.03664132233664513,-0.3748277299406888,0.7086802837370533,0.32173874579637596,0.0015761167338010917
102,04-12,100,-0.0026351744186043566,0.030945662672304076,-0.08515488734267113,0.93232952235314,0.3207233839969915,8.146925927909887e-05
109,04-19,100,-0.03483074433656932,0.028971043742175163,-1.2022605967027615,0.23245159117055586,0.33152460950792784,0.01598124453293115
116,04-26,100,-0.05814513981358208,0.021525982163018327,-2.701160828492905,0.008272233179791455,0.3721403268040465,0.07576897666875315
123,05-03,100,-0.0704040948275861,0.022634678202013255,-3.1104526514242186,0.002509994617005334,0.38727543800644015,0.09804838066935806
130,05-10,100,-0.06088153749212361,0.022626077361936545,-2.6907685551603198,0.008513923001449784,0.37177476511983,0.07523085730240764
137,05-17,100,-0.03555846838258661,0.020113303278765583,-1.7679079308731502,0.08050333954022051,0.3437154152113874,0.03392652962058218
144,05-24,100,-0.06136720726082418,0.018703841057512223,-3.280994907523373,0.0014781439903458736,0.39396994550388953,0.10790292584753725
151,05-31,100,-0.08080381780381779,0.02060997136824693,-3.9206176641423887,0.00017326003718746869,0.4207164460397774,0.14727469412018823
158,06-07,100,-0.08993361392768338,0.02033114702451295,-4.423440242660771,2.740995913217214e-05,0.44310294336580225,0.18022838778093198
165,06-14,100,-0.08778746378720027,0.024648361190995893,-3.561594343208069,0.0005945603882912049,0.40541307279208383,0.1247476026044354
172,06-21,100,-0.10498796389167586,0.034611112707110175,-3.0333599725647695,0.0031691732912855855,0.3843201536655252,0.09369810052358074
179,06-28,100,-0.09851388132825238,0.03641014433250371,-2.7056712664637264,0.008169291360088976,0.37229929298880016,0.07600298035760622
186,07-05,100,-0.10193827729157076,0.03312485758097057,-3.0773951870552896,0.0027752720130494847,0.38600261234205113,0.09617473753452754
193,07-12,100,-0.13739613526570077,0.03257513081534059,-4.21782297804302,5.917610997563964e-05,0.4338371838795332,0.16658887128141808
200,07-19,100,-0.1661940976163445,0.034430671907026936,-4.826919964417716,5.7146190645491645e-06,0.4616117656713872,0.20747401050594505
207,07-26,100,-0.13746224832214787,0.04470772279527511,-3.0746868712506967,0.0027981214595646105,0.38589870268586346,0.09602177894844188
214,08-02,100,-0.029194756554307248,0.057278614590480316,-0.5096973235654936,0.6115251204183858,0.322645240620398,0.0029105082779907754
221,08-09,100,-0.01818807810894136,0.052010029756581595,-0.34970328211819096,0.7273875419838226,0.32160020931122113,0.0013721862650840633
228,08-16,100,-0.09123767605633756,0.047186434284716465,-1.9335573335722287,0.05634581004793024,0.34805446880719815,0.040313765680404234
235,08-23,100,-0.01398033189920082,0.04022104412742931,-0.34758749312693094,0.7289706809831424,0.3215889789734484,0.0013556548218092157
242,08-30,100,-0.02439475549255832,0.04314192009543736,-0.5654536339271159,0.57318801956266,0.3230998435394107,0.0035796994029914098
249,09-06,100,0.023665870171246103,0.032300744602218934,0.7326725889043546,0.4656834078306609,0.3247409072027232,0.005995401531421751
256,09-13,100,0.062424643230073115,0.02955659219208019,2.112037911014655,0.037485100839471826,0.35309127982758404,0.04772812465651344
