window_end_doy,window_end_date,n,coef,stderr,t,p,r2,within_r2
60,03-01,100,-0.0010805153046444783,0.001869972651776891,-0.5778241214478446,0.5648419532394587,0.32320700706254457,0.0037374477930824934
67,03-08,100,-0.004290009772562302,0.0024646875775177998,-1.7405896843456299,0.08521165857495107,0.3430319153559269,0.03292039433617466
74,03-15,100,-0.011515934501820665,0.0021532750147078305,-5.348102041384258,6.817497915524653e-07,0.48588932144306873,0.2432114072089816
81,03-22,100,-0.00583009656386009,0.0021117264536978995,-2.760819969674981,0.007001568881016822,0.3742577767976819,0.07888593585249681
88,03-29,100,-0.004125191719000884,0.0017530679084001807,-2.353127165943881,0.02081946434861166,0.3604576851267889,0.05857172649719411
95,04-05,100,-0.003364930578525332,0.00183644453288815,-1.8323072209719038,0.0702500169765417,0.3453629336227497,0.03635173336004138
102,04-12,100,8.936456415954913e-06,0.0017911079637540623,0.004989345475983815,0.9960302613703506,0.32066822933649475,2.797029361456538e-07
109,04-19,100,-0.0012150810339482264,0.0018083894290489779,-0.6719133691171989,0.5033793389782979,0.3240966734397446,0.005047067285026352
116,04-26,100,-0.00299658448233034,0.0011777764432488985,-2.544272726379427,0.012674862894832387,0.3667283995883488,0.06780243375750383
123,05-03,100,-0.0045657764739432585,0.0013257955906333674,-3.443801221093266,0.0008765468506635254,0.40054844078987784,0.11758669706221003
130,05-10,100,-0.005262730188510908,0.0013174073151943268,-3.9947631441037035,0.00013310915664614204,0.4239556000540834,0.1520428401839906
137,05-17,100,-0.0027954909230447226,0.0011871763662580316,-2.3547393651847055,0.020734784443238445,0.3605090273302002,0.05864730398564366
144,05-24,100,-0.007017080965283404,0.002264782207963481,-3.0983469141579163,0.0026042765580067905,0.3868083611544192,0.09736082748614405
151,05-31,100,-0.0053933276158602775,0.001800433316122595,-2.995571992344223,0.0035478652794655677,0.38288849135620917,0.09159064438697528
158,06-07,100,-0.0034609360820558534,0.0015311261757231319,-2.2603859413619496,0.026236493916033353,0.35755004187401496,0.05429157567095244
165,06-14,100,-0.0038142690815995634,0.0015122937481475266,-2.522174733759116,0.013441274106144277,0.36598491166426383,0.06670799397382776
172,06-21,100,-0.006513116772193392,0.001961874706579354,-3.319843387730607,0.001306813427807093,0.3955236718629336,0.11019006446162671
179,06-28,100,-0.006004418177213467,0.002668284954786093,-2.25029120913168,0.026895110039956108,0.35723904696164344,0.05383378046864429
186,07-05,100,-0.009011483343208362,0.0026628445550887655,-3.3841567379467126,0.001063510093858209,0.3981181715518858,0.11400925719675958
193,07-12,100,-0.013309052375019205,0.002223503588970769,-5.985622169011112,4.445692680430925e-08,0.5156479074871831,0.2870170688983875
200,07-19,100,-0.01460036981795693,0.0019391953518416059,-7.529086641060334,3.9756014162162484e-11,0.5849973981515263,0.38910190323397753
207,07-26,100,-0.017363906284494992,0.002918957602479147,-5.948666835635904,5.225555689244462e-08,0.5139305483350469,0.28448905718754314
214,08-02,100,-0.0018892640537835161,0.0031516149810555147,-0.5994590281934687,0.550389860532335,0.3233999157573825,0.004021416023645807
221,08-09,100,0.0068057339404673485,0.002959465890121633,2.2996493938937186,0.023807691390637754,0.35876997996225024,0.05608736647553014
228,08-16,100,0.002326745672615786,0.002685691139759225,0.86634894019287,0.38862841680421123,0.32634911500794295,0.008362738707229922
235,08-23,100,0.0025624227931288603,0.0015897279484383773,1.6118624546080236,0.11053267296692627,0.33993670041072865,0.02836413153039652
242,08-30,100,-0.0018213553739181124,0.0019258927770589636,-0.9457200294917297,0.3468519386460984,0.32742691797929224,0.009949301733469529
249,09-06,100,-0.0007895527511232146,0.001212842673801165,-0.6509935444872506,0.516727926005735,0.32388749408232287,0.0047391480797913665
256,09-13,100,0.0008762919704946669,0.0013475612287761026,0.6502798921356195,0.5171865637941775,0.32388047265087816,0.004728812291323825
