window_end_doy,window_end_date,n,coef,stderr,t,p,r2,within_r2
152,06-01,100,0.07631430845708301,0.22645413287589444,0.33699675730319384,0.7369127513626073,0.32153378367241414,0.0012744054411978345
159,06-08,100,0.18531859108400145,0.19298038805610598,0.9602975356756097,0.33950715190336733,0.3276347358206818,0.0102552167402995
166,06-15,100,0.07552261527791214,0.16686318054099422,0.452602036189512,0.6519366803588045,0.322228046493203,0.002296384180575095
173,06-22,100,-0.04958136120609295,0.1435208806454597,-0.345464443801554,0.7305604347777864,0.3215777782320264,0.0013391669453799437
180,06-29,100,0.4430527868069525,0.19884227550122846,2.2281619222579017,0.02838989573728841,0.35656112425411,0.05283585493771492
187,07-06,100,0.6639723189987797,0.1610731464992916,4.122178857427981,8.403927054115882e-05,0.4295763832688655,0.16031682630588606
194,07-13,100,0.6935880952044902,0.2233809746805398,3.10495598918574,0.0025524032348706476,0.3870632222357333,0.09773599175938241
201,07-20,100,-0.19293102461392841,0.27460728633720866,-0.7025706680521779,0.4841569160633831,0.32441492179479414,0.005515539804313518
208,07-27,100,-0.7289796110909185,0.31353393131569984,-2.3250421669892662,0.022344588024481863,0.3595676218957736,0.05726152282279118
215,08-03,100,-0.5362646532700602,0.2393864595433174,-2.2401628491983367,0.027570464234651322,0.35692811430381466,0.05337607690716306
222,08-10,100,-0.5548655874232565,0.19725223480455734,-2.8129749098814107,0.00603957664871481,0.37613476104935883,0.0816489211974124
229,08-17,100,-0.7269045475209941,0.25977074164206443,-2.7982541179429234,0.006298046328337051,0.3756025682286036,0.08086551506968265
236,08-24,100,-0.7478314317550654,0.18777889973239043,-3.982510456823548,0.00013906463597706186,0.423418654403101,0.15125243772677477
243,08-31,100,-0.903121882616392,0.26426646495679174,-3.417466846442491,0.0009549153494195115,0.3994726142480637,0.11600304340819123
250,09-07,100,0.35577398018487355,0.2109400295282293,1.686611976781115,0.09518043339528781,0.34170865757214797,0.030972513387860667
257,09-14,100,0.08712711659558849,0.20651072565396295,0.42190116915080683,0.6741145273295079,0.3220239958777926,0.0019960146598951845
