window_end_doy,window_end_date,n,coef,stderr,t,p,r2,within_r2
152,06-01,100,0.1133638332541241,0.17017093164835512,0.6661762508792134,0.5070215759633159,0.32403866203407283,0.004961672501577419
159,06-08,100,0.15531561798398838,0.15508969922193547,1.0014566974027697,0.3193211250633821,0.3282379337058652,0.011143144763860025
166,06-15,100,0.08475796698330516,0.1342840069336175,0.6311843749584026,0.5295376813215866,0.3236954044984186,0.004456385608681446
173,06-22,100,0.009379606729203717,0.13221225260256236,0.070943551331807,0.943601854730468,0.3207064536614288,5.654722330439288e-05
180,06-29,100,0.09655752026137744,0.15979029316019844,0.6042765073631431,0.5471971694883159,0.3234438208386562,0.0040860458126374954
187,07-06,100,0.4190671029272119,0.15986068718384813,2.621451904840512,0.010297097513612031,0.3693618769057848,0.07167900290172713
194,07-13,100,0.5820809551696449,0.1624402525076915,3.583354163661396,0.0005529173714753137,0.4063207878822085,0.12608379042227813
201,07-20,100,0.2742012282839794,0.2283815851179544,1.2006275731134808,0.23308151590085174,0.3314956064591559,0.015938551048080063
208,07-27,100,-0.6323340837714638,0.3060051919921261,-2.0664161926629485,0.04169531933610427,0.3517691078434523,0.04578184204260738
215,08-03,100,-1.0370495834916496,0.22409263720462894,-4.627771784151362,1.2504256528967142e-05,0.45243084577354853,0.19395938079719266
222,08-10,100,-0.6116370939957737,0.16776444663718507,-3.645808788786623,0.0004482022125742602,0.4089411609360193,0.12994106963995022
229,08-17,100,-0.7825960167097783,0.17304315201961784,-4.522548321479117,1.8777417914940748e-05,0.4476140478905032,0.18686888872279972
236,08-24,100,-0.7181737034484732,0.15279243661658454,-4.7003223415478965,9.419826903691884e-06,0.45576653694877245,0.19886963288059412
243,08-31,100,-0.6359046658039046,0.18853646702893104,-3.3728470455868074,0.0011029508561456423,0.3976599390606099,0.11333472321661131
250,09-07,100,-0.23322450421699611,0.17503685114771478,-1.3324308720577724,0.1861201972532099,0.33395431878975645,0.0195578601236589
257,09-14,100,0.06139406469829602,0.2054401534283912,0.2988416026455885,0.7657575756603606,0.3213490259527628,0.0010024357263211936
