window_end_doy,window_end_date,n,coef,stderr,t,p,r2,within_r2
60,03-01,100,-0.012337358268296275,0.01386875833427023,-0.889579151279188,0.3760901438582994,0.3266551423717856,0.008813221507330549
67,03-08,100,-0.051747890120800784,0.013710737061657501,-3.7742602668324343,0.00028896236437902454,0.4143975907117847,0.13797312184951604
74,03-15,100,-0.06706685833129417,0.010520504998546261,-6.374870630313047,7.927639472169195e-09,0.5336237096750314,0.31347806768607334
81,03-22,100,-0.04996188330497957,0.009650730116951032,-5.177005542536516,1.3859916963828757e-06,0.47789446753468023,0.23144270741094952
88,03-29,100,-0.04570860035103477,0.009170924242662672,-4.984077846636296,3.044004021839677e-06,0.4689037559852849,0.2182080709300358
95,04-05,100,-0.04012236514971357,0.01115181836039944,-3.5978316587534924,0.0005267580148619528,0.4069262376132273,0.1269750332403219
102,04-12,100,-0.018146447769867898,0.013702518007698351,-1.3243148273677041,0.18878938371450518,0.33379607248875054,0.01932491612843057
109,04-19,100,-0.010274114035903684,0.015619393225943393,-0.6577793315836786,0.5123776834547146,0.32395463499955224,0.004837981818104908
116,04-26,100,0.0015708304788004156,0.014163271603443032,0.11090873089085952,0.9119384518082115,0.32076191725263903,0.0001381915362779207
123,05-03,100,-0.008218247248094822,0.013609376656920377,-0.6038665440210179,0.5474685015637292,0.3234400710959575,0.00408052606247733
130,05-10,100,-0.0336320361066168,0.014551046590632867,-2.3113138905257293,0.023125414296363084,0.35913554583218643,0.05662549200339895
137,05-17,100,-0.02862187276626149,0.016122307423151284,-1.7752963031309714,0.07926752193164745,0.34390185298828535,0.034200972437482435
144,05-24,100,-0.038180239768499345,0.016000272654142545,-2.386224322159554,0.019141160833969908,0.361517075728906,0.060131185882948746
151,05-31,100,-0.037213280116110234,0.013255359076942662,-2.8074139599010732,0.006136052593876584,0.3759334975777908,0.0813526544482841
158,06-07,100,-0.014429383015163532,0.01038065871499768,-1.3900257595711505,0.16798795180564904,0.33510281973861256,0.021248493003224178
165,06-14,100,-0.015726764893337804,0.009799664044074024,-1.6048269433122015,0.11207470546120792,0.33977357890398374,0.028124011064721954
172,06-21,100,-0.02137792795748314,0.012953564168774075,-1.6503510291798205,0.1023960480757372,0.3408402425729631,0.029694176654929128
179,06-28,100,-0.02771384384665857,0.015440395639719027,-1.794892080055721,0.07606564197741024,0.3443995781551731,0.03493364099379981
186,07-05,100,-0.0395464863005847,0.016869329464435756,-2.344283238047924,0.021289461779244647,0.36017652022739366,0.05815784209947483
193,07-12,100,-0.0788823529411766,0.026703907044805613,-2.9539629840990114,0.004013004379125603,0.381325256013033,0.08928950822134618
200,07-19,100,-0.12507238307349666,0.023621664571955442,-5.294816658347925,8.513070935747933e-07,0.4833981168716053,0.23954426843784327
207,07-26,100,-0.036203573520796783,0.027518677584821103,-1.3156000468847435,0.19168733036655392,0.33362714559085627,0.01907624992740764
214,08-02,100,0.1020815438189205,0.025450928738864956,4.010916256389356,0.00012563036263995547,0.4246644584939485,0.1530863041764121
221,08-09,100,0.0615602914389799,0.02091641942764543,2.9431562917319907,0.0041426988077710855,0.3809215467422554,0.08869523429615545
228,08-16,100,0.035438328646042586,0.01840811203797061,1.9251473792067086,0.057404472336363296,0.3478262571876293,0.03997783033100277
235,08-23,100,0.011128172426986488,0.01829596093717013,0.6082310989404476,0.544583323693871,0.32348012015809147,0.00413947965873418
242,08-30,100,-0.06176765178681825,0.01682381632381613,-3.6714411639990825,0.00041092554810672735,0.41002292000474894,0.13153345617753542
249,09-06,100,-0.03361672998820907,0.012647096909993796,-2.658059017610988,0.009317128808816324,0.3706306178285814,0.07354663315650944
256,09-13,100,-0.033995549594586436,0.012152942001809018,-2.797310280056142,0.006314958851607824,0.37556851054122053,0.08081538098302898
