comarca,year,pheno_key,flower_cum_et0,flower_cum_precip,flower_max_vpd,flower_mean_tmax,flower_mean_tmin,flower_mean_vpd,flower_n_days_vpd_gt2,fruit_set_cum_et0,fruit_set_cum_precip,fruit_set_max_vpd,fruit_set_mean_tmax,fruit_set_mean_tmin,fruit_set_mean_vpd,fruit_set_n_days_vpd_gt2,maturation_cum_et0,maturation_cum_precip,maturation_max_vpd,maturation_mean_tmax,maturation_mean_tmin,maturation_mean_vpd,maturation_n_days_vpd_gt2
Alt Empordà,2017,olive,314.02843727087105,60.68732596929154,2.9145620482046364,25.505393460845603,16.67777984084634,1.8147758515111356,24,354.7654869123634,30.659203926704528,3.282602183083882,29.116942257264522,20.61480103316712,2.209940880105986,38,247.8292755216615,104.73677984059937,1.9784401218690841,20.578659055074446,12.253966059733175,1.2655754974273268,4
Alt Empordà,2018,olive,310.20516298370046,93.51293997119028,2.769236620411463,24.718436967614906,16.172085949369404,1.770701001244196,20,370.36556908879726,57.190509380835415,3.8117748154038105,31.245329650487125,21.842509672201967,2.770004140894289,61,240.58445601250722,343.66169153423715,2.3223279074209464,21.359833253161494,13.951738212461066,1.2320597347315358,12
Alt Empordà,2019,olive,328.27246481766923,61.34968425764051,3.1828046604990274,23.78850999329026,14.5664257813013,1.8086868645634304,21,368.27303948042095,32.531185738902664,3.3333148181972887,30.655003541568323,21.669128329148496,2.5590806223729774,56,242.0582046942348,347.37763753841307,2.577159479204269,21.07487481672189,13.301523654698597,1.2703383554040413,9
Alt Empordà,2020,olive,286.61430596759584,111.46322000479914,2.3663781512436373,24.15036812757098,16.184446592886157,1.544314887075043,10,352.9346066941889,47.95062100079153,2.870699312164034,29.603571184518632,20.749533246497126,2.2919996010709447,48,225.40351795120122,231.5788501304564,2.0315168401297057,20.279402460765706,12.566836154189275,1.1429148688045305,5
Alt Empordà,2021,olive,299.72320027116393,72.17421095647212,2.891706895177504,24.174413622828887,15.925684157076256,1.7140284599587037,19,345.38551538528213,37.23460009946263,3.237907289021259,28.864471321835907,20.288422888372498,2.2795352284916865,44,260.85299174900035,230.96857502507913,2.135705332003141,20.89436265037426,13.383719877595137,1.2841317283033487,9
Alt Empordà,2022,olive,351.0869468274761,43.89472532756705,3.073095472415313,26.756108066949594,17.440100500813845,2.0488001238068008,32,379.60001287711674,37.88541939784871,3.756804696267755,31.781746570421095,22.245664712841254,2.7996440537542653,60,258.62409744193286,114.20068162483834,2.5582041158795854,23.066359300644127,14.979616840247685,1.4619689886611449,18
Alt Empordà,2023,olive,337.95500637328155,62.64851505779137,3.189127321653732,25.895996709026306,16.771579711949215,2.0158913597429358,25,380.26891477276644,77.65956736054929,3.7769605713280114,30.853006108236084,21.782550206926523,2.61728366444152,56,258.42410800350956,111.62430916903708,2.199422671936466,22.96918696281206,14.750057019693307,1.4340475936375745,10
Alt Empordà,2024,olive,287.60010435631597,122.76395372485005,2.368741867378597,23.404245371928464,15.371936211936044,1.539390498587367,11,394.47936816210756,23.50302622515191,3.7707063062227237,31.369681727023387,21.729002966454566,2.806995075567139,60,242.51357180037488,229.21118986394453,2.5132216196583075,21.270310541436274,14.201853976798272,1.204018428384168,9
Alt Penedès,2016,olive,293.3183597749311,73.33734675263503,2.277019914194377,23.153250529410393,13.198979982514526,1.5898495077979036,12,321.1344919083204,52.38264174022134,2.7870552649496787,28.452250758451548,18.147235774761967,2.07663566977445,35,199.43860917828508,265.4281601851085,2.2544458118526234,20.376513263578243,12.1115972180029,1.089153391529309,8
Alt Penedès,2017,olive,323.0236128394533,41.292286399842645,3.199849377889715,25.618511426378074,14.672991579399158,1.9896626845787972,29,325.4780120260265,90.15256624984964,2.9503676823206733,28.912718956828805,19.021452737299033,2.1113734524762076,33,205.5972083053209,180.00664228789898,1.8141987808090552,20.159472043712913,11.057134821067336,1.1180106962475864,2
Alt Penedès,2018,olive,279.4657440942811,142.868963421988,2.467468222207701,23.469891567817015,14.058431510914,1.5496641708940029,11,311.33511585788193,171.48245749067,3.3947901295811813,29.37809713763493,19.107809028413406,2.194348981079782,38,197.29482189067517,384.78725199977424,1.8719805255419737,20.139944115644063,12.142988701342317,1.0188232185882433,2
Alt Penedès,2019,olive,305.7350453725466,82.81337051832442,3.3616007471065488,23.34353524783758,12.879595015945151,1.7740574421190343,16,319.43128887160117,91.94451507077996,2.9339283196229755,29.265699385398282,18.91125694786281,2.1872032369077177,42,228.24614612769102,269.070294864466,2.0481012666977043,20.312174741710752,11.897930532000538,1.1649206384759299,5
Alt Penedès,2020,olive,275.23662770779686,133.96568882254175,2.087615238207325,23.363690444756514,13.935588268513909,1.4597950342509365,4,313.65757934161695,84.9731998914078,2.86478537795265,28.4956789204608,18.619920388183672,2.0391374340088455,27,219.44656512305508,212.67383593677243,1.9642037493938402,19.938091448106462,11.138006468964608,1.1582721286050226,3
