comarca,year,crop_catalan,crop_group,pheno_key,seca_ha,yield_tha,flower_cum_et0,flower_cum_precip,flower_max_vpd,flower_mean_tmax,flower_mean_tmin,flower_mean_vpd,flower_n_days_vpd_gt2,fruit_set_cum_et0,fruit_set_cum_precip,fruit_set_max_vpd,fruit_set_mean_tmax,fruit_set_mean_tmin,fruit_set_mean_vpd,fruit_set_n_days_vpd_gt2,maturation_cum_et0,maturation_cum_precip,maturation_max_vpd,maturation_mean_tmax,maturation_mean_tmin,maturation_mean_vpd,maturation_n_days_vpd_gt2
Montsià,2018,Olivera per a oliva d'oli,olive,olive,13096.0,0.761,284.66532894681944,166.25354238366492,2.6770081959327903,23.865582480581253,14.6868349439842,1.6151119626178194,14,320.7391098970413,91.65388483809824,3.315515580952066,30.00041510974039,19.781059813792496,2.382483998342282,46,214.67844011852537,334.5267966393433,2.4627801775413456,21.24777170764111,13.473172109854474,1.2348883155850174,12
Noguera,2018,Olivera per a oliva d'oli,olive,olive,1144.0,0.85,290.2390291474432,206.85766229080264,3.207269402682507,25.23418567335253,14.445587103059616,1.9589555540080832,20,353.1697487424062,117.19588768402666,4.534648406130507,31.97050176818521,19.72078924597488,3.1455326247797637,59,205.78626457680167,288.7491228806128,2.7222101562494383,20.70723259474705,11.59654007551768,1.3431586272426197,23
Pallars Jussà,2018,Olivera per a oliva d'oli,olive,olive,719.0,0.85,239.78755041747627,303.6873892735924,2.1848838094024083,21.7710663778986,11.182989374143284,1.428012462988855,10,284.5109106538493,130.32160054464867,3.2335706233133226,28.124741373208373,15.973160463447908,2.290343113390122,44,170.06067734453032,350.0078002815306,2.21909618499198,18.525636064369134,8.58725060232728,1.1781041678590998,9
Pla d'Urgell,2018,Olivera per a oliva d'oli,olive,olive,28.0,0.87,313.2713267803192,159.66000203043222,3.98756525130072,26.670095086642363,14.579157206423348,2.280435690675741,30,375.2177839279175,111.29000061377884,5.034874421739899,33.71629120367029,20.231676000797307,3.6200523614501625,60,223.4760833978653,251.85000203177333,3.0645675935830115,21.920151800628293,11.724879878946462,1.5101563032452556,32
Priorat,2018,Olivera per a oliva d'oli,olive,olive,1642.0,0.845,307.5465692238726,131.06667132758938,3.286099218143454,24.5871819742007,13.946865101961004,1.8786556332761928,20,366.86765921498585,74.56222264982334,4.013020000910767,31.38280216974632,19.43878304665441,2.9050849738682576,57,217.57121324032525,267.3060711040329,2.6859443330496497,20.768728397823136,11.81780004063986,1.2716902865116475,18
Ribera d'Ebre,2018,Olivera per a oliva d'oli,olive,olive,4700.0,0.702,316.5085916637884,135.41887579102607,3.639817179770551,25.858702686567767,14.963282764672384,2.0671379166622827,25,377.1607426880382,74.97547521476403,4.4086196165604745,32.67452064214675,20.364104931414804,3.1830559206462645,61,229.62896555327544,268.36004748705227,2.997890644627849,21.88249395556051,12.853496874353796,1.4210831469015868,22
Segrià,2018,Olivera per a oliva d'oli,olive,olive,7941.0,0.79,324.9935187960118,116.21573090257084,3.6619425777215375,25.690101989200183,14.527316842726297,2.0616304369878,23,394.9743986915303,55.01277175106717,4.527329643140662,32.80193798159199,19.992205966522096,3.301968671257837,61,227.0425258391536,237.32875124434355,2.8932093697583827,21.356229084646888,12.088670222054734,1.3591180385378625,24
Tarragonès,2018,Olivera per a oliva d'oli,olive,olive,886.0,1.206,290.64075735016297,82.88049801167334,2.2414101480708384,23.801494035286247,16.32327446664784,1.3937275196530028,7,318.0466062275348,114.5562403288907,2.800141683379144,29.142007498438623,21.859828748421435,1.8187182195395333,18,223.4662001385617,308.32660495318527,1.9969192091547268,21.64473108771152,14.92771623140866,1.080190222712914,4
Terra Alta,2018,Olivera per a oliva d'oli,olive,olive,4520.0,0.603,321.3302089708533,135.8487095778861,3.383008816360666,24.697948557696822,14.144976907521846,1.922654369234594,22,385.7819160169829,69.39813152430507,4.174354417624968,31.68481712792365,19.358398628341924,3.038894782049578,59,247.4092200243568,270.915974668777,2.86732126753598,20.820981283018167,12.323664015024436,1.3434026417429206,20
Urgell,2018,Olivera per a oliva d'oli,olive,olive,2398.0,0.84,286.0382551267565,203.84999926202,2.908919865366769,23.72762038935316,13.29158018799277,1.6705064186891077,17,353.3964306181659,129.79000212810934,3.9645834388453016,30.73369116678428,18.973397434705767,2.756948129547113,51,211.289994673435,287.2500012610108,2.438618813300116,20.060046955898603,11.378909113608858,1.188798079483871,12
Vallès Oriental,2018,Olivera per a oliva d'oli,olive,olive,269.0,1.7,236.6096229553223,199.81999969482425,2.0928205647142524,22.433935862019663,14.502314247969975,1.3337700377906012,4,274.36720156669617,185.0699987988919,2.955182254337019,28.42473887907361,19.798208077977343,1.9787664554624709,29,169.11792343854904,399.33000007271767,1.7612728414284675,19.85552241015711,13.07887654015797,1.021633802849139,0
Alt Camp,2019,Olivera per a oliva d'oli,olive,olive,1468.0,2.05,299.8123921999703,78.6443725981886,3.403325840063966,23.72805000865493,13.130651721750382,1.8126376984468744,17,312.50987442377294,97.16935123825706,3.0069559604110903,29.424636133935767,19.18197653537648,2.217154036918756,44,228.57733066091956,226.64671932919663,2.0738776474514067,20.73541335515297,12.57522730077226,1.2137216863417466,5
Alt Empordà,2019,Olivera per a oliva d'oli,olive,olive,2652.0,1.431,328.27246481766923,61.34968425764051,3.1828046604990274,23.78850999329026,14.5664257813013,1.8086868645634304,21,368.27303948042095,32.531185738902664,3.3333148181972887,30.655003541568323,21.669128329148496,2.5590806223729774,56,242.0582046942348,347.37763753841307,2.577159479204269,21.07487481672189,13.301523654698595,1.2703383554040413,9
Alt Penedès,2019,Olivera per a oliva d'oli,olive,olive,671.0,0.91,305.7350453725466,82.81337051832442,3.3616007471065488,23.34353524783758,12.879595015945153,1.7740574421190345,16,319.4312888716012,91.94451507077996,2.9339283196229755,29.26569938539828,18.91125694786281,2.1872032369077177,42,228.24614612769105,269.070294864466,2.0481012666977043,20.312174741710752,11.897930532000538,1.16492063847593,5
Alt Urgell,2019,Olivera per a oliva d'oli,olive,olive,47.0,0.84,254.70461285114288,130.04000044241548,3.31081087187368,20.291590420412987,9.094296278987528,1.575170430927018,13,278.82237815856934,151.6799996085465,3.067811187147405,26.381219942178824,14.862807998189403,2.0824150267642647,33,174.8240007162094,227.45000039227307,2.1211520580125205,16.97532740676328,6.708002477054321,1.1521008837444984,8
Anoia,2019,Olivera per a oliva d'oli,olive,olive,533.0,0.8,305.44919201511175,93.43000051006676,4.092950927882629,24.60027106533919,12.913186886082952,2.03930852632353,24,318.35694155994867,141.09000052325428,3.5333740088877748,30.393995027289343,19.112260026355887,2.477172001972314,49,214.6353152629061,271.3600043915212,2.314186563165622,20.7556885180305,11.042950253624346,1.2847444624224584,12
Baix Camp,2019,Olivera per a oliva d'oli,olive,olive,2395.0,2.15,305.5869453809838,64.63229370314258,2.7345250088789785,23.10112162651165,14.27318491316631,1.5943369948753423,10,329.70367168091195,51.37264245230072,2.780348057671805,29.374743946179407,20.87425951278351,2.0729813323472794,32,264.398300321702,225.19848016077492,2.2672046208005687,21.437920181696207,14.073693162852129,1.275177731925299,12
Baix Ebre,2019,Olivera per a oliva d'oli,olive,olive,17400.0,1.825,324.61042022959475,52.43369845226463,3.038003387537269,24.502336279562293,14.526335542425574,1.8585945610743624,19,346.4891906707407,76.68678190604051,3.2440843511928663,30.777581331887312,20.904651637557503,2.410031806364461,51,279.42142583836835,182.65284126001325,2.4626887108956,22.396029969806165,14.139466730644584,1.4739748058391835,20
Baix Empordà,2019,Olivera per a oliva d'oli,olive,olive,547.0,1.127,306.31414983060296,51.78104487056038,2.813945128036459,22.993793803734054,14.108926488120348,1.577348935685938,10,346.8735856912923,49.73670996825015,2.832128094509039,30.105847130006957,21.5204765557974,2.2425881147497555,47,222.7875252402621,355.1444544502297,2.168510446680952,20.876302139275307,13.046362789394689,1.1504107644301838,7
Baix Llobregat,2019,Olivera per a oliva d'oli,olive,olive,427.0,1.28,300.488692257391,99.55548571186326,4.159959270818097,24.888336096331336,13.284050802141936,2.066611809322045,26,316.194805888348,131.3691215089457,3.5650300118954346,30.80018798896725,19.59285487783464,2.5607417314815484,52,208.89434927114667,316.0111236731236,2.3412787708062424,21.08580570046808,11.64256283804487,1.3016434548293994,13
Baix Penedès,2019,Olivera per a oliva d'oli,olive,olive,1138.0,2.085,298.111427651488,76.86951327559423,3.1553042134436278,23.73597747771276,14.823029007085593,1.722448047328088,15,313.5992304062019,80.85730750111892,2.810836727417596,29.455760267726102,21.042262914307507,2.1144197219067355,39,227.9133870545008,219.45059498542668,2.0197812623928595,21.332335529738003,14.136047015041823,1.2086811016596837,4
Conca de Barberà,2019,Olivera per a oliva d'oli,olive,olive,820.0,1.6,311.2652260435475,72.06000102311373,3.6671436214664026,22.946153591701226,11.699140761919024,1.8506269112634983,18,331.8464471588473,103.6299995984882,3.333551105407111,29.155454495435787,17.941370080201118,2.408671994421188,46,227.1734652176781,231.73999874666333,2.199545912794739,19.30797357560587,10.841876310716865,1.1885618958609705,11
Garrigues,2019,Olivera per a oliva d'oli,olive,olive,14459.0,0.84,358.30737471252627,60.05269277490307,4.426709174213017,25.273090365997863,12.701397023104931,2.323569510416892,40,384.0983206285114,75.32219867168891,4.215241537561935,31.45534930889007,18.97322197124082,3.0604602425070526,59,253.88852130740128,174.57261703395085,2.735990826482836,20.775159358109452,11.48851647483174,1.4596188605833156,28
Montsià,2019,Olivera per a oliva d'oli,olive,olive,12961.0,1.155,319.72465844360045,54.687918383468585,3.1734612244261067,24.18284211071203,13.928866227985816,1.884661424321065,19,328.4335753973388,94.00900128618714,3.252021427923862,29.71467486213537,19.649018943449395,2.3497256979894194,51,249.34955178847176,168.30933105320955,2.3434402119948308,21.53804431326072,13.379971789067778,1.39751739765674,16
Noguera,2019,Olivera per a oliva d'oli,olive,olive,1180.0,0.87,357.4059355582093,69.42200074600056,5.299031973173539,26.81590038595317,13.556099576938106,2.714668898952348,44,372.79942711347707,102.23724764628864,4.830073759849976,32.504121442634585,19.965744570680474,3.382082315256957,57,231.83121119303095,196.64867722283884,2.875730271025778,20.83224279260429,11.220631622035944,1.5216124638124866,30
Pallars Jussà,2019,Olivera per a oliva d'oli,olive,olive,694.0,0.87,281.2488141250428,112.7263547184178,4.052518605712968,23.117378019320626,10.278672719421357,2.0160177447645493,24,302.394766629565,134.4166210368294,3.7607918216147582,29.075537655727388,16.51454054849625,2.627987681665348,53,181.83344484367288,215.2638600940325,2.524393222832991,18.6533965815895,7.9674614427274415,1.3393666700522249,21
Pla d'Urgell,2019,Olivera per a oliva d'oli,olive,olive,26.0,0.88,373.6977784633637,53.93999948352575,5.7146715688013,27.86755832546792,13.696204125448704,2.916348712377568,50,388.76828479766846,87.63000033609569,5.256946050763096,33.909728349272605,20.131961290930874,3.747051386547428,60,253.1321231722832,185.33000413514677,3.131892746241598,22.02969414427098,11.416157016115934,1.6757295740432443,35
Priorat,2019,Olivera per a oliva d'oli,olive,olive,1502.0,1.635,344.35998382438135,63.74235566803184,3.903798894279672,24.891063102497466,12.739084986423432,2.1716868795261037,37,370.0651595479795,72.70761930757503,3.8794936585985615,31.03819598116697,19.098031426026264,2.85152004156516,57,253.13255574904773,178.4544693088534,2.681533530984705,21.078752948633845,11.812817473185063,1.4567473584543953,25
Ribera d'Ebre,2019,Olivera per a oliva d'oli,olive,olive,4197.0,1.095,356.7320511333912,63.23899325705184,4.2507341203565785,26.203880535939657,13.787354637376357,2.382327949637119,44,381.1830053823897,75.65878147220916,4.2772943519706645,32.30323055540981,20.03939256542205,3.120930699183708,60,269.65562250890025,173.69784480659007,2.9493748841072684,22.208512101754824,12.850614961518652,1.619520516551888,34
Segrià,2019,Olivera per a oliva d'oli,olive,olive,7810.0,0.83,371.5495289430223,54.37448527320717,4.650789163262301,26.315942859849564,13.294086509659396,2.4704468353395126,44,399.9648855018863,57.81433076555734,4.517277295538732,32.529318325458206,19.602588119954813,3.2739210345016114,60,263.2582240621324,151.1332742712823,2.909599418055005,21.63604932569088,12.033162628477973,1.5577826407934978,31
Tarragonès,2019,Olivera per a oliva d'oli,olive,olive,1026.0,2.355,304.0669455042779,64.30440793344283,2.524723116333577,23.281709756987897,15.130799428621383,1.50842166328233,8,326.99641980348963,49.0981481520619,2.5835437836519737,29.255339460653115,21.758965481205944,1.8991027589823248,23,258.64326354305985,225.51080107276408,2.166589527490896,21.96098546304701,14.877132253734503,1.2540761544432857,11
Terra Alta,2019,Olivera per a oliva d'oli,olive,olive,4405.0,1.3,367.2867041592911,57.34446702582373,4.085901070111759,25.27638648569487,13.124042377091495,2.269801009870637,38,392.94568838258925,80.0209355749264,4.200013277164303,31.36027820799994,19.10007947080305,2.9955373622450074,58,288.51407970895536,156.5838347605312,2.7299641830485397,21.061186779173,12.240988530902682,1.5022142865949812,28
Urgell,2019,Olivera per a oliva d'oli,olive,olive,2577.0,0.86,351.1400034334822,57.51999939791859,4.547145763866867,25.05469479995911,12.520299964997305,2.295407736488703,34,369.1744068138954,118.49000165611506,4.156579976073602,30.99900903836052,18.88252444356104,2.884915123360405,56,242.24369162414035,195.91000332683325,2.480811397149824,20.11058891359588,11.03218705232813,1.3295041839858353,21
Vallès Oriental,2019,Olivera per a oliva d'oli,olive,olive,215.0,1.75,263.4752901792526,94.26999855227768,3.2399722137970954,22.35342398717976,13.12158895019846,1.5752952326054144,10,287.75302362442017,115.13999893702568,2.874116275696656,28.853247022344785,19.882650708868223,2.114215823810357,39,182.071386128664,346.9200005810708,1.9413286390250484,19.73248962019317,12.40147215743132,1.092861659246621,4
Alt Camp,2020,Olivera per a oliva d'oli,olive,olive,1416.0,1.022,266.74321775239594,147.65237092395623,2.0866838398017302,23.519656057823283,14.10303157276624,1.4433618944895965,6,317.30847875143445,96.60904931571324,3.13742642062117,29.179607353757504,18.99761922700941,2.247650821025801,43,225.7138620513228,141.55425495794827,2.0438471412098997,20.55946426127183,12.008569305046231,1.248413226448717,4
Alt Empordà,2020,Olivera per a oliva d'oli,olive,olive,2677.0,1.503,286.61430596759584,111.46322000479914,2.3663781512436373,24.15036812757098,16.184446592886157,1.544314887075043,10,352.9346066941889,47.95062100079153,2.870699312164034,29.603571184518632,20.749533246497126,2.2919996010709447,48,225.4035179512012,231.5788501304564,2.0315168401297057,20.279402460765706,12.566836154189277,1.1429148688045303,5
Alt Penedès,2020,Olivera per a oliva d'oli,olive,olive,654.0,0.75,275.23662770779686,133.96568882254175,2.087615238207325,23.363690444756514,13.935588268513907,1.4597950342509365,4,313.6575793416169,84.9731998914078,2.86478537795265,28.4956789204608,18.619920388183672,2.039137434008845,27,219.44656512305508,212.67383593677243,1.96420374939384,19.938091448106466,11.138006468964608,1.1582721286050226,3
Alt Urgell,2020,Olivera per a oliva d'oli,olive,olive,46.0,0.91,222.51490938663483,335.6600037608296,1.9462017727167864,19.829378186166064,10.130622703007766,1.2149687161454366,3,270.2464864253998,183.8200023304671,2.6853403546752213,25.40791199422015,14.319154079338595,1.878973291973102,24,157.18900734186172,207.7999977618456,1.6288199780001391,15.962097533609096,6.1825400854420245,0.9837675862054808,0
Anoia,2020,Olivera per a oliva d'oli,olive,olive,530.0,1.02,269.0353240441646,167.21000059135258,2.236979342826957,24.080146090185107,14.001709973817787,1.5697405213333149,8,311.90676557072163,114.46999922581016,3.430414344730601,29.640548330255356,18.787432036992264,2.320198848144937,40,201.7603323929308,231.75999710708857,2.008179387133639,19.991725395475832,10.187713102547876,1.188073120023526,5
Baix Camp,2020,Olivera per a oliva d'oli,olive,olive,2438.0,1.657,279.48741476667976,120.30274297033212,1.9449585240994076,23.508683577043268,15.78240225802453,1.3515997276186678,2,338.64156435136164,56.41186466555445,2.878794741680593,29.18564854367909,20.70162460121705,2.121810654926611,37,256.57183920608287,107.8480079778665,2.0899543335010677,21.294933975975272,13.557151590467848,1.283826596575789,6
Baix Ebre,2020,Olivera per a oliva d'oli,olive,olive,17447.0,1.556,289.0791448089921,123.34246742171004,2.1482697824226915,24.789781783851645,15.978924189338336,1.5634909876992922,10,353.6831946366439,35.5228794094388,3.166635709262773,30.35115995570997,20.726179671190856,2.38181045925967,51,265.1791129709281,133.60668241958575,2.362292426819735,22.07622803353679,13.572077689132184,1.4281108630069417,16
Baix Empordà,2020,Olivera per a oliva d'oli,olive,olive,556.0,1.516,281.9782397027195,76.12799383137764,2.1165696173641075,24.096437257510868,16.032537998527317,1.46677840286324,4,331.5308966711208,39.97306113802819,2.5619218460181075,29.314408783212155,20.756802723851,2.0849503625918886,35,214.12157896298189,200.0890592537247,1.9702929710554624,20.41353181199257,12.438816713765076,1.0985206259261884,4
Baix Llobregat,2020,Olivera per a oliva d'oli,olive,olive,423.0,1.36,268.5515167238476,167.75097445771644,2.3551778457431367,24.593345560377703,14.453998597206404,1.6637610991962568,12,304.3269865093432,110.16717914022944,3.334433931345861,29.79000251400729,19.2065637566436,2.308535587132876,47,198.61079934086945,239.51672654179887,2.1314866384663818,20.467364769573653,10.802145706986089,1.2415865851492591,6
Baix Penedès,2020,Olivera per a oliva d'oli,olive,olive,1108.0,1.817,269.38649726137,133.12943873687243,2.056502706398447,23.788951504382133,15.864527916402,1.4167055856124722,4,316.566907135598,85.72645886707019,2.907362453286866,29.13431610330769,20.839812336586554,2.11028257727037,35,225.252192095805,149.39300612830343,2.0487058537673226,21.22814416953233,13.550156309338632,1.262234516494109,3
Conca de Barberà,2020,Olivera per a oliva d'oli,olive,olive,877.0,1.045,274.3698164138159,140.35999935492873,2.194524837836822,22.615881776003363,12.86099894447172,1.4795999659723145,6,341.0935188592475,98.03000146523118,3.4842800912245515,29.13447848017285,17.7946494037376,2.5102071468607337,53,224.3564505902642,110.4700012151152,2.084895534620148,19.106077228703843,10.301452835410055,1.1936399869540368,7
Garrigues,2020,Olivera per a oliva d'oli,olive,olive,14229.0,0.91,314.5081109796571,122.32832147812933,2.880913136559448,24.806213671501123,14.087802828579454,1.912743728273669,27,393.5398008862567,50.46003754616651,4.129145268652148,31.28551939065696,18.9149182288135,3.1077216544373463,58,245.7659699717916,88.4427594301766,2.632727946463374,20.37532469181225,10.956262846167531,1.3953534510042351,17
Montsià,2020,Olivera per a oliva d'oli,olive,olive,13235.0,1.636,271.7688301122289,168.87825790962808,2.0338210479805383,23.52916385339691,14.758603474884604,1.436951330341696,6,331.990114933039,46.165349089871874,2.989493246791578,29.32199235483981,19.3579681570872,2.3171667246865915,50,240.1281630253194,163.31562577483075,2.333927328039373,21.264459931385733,12.711051475559234,1.3833879786230736,12
Noguera,2020,Olivera per a oliva d'oli,olive,olive,1224.0,0.94,302.924183910996,213.89727702463392,3.035566835385945,25.74417903031222,14.772581618468204,2.0703247093619,34,370.7175160584668,84.24251742591993,4.703161503812327,32.24917734278919,19.893011339129245,3.3795671263773257,59,220.4977095106439,158.02659918816772,2.6970084570770854,20.004961679758264,10.636999498476136,1.369767420781017,16
Pallars Jussà,2020,Olivera per a oliva d'oli,olive,olive,736.0,0.94,246.0480710755465,281.77059997144613,2.2986726219587013,22.376185598781998,11.48985027989206,1.529980859023336,10,296.4693644234674,122.34361445056082,3.4038638327336592,28.200550898051088,15.990285664088995,2.4254101100256893,47,166.1230854668352,203.99532162879012,2.028795679217545,17.69272672963635,7.421685135413408,1.150411093991288,6
Pla d'Urgell,2020,Olivera per a oliva d'oli,olive,olive,28.0,0.95,326.3220319747925,140.7899990528822,3.5152561977038395,27.19494289898227,14.975130787205876,2.3776767914778847,41,395.15607213974,74.82000024802983,5.283011938893831,33.87758890953595,20.136754027353504,3.845907083512366,61,245.40505695343015,109.00000098906456,3.0427685191154192,21.467721327049137,10.926834144163664,1.5767648591209191,25
Priorat,2020,Olivera per a oliva d'oli,olive,olive,1400.0,1.025,301.16650366401086,122.72902130535036,2.612642533069316,24.43776667983106,14.105970405384442,1.7713361664105494,20,378.4292478567816,40.88933835449242,3.663703745920794,30.680382708809315,18.929977381130023,2.838437588825226,57,244.98513358015936,91.8768804127234,2.5497005690479626,20.762202440715956,11.182980121760062,1.4078481997923733,16
Ribera d'Ebre,2020,Olivera per a oliva d'oli,olive,olive,4212.0,1.03,306.4077856916617,129.4141086716538,2.8264255471645474,25.544611658268128,15.030332683708986,1.9095878872372385,27,389.129439822852,38.2065075868225,3.963451843810632,31.85480203817456,19.82884116980956,3.0771656305047723,61,260.78322543204405,96.8597344703433,2.8187628556002595,21.885106815599265,12.188630461999107,1.566763897632142,27
Segrià,2020,Olivera per a oliva d'oli,olive,olive,8528.0,0.9,325.8746566656655,114.69149229930336,3.1676113323483124,25.87762808177474,14.770221291021729,2.051387895871997,30,410.836103316786,27.288862824280876,4.344043342925592,32.311631698192365,19.58872488860989,3.307180355637602,62,253.67679055734536,77.9628005133656,2.8904412316797297,21.233589308786136,11.524943927101422,1.4908914641846354,22
Tarragonès,2020,Olivera per a oliva d'oli,olive,olive,1009.0,1.737,279.50513796056697,118.33267377392887,1.820563688710671,23.68842561197261,16.575664635366884,1.2626740999947066,1,335.22351309447095,57.32074502986929,2.6519536817410603,29.09858866895045,21.590314336822544,1.9594089228888605,30,251.99613411012905,110.15642123158187,2.020927275549267,21.857488957264327,14.378377082132909,1.2837143928277757,5
Terra Alta,2020,Olivera per a oliva d'oli,olive,olive,4701.0,0.977,310.3093178358976,143.9009325796297,2.6661889390495817,24.51509871317764,14.2266869811562,1.7972724860781597,22,400.6832483551679,32.463253738524294,3.7972238008355896,30.949277580284978,18.88965573327183,2.961935180711313,58,279.4825866688294,114.62388233617914,2.759637281588719,20.72586940519348,11.59598696327267,1.462484777220901,20
Urgell,2020,Olivera per a oliva d'oli,olive,olive,2766.0,0.93,302.3256358717876,134.42999954894185,2.634748523345715,24.473500914266257,13.74460305250404,1.8169809734662636,24,376.3027626174601,113.7699994556606,4.19344260653383,30.944877190592685,18.740954320897213,2.9766976307223145,57,230.10193071895637,120.52999999374153,2.1970208971933163,19.454104679277236,10.389381199993773,1.2315883957542448,8
Vallès Oriental,2020,Olivera per a oliva d'oli,olive,olive,181.0,1.81,240.94430124759677,136.92999975010753,1.91562033151077,22.70860707263698,14.640393281493289,1.3578165129855069,1,272.94018173217773,109.03999891132116,2.621220684148493,27.821027843129816,19.449397574417617,1.876729830357157,21,176.3179436326027,223.830002527684,1.8688177229492844,19.38956627766656,11.77122078648781,1.0813043418538968,3
Alt Camp,2021,Olivera per a oliva d'oli,olive,olive,1303.0,1.64,282.64783581456925,82.65016281457835,2.8551644489219283,23.588971113659078,14.048566559860449,1.6343841932695853,11,304.69783809643747,76.41887191232279,3.148859633871075,28.394699311505114,18.62770398749695,2.1171622272902533,36,201.95718277212595,251.94923557000524,1.726311452192861,20.05563292672616,12.36865995155632,1.0790016744361266,0
Alt Empordà,2021,Olivera per a oliva d'oli,olive,olive,2171.0,0.7,299.72320027116393,72.17421095647212,2.891706895177504,24.174413622828887,15.925684157076256,1.7140284599587037,19,345.38551538528213,37.23460009946263,3.237907289021259,28.864471321835907,20.288422888372494,2.2795352284916865,44,260.85299174900035,230.96857502507916,2.135705332003141,20.89436265037426,13.383719877595135,1.2841317283033489,9
Alt Penedès,2021,Olivera per a oliva d'oli,olive,olive,648.0,1.0,295.0631975101286,89.89847701821273,2.9489634235634985,23.526337618621245,13.862079573184712,1.670429799372187,11,315.72704255979073,81.37470659824706,3.145359516662139,28.38045130851105,18.36129480243808,2.1380389455653166,35,204.0517998178922,306.40084939203683,1.7923096161513308,19.689905462552566,11.833398206088985,1.0527737254547465,0
Alt Urgell,2021,Olivera per a oliva d'oli,olive,olive,47.0,0.91,229.48886394500727,164.5999993532896,1.9724598656729544,19.26505463580105,9.272703541570776,1.2390138642895858,4,276.861204624176,121.659998530522,3.107452363512059,25.471427442021305,14.428675760601198,1.992302016985632,25,160.54427194595337,244.50000035203996,1.667021260350705,16.344720220980314,6.955426592245769,1.0164708488517842,0
Anoia,2021,Olivera per a oliva d'oli,olive,olive,530.0,1.0,292.1433698495477,98.78000042028724,3.283106157899573,24.5431817051488,13.910711647531246,1.8584416590084043,20,319.6542401503328,90.27999980933964,3.862607174272552,29.78528839497977,18.761627174259555,2.5146028419882205,48,193.3276144017648,289.85000120289624,1.9387757759358248,20.11489648334272,11.080763699650891,1.1592168187934646,2
Baix Camp,2021,Olivera per a oliva d'oli,olive,olive,2504.0,1.72,290.44835538468965,57.35385157511118,2.447117383401834,23.355424346012416,15.534788386894256,1.4989003705030233,12,316.2180166989831,67.33235017843859,2.8410422751279705,28.00315224556144,20.07871068792706,1.8894251745480728,24,231.51924519737008,266.6735489761831,1.850158544724952,20.545885569704676,13.66246890669378,1.1064962732101082,2
Baix Ebre,2021,Olivera per a oliva d'oli,olive,olive,17266.0,1.714,304.33153161410024,49.72152042138725,2.893530148112476,24.91234420732672,15.721474894161572,1.7989805661810636,17,334.90142239395215,78.4243873303964,3.078311582596997,29.409963156947704,20.266054592720007,2.222852185756666,37,247.81232818737007,284.8599595750963,2.025904680759953,21.174770908504875,13.76599474364871,1.2490303198496042,6
Baix Empordà,2021,Olivera per a oliva d'oli,olive,olive,539.0,0.9,284.52179490307566,63.95629973524834,2.553058996069109,23.549623537052327,15.46330339010629,1.5073672566346168,13,331.0027426689312,34.33450194587101,2.78838665903522,28.55781136503505,20.243572763726068,2.0887061305303654,37,235.6452561605029,275.18535365274084,1.723777610161769,20.56925391635005,13.235178306417396,1.126120394264586,1
Baix Llobregat,2021,Olivera per a oliva d'oli,olive,olive,433.0,1.2,289.7501695918118,97.506631630633,3.3471465288547955,24.9868614528,14.330918463672427,1.9317469580087772,27,315.3140388970272,83.08921311599653,4.015959680531689,30.2393227844724,19.179607582707877,2.60497571210101,51,192.9254523413435,299.3378452904692,2.015462389516629,20.58126350972501,11.811677708296164,1.2068268951893082,4
Baix Penedès,2021,Olivera per a oliva d'oli,olive,olive,1106.0,1.668,282.97847001168884,80.16475515705223,2.710218391782961,23.70504720350739,15.768515536951444,1.5698620264267813,10,304.8766816507321,76.4280322949867,2.952653448598757,28.43417936280904,20.403387142830763,2.012020096681767,28,202.8473129523057,267.36883225525764,1.7518054274820591,20.7196440593552,13.92067755884816,1.0935604780995123,0
Conca de Barberà,2021,Olivera per a oliva d'oli,olive,olive,868.0,1.314,292.17479914780887,76.74999922886491,2.968950394916632,22.725438989177626,12.7855578658773,1.6652569897478209,14,323.15487926910936,68.16000084020197,3.4931825066286413,27.91364632328702,17.37029841134118,2.2502963354057037,41,197.9512100028745,212.90999818220732,1.707843593240058,18.484416777600018,10.584057519187374,1.029862450662567,0
Garrigues,2021,Olivera per a oliva d'oli,olive,olive,14099.0,0.83,336.83964084707554,53.13718360892364,3.559103423572464,25.06724370469176,14.059210397325028,2.1492460095568178,31,377.697294262685,49.08050986263399,4.304193378274485,30.24052721803256,18.4976358995485,2.8815504662964107,55,223.90884205077984,174.63118534196954,2.0920502408139616,19.85020864734541,11.179424903477594,1.252887703962846,7
Montsià,2021,Olivera per a oliva d'oli,olive,olive,14006.0,1.539,284.63361623052697,68.04809425222386,2.800026129206376,23.96378593353618,14.732031957044258,1.7093870044048705,17,317.93745600394044,92.9122857604922,3.188639754600627,28.64879667764401,19.212397858272404,2.207809909610501,37,216.6889011426863,292.3884979768005,1.7651212819749584,20.220430170946727,12.99566986671156,1.138888119744634,0
Noguera,2021,Olivera per a oliva d'oli,olive,olive,1213.0,0.86,325.68543679938915,95.55206373737232,3.7342565584385303,25.912971972634647,14.603640761051029,2.299734964752843,39,376.9880498725006,77.20745212324451,4.882587733111527,31.67675874414281,19.45881431201565,3.296381183555917,57,208.24256401122307,179.6637391846643,2.2235266020534685,20.125519110223365,11.101522189293268,1.3365566940438915,8
