year,comarca,crop_catalan,crop_en,crop_group,pheno_key,seca_ha,seca_kg_ha,yield_tha,regadiu_ha,regadiu_kg_ha,yield_irrig_tha
2015,Alt Camp,Vinya de raïm per a vi,Wine grape,vine,vine,5827.0,9165.0,9.165,28.0,13748.0,13.748
2015,Alt Camp,Olivera per a oliva d'oli,Oil olive,olive,olive,1592.0,2442.0,2.442,361.0,4883.0,4.883
2015,Alt Camp,Ametller,Almond,nut,almond,1587.0,292.0,0.292,108.0,876.0,0.876
2015,Alt Camp,Avellaner,Hazelnut,nut,hazelnut,222.0,568.0,0.568,1711.0,1135.0,1.135
2015,Alt Camp,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,3.0,2997.0,2.997,75.0,5995.0,5.995
2015,Alt Camp,Magraner,Pomegranate,other,other,3.0,5000.0,5.0,0.0,0.0,
2015,Alt Camp,Noguera,Walnut,nut,walnut,22.0,1000.0,1.0,31.0,2500.0,2.5
2015,Alt Camp,Pomera,Apple,pome_fruit,pome_fruit,2.0,10584.0,10.584,6.0,21168.0,21.168
2015,Alt Camp,Pruner,Plum,stone_fruit,stone_fruit,0.0,0.0,,1.0,9000.0,9.0
2015,Alt Empordà,Vinya de raïm per a vi,Wine grape,vine,vine,1729.0,3690.0,3.69,52.0,5490.0,5.49
2015,Alt Empordà,Olivera per a oliva d'oli,Oil olive,olive,olive,2685.0,1024.0,1.024,210.0,1400.0,1.4
2015,Alt Empordà,Albercoquer,Apricot,stone_fruit,apricot,2.0,6240.0,6.24,22.0,12500.0,12.5
2015,Alt Empordà,Ametller,Almond,nut,almond,6.0,560.0,0.56,0.0,0.0,
2015,Alt Empordà,Avellaner,Hazelnut,nut,hazelnut,4.0,800.0,0.8,0.0,1300.0,
2015,Alt Empordà,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,4.0,1660.0,1.66,97.0,3400.0,3.4
2015,Alt Empordà,Nectariner,Nectarine,stone_fruit,stone_fruit,0.0,0.0,,10.0,21000.0,21.0
2015,Alt Empordà,Noguera,Walnut,nut,walnut,8.0,700.0,0.7,15.0,1200.0,1.2
2015,Alt Empordà,Perera,Pear,pome_fruit,pome_fruit,0.0,0.0,,31.0,23200.0,23.2
2015,Alt Empordà,Pomera,Apple,pome_fruit,pome_fruit,0.0,9900.0,,1100.0,38600.0,38.6
2015,Alt Empordà,Presseguer,Peach,stone_fruit,stone_fruit,0.0,8500.0,,52.0,19100.0,19.1
2015,Alt Empordà,Pruner,Plum,stone_fruit,stone_fruit,0.0,5500.0,,2.0,9500.0,9.5
2015,Alt Penedès,Vinya de raïm per a vi,Wine grape,vine,vine,16666.0,10174.0,10.174,15.0,17000.0,17.0
2015,Alt Penedès,Olivera per a oliva d'oli,Oil olive,olive,olive,795.0,1300.0,1.3,79.0,2500.0,2.5
2015,Alt Penedès,Albercoquer,Apricot,stone_fruit,apricot,1.0,8800.0,8.8,2.0,15100.0,15.1
2015,Alt Penedès,Ametller,Almond,nut,almond,71.0,700.0,0.7,0.0,0.0,
2015,Alt Penedès,Avellaner,Hazelnut,nut,hazelnut,0.0,0.0,,1.0,1600.0,1.6
2015,Alt Penedès,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,27.0,1900.0,1.9,49.0,3900.0,3.9
2015,Alt Penedès,Nectariner,Nectarine,stone_fruit,stone_fruit,0.0,0.0,,12.0,17200.0,17.2
2015,Alt Penedès,Noguera,Walnut,nut,walnut,1.0,400.0,0.4,0.0,0.0,
2015,Alt Penedès,Perera,Pear,pome_fruit,pome_fruit,1.0,7300.0,7.3,4.0,16100.0,16.1
2015,Alt Penedès,Pomera,Apple,pome_fruit,pome_fruit,1.0,11100.0,11.1,16.0,23600.0,23.6
2015,Alt Penedès,Presseguer,Peach,stone_fruit,stone_fruit,75.0,7100.0,7.1,178.0,13000.0,13.0
2015,Alt Penedès,Pruner,Plum,stone_fruit,stone_fruit,2.0,5200.0,5.2,11.0,9300.0,9.3
2015,Alt Urgell,Vinya de raïm per a vi,Wine grape,vine,vine,15.0,4200.0,4.2,0.0,0.0,
2015,Alt Urgell,Olivera per a oliva d'oli,Oil olive,olive,olive,124.0,740.0,0.74,0.0,0.0,
2015,Alt Urgell,Ametller,Almond,nut,almond,8.0,300.0,0.3,1.0,690.0,0.69
2015,Alt Urgell,Perera,Pear,pome_fruit,pome_fruit,3.0,6720.0,6.72,11.0,12880.0,12.88
2015,Alt Urgell,Pomera,Apple,pome_fruit,pome_fruit,20.0,14000.0,14.0,39.0,30800.0,30.8
2015,Alt Urgell,Presseguer,Peach,stone_fruit,stone_fruit,1.0,8550.0,8.55,11.0,19710.0,19.71
2015,Alta Ribagorça,Pomera,Apple,pome_fruit,pome_fruit,0.0,0.0,,12.0,30810.0,30.81
2015,Anoia,Vinya de raïm per a vi,Wine grape,vine,vine,2206.0,7630.0,7.63,2.0,13000.0,13.0
2015,Anoia,Olivera per a oliva d'oli,Oil olive,olive,olive,591.0,700.0,0.7,26.0,1900.0,1.9
2015,Anoia,Albercoquer,Apricot,stone_fruit,apricot,1.0,8500.0,8.5,2.0,15900.0,15.9
2015,Anoia,Ametller,Almond,nut,almond,535.0,400.0,0.4,1.0,1200.0,1.2
2015,Anoia,Avellaner,Hazelnut,nut,hazelnut,3.0,500.0,0.5,0.0,0.0,
2015,Anoia,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,9.0,1900.0,1.9,9.0,3800.0,3.8
2015,Anoia,Nectariner,Nectarine,stone_fruit,stone_fruit,0.0,0.0,,2.0,15100.0,15.1
2015,Anoia,Noguera,Walnut,nut,walnut,18.0,400.0,0.4,0.0,0.0,
2015,Anoia,Perera,Pear,pome_fruit,pome_fruit,3.0,7300.0,7.3,3.0,16100.0,16.1
2015,Anoia,Pomera,Apple,pome_fruit,pome_fruit,2.0,10700.0,10.7,6.0,24100.0,24.1
2015,Anoia,Presseguer,Peach,stone_fruit,stone_fruit,12.0,7200.0,7.2,79.0,12800.0,12.8
2015,Anoia,Pruner,Plum,stone_fruit,stone_fruit,2.0,6600.0,6.6,1.0,9300.0,9.3
2015,Bages,Vinya de raïm per a vi,Wine grape,vine,vine,343.0,3750.0,3.75,25.0,11500.0,11.5
2015,Bages,Olivera per a oliva d'oli,Oil olive,olive,olive,167.0,600.0,0.6,28.0,1900.0,1.9
2015,Bages,Albercoquer,Apricot,stone_fruit,apricot,0.0,0.0,,3.0,14800.0,14.8
2015,Bages,Ametller,Almond,nut,almond,113.0,500.0,0.5,0.0,0.0,
2015,Bages,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,1.0,1900.0,1.9,3.0,4100.0,4.1
2015,Bages,Nectariner,Nectarine,stone_fruit,stone_fruit,1.0,8500.0,8.5,0.0,0.0,
2015,Bages,Noguera,Walnut,nut,walnut,11.0,500.0,0.5,11.0,2500.0,2.5
2015,Bages,Pomera,Apple,pome_fruit,pome_fruit,0.0,0.0,,2.0,24100.0,24.1
2015,Bages,Presseguer,Peach,stone_fruit,stone_fruit,3.0,7200.0,7.2,9.0,11900.0,11.9
2015,Bages,Pruner,Plum,stone_fruit,stone_fruit,2.0,5500.0,5.5,1.0,9300.0,9.3
2015,Baix Camp,Vinya de raïm per a vi,Wine grape,vine,vine,140.0,6848.0,6.848,4.0,10272.0,10.272
2015,Baix Camp,Olivera per a oliva d'oli,Oil olive,olive,olive,2581.0,2442.0,2.442,3301.0,4883.0,4.883
2015,Baix Camp,Albercoquer,Apricot,stone_fruit,apricot,0.0,0.0,,3.0,5635.0,5.635
2015,Baix Camp,Ametller,Almond,nut,almond,436.0,292.0,0.292,418.0,876.0,0.876
2015,Baix Camp,Avellaner,Hazelnut,nut,hazelnut,1501.0,568.0,0.568,3413.0,1135.0,1.135
2015,Baix Camp,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,2.0,2997.0,2.997,15.0,5995.0,5.995
2015,Baix Camp,Nectariner,Nectarine,stone_fruit,stone_fruit,0.0,0.0,,4.0,14423.0,14.423
2015,Baix Camp,Noguera,Walnut,nut,walnut,3.0,1000.0,1.0,18.0,2500.0,2.5
2015,Baix Camp,Perera,Pear,pome_fruit,pome_fruit,0.0,0.0,,7.0,11620.0,11.62
2015,Baix Camp,Pomera,Apple,pome_fruit,pome_fruit,0.0,0.0,,40.0,21168.0,21.168
2015,Baix Camp,Presseguer,Peach,stone_fruit,stone_fruit,0.0,0.0,,102.0,17688.0,17.688
2015,Baix Camp,Pruner,Plum,stone_fruit,stone_fruit,0.0,0.0,,12.0,9000.0,9.0
2015,Baix Ebre,Vinya de raïm per a vi,Wine grape,vine,vine,25.0,7342.0,7.342,13.0,11013.0,11.013
2015,Baix Ebre,Olivera per a oliva d'oli,Oil olive,olive,olive,19371.0,886.0,0.886,916.0,1773.0,1.773
2015,Baix Ebre,Albercoquer,Apricot,stone_fruit,apricot,0.0,0.0,,11.0,5635.0,5.635
2015,Baix Ebre,Ametller,Almond,nut,almond,1238.0,292.0,0.292,240.0,876.0,0.876
2015,Baix Ebre,Avellaner,Hazelnut,nut,hazelnut,4.0,568.0,0.568,8.0,1135.0,1.135
2015,Baix Ebre,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,2.0,2997.0,2.997,46.0,5995.0,5.995
2015,Baix Ebre,Nectariner,Nectarine,stone_fruit,stone_fruit,0.0,0.0,,19.0,14423.0,14.423
2015,Baix Ebre,Noguera,Walnut,nut,walnut,2.0,1000.0,1.0,2.0,2500.0,2.5
2015,Baix Ebre,Perera,Pear,pome_fruit,pome_fruit,0.0,0.0,,16.0,11620.0,11.62
2015,Baix Ebre,Pomera,Apple,pome_fruit,pome_fruit,0.0,0.0,,1.0,21168.0,21.168
2015,Baix Ebre,Presseguer,Peach,stone_fruit,stone_fruit,0.0,0.0,,148.0,17688.0,17.688
2015,Baix Ebre,Pruner,Plum,stone_fruit,stone_fruit,0.0,0.0,,3.0,9000.0,9.0
2015,Baix Empordà,Vinya de raïm per a vi,Wine grape,vine,vine,243.0,3400.0,3.4,1.0,5400.0,5.4
2015,Baix Empordà,Olivera per a oliva d'oli,Oil olive,olive,olive,549.0,816.0,0.816,9.0,1275.0,1.275
2015,Baix Empordà,Albercoquer,Apricot,stone_fruit,apricot,1.0,7800.0,7.8,3.0,13100.0,13.1
2015,Baix Empordà,Ametller,Almond,nut,almond,1.0,560.0,0.56,0.0,0.0,
2015,Baix Empordà,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,1.0,2000.0,2.0,4.0,3500.0,3.5
2015,Baix Empordà,Nectariner,Nectarine,stone_fruit,stone_fruit,0.0,0.0,,4.0,21000.0,21.0
2015,Baix Empordà,Noguera,Walnut,nut,walnut,0.0,0.0,,4.0,1200.0,1.2
2015,Baix Empordà,Perera,Pear,pome_fruit,pome_fruit,0.0,0.0,,20.0,24500.0,24.5
2015,Baix Empordà,Pomera,Apple,pome_fruit,pome_fruit,0.0,9265.0,,925.0,34000.0,34.0
2015,Baix Empordà,Presseguer,Peach,stone_fruit,stone_fruit,0.0,8500.0,,30.0,19100.0,19.1
2015,Baix Empordà,Pruner,Plum,stone_fruit,stone_fruit,0.0,0.0,,2.0,9500.0,9.5
2015,Baix Llobregat,Vinya de raïm per a vi,Wine grape,vine,vine,280.0,5962.0,5.962,1.0,15500.0,15.5
2015,Baix Llobregat,Olivera per a oliva d'oli,Oil olive,olive,olive,496.0,1300.0,1.3,36.0,2500.0,2.5
2015,Baix Llobregat,Albercoquer,Apricot,stone_fruit,apricot,1.0,9800.0,9.8,4.0,16800.0,16.8
2015,Baix Llobregat,Ametller,Almond,nut,almond,14.0,500.0,0.5,0.0,0.0,
2015,Baix Llobregat,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,45.0,2400.0,2.4,114.0,3800.0,3.8
2015,Baix Llobregat,Nectariner,Nectarine,stone_fruit,stone_fruit,1.0,8500.0,8.5,3.0,13100.0,13.1
2015,Baix Llobregat,Perera,Pear,pome_fruit,pome_fruit,0.0,0.0,,15.0,16100.0,16.1
2015,Baix Llobregat,Pomera,Apple,pome_fruit,pome_fruit,0.0,0.0,,23.0,24100.0,24.1
2015,Baix Llobregat,Presseguer,Peach,stone_fruit,stone_fruit,23.0,7400.0,7.4,89.0,13800.0,13.8
2015,Baix Llobregat,Pruner,Plum,stone_fruit,stone_fruit,5.0,7300.0,7.3,48.0,9300.0,9.3
2015,Baix Penedès,Vinya de raïm per a vi,Wine grape,vine,vine,3444.0,10795.0,10.795,39.0,16192.0,16.192
2015,Baix Penedès,Olivera per a oliva d'oli,Oil olive,olive,olive,1272.0,2442.0,2.442,121.0,4883.0,4.883
2015,Baix Penedès,Ametller,Almond,nut,almond,270.0,292.0,0.292,1.0,876.0,0.876
2015,Baix Penedès,Avellaner,Hazelnut,nut,hazelnut,5.0,568.0,0.568,0.0,0.0,
2015,Baix Penedès,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,0.0,0.0,,8.0,5995.0,5.995
2015,Baix Penedès,Pomera,Apple,pome_fruit,pome_fruit,0.0,0.0,,5.0,21168.0,21.168
2015,Baix Penedès,Presseguer,Peach,stone_fruit,stone_fruit,1.0,11792.0,11.792,22.0,17688.0,17.688
2015,Barcelonès,Vinya de raïm per a vi,Wine grape,vine,vine,3.0,8157.0,8.157,0.0,0.0,
2015,Berguedà,Vinya de raïm per a vi,Wine grape,vine,vine,5.0,5280.0,5.28,0.0,0.0,
2015,Berguedà,Pomera,Apple,pome_fruit,pome_fruit,0.0,0.0,,1.0,21400.0,21.4
2015,Cerdanya,Pomera,Apple,pome_fruit,pome_fruit,0.0,0.0,,1.0,9000.0,9.0
2015,Conca de Barberà,Vinya de raïm per a vi,Wine grape,vine,vine,3752.0,6885.0,6.885,25.0,10327.0,10.327
2015,Conca de Barberà,Olivera per a oliva d'oli,Oil olive,olive,olive,759.0,2442.0,2.442,35.0,4883.0,4.883
2015,Conca de Barberà,Albercoquer,Apricot,stone_fruit,apricot,0.0,0.0,,1.0,5635.0,5.635
2015,Conca de Barberà,Ametller,Almond,nut,almond,753.0,292.0,0.292,7.0,876.0,0.876
2015,Conca de Barberà,Avellaner,Hazelnut,nut,hazelnut,315.0,568.0,0.568,64.0,1135.0,1.135
2015,Conca de Barberà,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,1.0,2997.0,2.997,28.0,5995.0,5.995
2015,Conca de Barberà,Noguera,Walnut,nut,walnut,9.0,1000.0,1.0,20.0,2500.0,2.5
2015,Conca de Barberà,Perera,Pear,pome_fruit,pome_fruit,0.0,0.0,,2.0,11620.0,11.62
2015,Conca de Barberà,Pomera,Apple,pome_fruit,pome_fruit,0.0,0.0,,2.0,21168.0,21.168
2015,Garraf,Vinya de raïm per a vi,Wine grape,vine,vine,851.0,8157.0,8.157,1.0,17000.0,17.0
2015,Garraf,Olivera per a oliva d'oli,Oil olive,olive,olive,54.0,1100.0,1.1,2.0,2500.0,2.5
2015,Garraf,Albercoquer,Apricot,stone_fruit,apricot,2.0,8500.0,8.5,4.0,15900.0,15.9
2015,Garraf,Ametller,Almond,nut,almond,2.0,500.0,0.5,1.0,1300.0,1.3
2015,Garraf,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,3.0,1900.0,1.9,1.0,3800.0,3.8
2015,Garraf,Perera,Pear,pome_fruit,pome_fruit,4.0,7300.0,7.3,7.0,16100.0,16.1
2015,Garraf,Pomera,Apple,pome_fruit,pome_fruit,3.0,10800.0,10.8,8.0,24100.0,24.1
2015,Garraf,Presseguer,Peach,stone_fruit,stone_fruit,5.0,7200.0,7.2,13.0,12800.0,12.8
2015,Garraf,Pruner,Plum,stone_fruit,stone_fruit,3.0,5500.0,5.5,1.0,9300.0,9.3
2015,Garrigues,Vinya de raïm per a vi,Wine grape,vine,vine,586.0,5710.0,5.71,49.0,10490.0,10.49
2015,Garrigues,Olivera per a oliva d'oli,Oil olive,olive,olive,17227.0,790.0,0.79,4554.0,2680.0,2.68
2015,Garrigues,Albercoquer,Apricot,stone_fruit,apricot,0.0,0.0,,43.0,9410.0,9.41
2015,Garrigues,Ametller,Almond,nut,almond,5526.0,310.0,0.31,735.0,700.0,0.7
2015,Garrigues,Avellaner,Hazelnut,nut,hazelnut,3.0,580.0,0.58,1.0,1400.0,1.4
2015,Garrigues,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,1.0,2000.0,2.0,36.0,4720.0,4.72
2015,Garrigues,Magraner,Pomegranate,other,other,2.0,11050.0,11.05,0.0,20400.0,
2015,Garrigues,Nectariner,Nectarine,stone_fruit,stone_fruit,0.0,0.0,,203.0,18890.0,18.89
2015,Garrigues,Noguera,Walnut,nut,walnut,15.0,1050.0,1.05,22.0,2960.0,2.96
2015,Garrigues,Perera,Pear,pome_fruit,pome_fruit,0.0,0.0,,521.0,13700.0,13.7
2015,Garrigues,Pomera,Apple,pome_fruit,pome_fruit,0.0,0.0,,496.0,29510.0,29.51
2015,Garrigues,Presseguer,Peach,stone_fruit,stone_fruit,0.0,0.0,,202.0,20130.0,20.13
2015,Garrigues,Pruner,Plum,stone_fruit,stone_fruit,1.0,5550.0,5.55,58.0,9480.0,9.48
2015,Garrotxa,Vinya de raïm per a vi,Wine grape,vine,vine,5.0,3200.0,3.2,0.0,0.0,
2015,Garrotxa,Olivera per a oliva d'oli,Oil olive,olive,olive,2.0,700.0,0.7,0.0,0.0,
2015,Garrotxa,Albercoquer,Apricot,stone_fruit,apricot,0.0,0.0,,1.0,12500.0,12.5
2015,Garrotxa,Noguera,Walnut,nut,walnut,3.0,600.0,0.6,0.0,0.0,
2015,Garrotxa,Pomera,Apple,pome_fruit,pome_fruit,0.0,0.0,,2.0,34000.0,34.0
2015,Gironès,Vinya de raïm per a vi,Wine grape,vine,vine,42.0,3800.0,3.8,0.0,0.0,
2015,Gironès,Olivera per a oliva d'oli,Oil olive,olive,olive,35.0,1000.0,1.0,6.0,1700.0,1.7
2015,Gironès,Avellaner,Hazelnut,nut,hazelnut,56.0,1000.0,1.0,52.0,1300.0,1.3
2015,Gironès,Noguera,Walnut,nut,walnut,3.0,700.0,0.7,6.0,0.0,
2015,Gironès,Perera,Pear,pome_fruit,pome_fruit,0.0,0.0,,122.0,22100.0,22.1
2015,Gironès,Pomera,Apple,pome_fruit,pome_fruit,0.0,0.0,,43.0,44400.0,44.4
2015,Gironès,Presseguer,Peach,stone_fruit,stone_fruit,0.0,0.0,,3.0,19300.0,19.3
2015,Gironès,Pruner,Plum,stone_fruit,stone_fruit,0.0,0.0,,1.0,10000.0,10.0
2015,Maresme,Vinya de raïm per a vi,Wine grape,vine,vine,162.0,5500.0,5.5,42.0,16500.0,16.5
2015,Maresme,Olivera per a oliva d'oli,Oil olive,olive,olive,6.0,1300.0,1.3,9.0,2700.0,2.7
2015,Maresme,Ametller,Almond,nut,almond,1.0,500.0,0.5,0.0,0.0,
2015,Maresme,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,24.0,1900.0,1.9,8.0,3800.0,3.8
2015,Maresme,Perera,Pear,pome_fruit,pome_fruit,0.0,0.0,,1.0,16100.0,16.1
2015,Maresme,Pomera,Apple,pome_fruit,pome_fruit,0.0,0.0,,4.0,26300.0,26.3
2015,Maresme,Presseguer,Peach,stone_fruit,stone_fruit,2.0,7200.0,7.2,7.0,12800.0,12.8
2015,Maresme,Pruner,Plum,stone_fruit,stone_fruit,1.0,5300.0,5.3,1.0,9300.0,9.3
2015,Montsià,Vinya de raïm per a vi,Wine grape,vine,vine,4.0,7342.0,7.342,2.0,11013.0,11.013
2015,Montsià,Olivera per a oliva d'oli,Oil olive,olive,olive,12227.0,886.0,0.886,628.0,1773.0,1.773
2015,Montsià,Albercoquer,Apricot,stone_fruit,apricot,0.0,0.0,,10.0,5635.0,5.635
2015,Montsià,Ametller,Almond,nut,almond,259.0,292.0,0.292,80.0,876.0,0.876
2015,Montsià,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,1.0,2997.0,2.997,25.0,5995.0,5.995
2015,Montsià,Magraner,Pomegranate,other,other,0.0,0.0,,11.0,10000.0,10.0
2015,Montsià,Nectariner,Nectarine,stone_fruit,stone_fruit,0.0,0.0,,11.0,14423.0,14.423
2015,Montsià,Noguera,Walnut,nut,walnut,1.0,1000.0,1.0,1.0,2500.0,2.5
2015,Montsià,Perera,Pear,pome_fruit,pome_fruit,0.0,0.0,,2.0,11620.0,11.62
2015,Montsià,Pomera,Apple,pome_fruit,pome_fruit,0.0,0.0,,2.0,21168.0,21.168
2015,Montsià,Presseguer,Peach,stone_fruit,stone_fruit,4.0,11792.0,11.792,111.0,17688.0,17.688
2015,Montsià,Pruner,Plum,stone_fruit,stone_fruit,0.0,0.0,,2.0,9000.0,9.0
2015,Noguera,Vinya de raïm per a vi,Wine grape,vine,vine,184.0,5500.0,5.5,166.0,10010.0,10.01
2015,Noguera,Olivera per a oliva d'oli,Oil olive,olive,olive,1788.0,810.0,0.81,348.0,2670.0,2.67
2015,Noguera,Albercoquer,Apricot,stone_fruit,apricot,0.0,0.0,,14.0,9500.0,9.5
2015,Noguera,Ametller,Almond,nut,almond,1752.0,420.0,0.42,243.0,990.0,0.99
2015,Noguera,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,0.0,0.0,,20.0,4770.0,4.77
2015,Noguera,Nectariner,Nectarine,stone_fruit,stone_fruit,0.0,0.0,,608.0,17500.0,17.5
2015,Noguera,Noguera,Walnut,nut,walnut,10.0,1200.0,1.2,57.0,3000.0,3.0
2015,Noguera,Perera,Pear,pome_fruit,pome_fruit,0.0,0.0,,980.0,15350.0,15.35
2015,Noguera,Pomera,Apple,pome_fruit,pome_fruit,0.0,0.0,,769.0,31960.0,31.96
2015,Noguera,Presseguer,Peach,stone_fruit,stone_fruit,0.0,0.0,,707.0,20880.0,20.88
2015,Noguera,Pruner,Plum,stone_fruit,stone_fruit,0.0,0.0,,5.0,9380.0,9.38
2015,Osona,Vinya de raïm per a vi,Wine grape,vine,vine,3.0,5280.0,5.28,0.0,0.0,
2015,Osona,Olivera per a oliva d'oli,Oil olive,olive,olive,1.0,600.0,0.6,0.0,0.0,
2015,Osona,Noguera,Walnut,nut,walnut,20.0,1400.0,1.4,9.0,3000.0,3.0
2015,Pallars Jussà,Vinya de raïm per a vi,Wine grape,vine,vine,214.0,5750.0,5.75,24.0,9370.0,9.37
2015,Pallars Jussà,Olivera per a oliva d'oli,Oil olive,olive,olive,577.0,780.0,0.78,6.0,2450.0,2.45
2015,Pallars Jussà,Albercoquer,Apricot,stone_fruit,apricot,0.0,0.0,,1.0,9280.0,9.28
2015,Pallars Jussà,Ametller,Almond,nut,almond,1401.0,320.0,0.32,4.0,690.0,0.69
2015,Pallars Jussà,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,0.0,0.0,,3.0,4270.0,4.27
2015,Pallars Jussà,Noguera,Walnut,nut,walnut,33.0,1100.0,1.1,6.0,3000.0,3.0
2015,Pallars Jussà,Perera,Pear,pome_fruit,pome_fruit,0.0,0.0,,1.0,13450.0,13.45
2015,Pallars Jussà,Pomera,Apple,pome_fruit,pome_fruit,0.0,0.0,,4.0,30810.0,30.81
2015,Pallars Jussà,Presseguer,Peach,stone_fruit,stone_fruit,0.0,0.0,,1.0,19710.0,19.71
2015,Pallars Sobirà,Vinya de raïm per a vi,Wine grape,vine,vine,5.0,6350.0,6.35,0.0,9070.0,
2015,Pallars Sobirà,Noguera,Walnut,nut,walnut,0.0,0.0,,4.0,2860.0,2.86
2015,Pla d'Urgell,Vinya de raïm per a vi,Wine grape,vine,vine,0.0,0.0,,1.0,9710.0,9.71
2015,Pla d'Urgell,Olivera per a oliva d'oli,Oil olive,olive,olive,30.0,730.0,0.73,54.0,2230.0,2.23
2015,Pla d'Urgell,Albercoquer,Apricot,stone_fruit,apricot,0.0,0.0,,21.0,9580.0,9.58
2015,Pla d'Urgell,Ametller,Almond,nut,almond,21.0,300.0,0.3,48.0,840.0,0.84
2015,Pla d'Urgell,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,0.0,0.0,,9.0,4870.0,4.87
2015,Pla d'Urgell,Magraner,Pomegranate,other,other,0.0,0.0,,1.0,21250.0,21.25
2015,Pla d'Urgell,Nectariner,Nectarine,stone_fruit,stone_fruit,0.0,0.0,,309.0,19290.0,19.29
2015,Pla d'Urgell,Noguera,Walnut,nut,walnut,3.0,1200.0,1.2,106.0,3000.0,3.0
2015,Pla d'Urgell,Perera,Pear,pome_fruit,pome_fruit,0.0,0.0,,1286.0,14530.0,14.53
2015,Pla d'Urgell,Pomera,Apple,pome_fruit,pome_fruit,0.0,0.0,,2131.0,32450.0,32.45
2015,Pla d'Urgell,Presseguer,Peach,stone_fruit,stone_fruit,0.0,0.0,,263.0,20720.0,20.72
2015,Pla d'Urgell,Pruner,Plum,stone_fruit,stone_fruit,0.0,0.0,,15.0,9590.0,9.59
2015,Pla de l'Estany,Vinya de raïm per a vi,Wine grape,vine,vine,2.0,4000.0,4.0,0.0,0.0,
2015,Pla de l'Estany,Olivera per a oliva d'oli,Oil olive,olive,olive,20.0,1500.0,1.5,6.0,1500.0,1.5
2015,Pla de l'Estany,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,0.0,0.0,,1.0,3400.0,3.4
2015,Pla de l'Estany,Noguera,Walnut,nut,walnut,21.0,4000.0,4.0,56.0,4000.0,4.0
2015,Priorat,Vinya de raïm per a vi,Wine grape,vine,vine,3064.0,4064.0,4.064,285.0,6097.0,6.097
2015,Priorat,Olivera per a oliva d'oli,Oil olive,olive,olive,1629.0,1419.0,1.419,1258.0,2838.0,2.838
2015,Priorat,Albercoquer,Apricot,stone_fruit,apricot,0.0,0.0,,2.0,5635.0,5.635
2015,Priorat,Ametller,Almond,nut,almond,623.0,292.0,0.292,127.0,876.0,0.876
2015,Priorat,Avellaner,Hazelnut,nut,hazelnut,447.0,568.0,0.568,124.0,1135.0,1.135
2015,Priorat,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,5.0,2997.0,2.997,89.0,5995.0,5.995
2015,Priorat,Noguera,Walnut,nut,walnut,2.0,1000.0,1.0,8.0,2500.0,2.5
2015,Priorat,Pomera,Apple,pome_fruit,pome_fruit,1.0,10584.0,10.584,2.0,21168.0,21.168
2015,Priorat,Presseguer,Peach,stone_fruit,stone_fruit,0.0,0.0,,42.0,17688.0,17.688
2015,Priorat,Pruner,Plum,stone_fruit,stone_fruit,0.0,0.0,,5.0,9000.0,9.0
2015,Ribera d'Ebre,Vinya de raïm per a vi,Wine grape,vine,vine,1016.0,6657.0,6.657,179.0,9985.0,9.985
2015,Ribera d'Ebre,Olivera per a oliva d'oli,Oil olive,olive,olive,5596.0,886.0,0.886,2569.0,1773.0,1.773
2015,Ribera d'Ebre,Albercoquer,Apricot,stone_fruit,apricot,0.0,0.0,,82.0,5635.0,5.635
2015,Ribera d'Ebre,Ametller,Almond,nut,almond,1750.0,292.0,0.292,602.0,876.0,0.876
2015,Ribera d'Ebre,Avellaner,Hazelnut,nut,hazelnut,86.0,568.0,0.568,8.0,1135.0,1.135
2015,Ribera d'Ebre,Cirerer i guinder,Cherry and sour cherry,stone_fruit,cherry,14.0,2997.0,2.997,594.0,5995.0,5.995
2015,Ribera d'Ebre,Nectariner,Nectarine,stone_fruit,stone_fruit,0.0,0.0,,536.0,14423.0,14.423
2015,Ribera d'Ebre,Noguera,Walnut,nut,walnut,2.0,1000.0,1.0,15.0,2500.0,2.5
2015,Ribera d'Ebre,Perera,Pear,pome_fruit,pome_fruit,0.0,0.0,,78.0,11620.0,11.62
2015,Ribera d'Ebre,Pomera,Apple,pome_fruit,pome_fruit,0.0,0.0,,5.0,21168.0,21.168
