comarca,year,pheno_key,pre_flower_mean_vpd,pre_flower_max_vpd,pre_flower_n_days_vpd_gt2,pre_flower_cum_et0,pre_flower_mean_tmax,pre_flower_mean_tmin,pre_flower_cum_precip,flower_set_mean_vpd,flower_set_max_vpd,flower_set_n_days_vpd_gt2,flower_set_cum_et0,flower_set_mean_tmax,flower_set_mean_tmin,flower_set_cum_precip,fruit_dev_mean_vpd,fruit_dev_max_vpd,fruit_dev_n_days_vpd_gt2,fruit_dev_cum_et0,fruit_dev_mean_tmax,fruit_dev_mean_tmin,fruit_dev_cum_precip,fruit_set_mean_vpd,fruit_set_max_vpd,fruit_set_n_days_vpd_gt2,fruit_set_cum_et0,fruit_set_mean_tmax,fruit_set_mean_tmin,fruit_set_cum_precip,fruit_fill_mean_vpd,fruit_fill_max_vpd,fruit_fill_n_days_vpd_gt2,fruit_fill_cum_et0,fruit_fill_mean_tmax,fruit_fill_mean_tmin,fruit_fill_cum_precip,cell_div_mean_vpd,cell_div_max_vpd,cell_div_n_days_vpd_gt2,cell_div_cum_et0,cell_div_mean_tmax,cell_div_mean_tmin,cell_div_cum_precip,cell_exp_mean_vpd,cell_exp_max_vpd,cell_exp_n_days_vpd_gt2,cell_exp_cum_et0,cell_exp_mean_tmax,cell_exp_mean_tmin,cell_exp_cum_precip,flower_mean_vpd,flower_max_vpd,flower_n_days_vpd_gt2,flower_cum_et0,flower_mean_tmax,flower_mean_tmin,flower_cum_precip,harvest_mean_vpd,harvest_max_vpd,harvest_n_days_vpd_gt2,harvest_cum_et0,harvest_mean_tmax,harvest_mean_tmin,harvest_cum_precip,kernel_fill_mean_vpd,kernel_fill_max_vpd,kernel_fill_n_days_vpd_gt2,kernel_fill_cum_et0,kernel_fill_mean_tmax,kernel_fill_mean_tmin,kernel_fill_cum_precip,maturation_mean_vpd,maturation_max_vpd,maturation_n_days_vpd_gt2,maturation_cum_et0,maturation_mean_tmax,maturation_mean_tmin,maturation_cum_precip,fill_mean_vpd,fill_max_vpd,fill_n_days_vpd_gt2,fill_cum_et0,fill_mean_tmax,fill_mean_tmin,fill_cum_precip,bud_break_mean_vpd,bud_break_max_vpd,bud_break_n_days_vpd_gt2,bud_break_cum_et0,bud_break_mean_tmax,bud_break_mean_tmin,bud_break_cum_precip,flower_veraison_mean_vpd,flower_veraison_max_vpd,flower_veraison_n_days_vpd_gt2,flower_veraison_cum_et0,flower_veraison_mean_tmax,flower_veraison_mean_tmin,flower_veraison_cum_precip,veraison_harvest_mean_vpd,veraison_harvest_max_vpd,veraison_harvest_n_days_vpd_gt2,veraison_harvest_cum_et0,veraison_harvest_mean_tmax,veraison_harvest_mean_tmin,veraison_harvest_cum_precip,season_mean_vpd,season_max_vpd,season_n_days_vpd_gt2,season_cum_et0,season_mean_tmax,season_mean_tmin,season_cum_precip
Alt Penedès,2015,cherry,0.755913046062047,1.1066450161130816,0.0,96.5075775044305,11.86414109200025,2.51182658862839,37.071428342323216,1.1071875298676455,1.8461185180391713,2.0,190.69917714595798,17.352307114612326,7.633221349783211,88.33000055753759,2.041282732780717,2.9170906654659396,27.0,328.1927620683398,25.78792324378845,14.64116270972082,48.02714268038315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alt Penedès,2016,cherry,0.7947113605851511,1.2016026814272982,0.0,102.42843230707305,13.727810087658131,4.837570263090611,61.15714362396726,0.991559796113545,1.5238329447157783,0.0,181.44306938137328,16.236828170168895,7.0846306472528395,154.94571430741678,1.5664161257688218,2.2399582583125066,11.0,292.14589508942197,23.11238784968715,13.584998573464052,70.64285604735569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alt Penedès,2017,cherry,0.6107334208235753,1.0257986764525562,0.0,80.86850657633373,11.879133277135693,3.9715141240967613,102.08714261331728,1.0717065292368773,1.4903784579493136,0.0,182.50060757568903,17.48203869714672,6.975271513534676,132.36857084663848,1.930455659644057,3.0911404160284905,22.0,320.0718420914241,25.43001551750953,15.07135464313161,42.26142804776984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alt Penedès,2018,cherry,0.6292735217059754,1.0869002378636141,0.0,82.4015613411154,11.689019405928443,3.693941455314603,170.9285712755684,0.9834315407099217,1.5437708615252295,0.0,185.05821312325344,16.35577025223674,7.349728414995632,157.91571549539051,1.50927088584426,2.387945811450663,11.0,277.22391915321356,23.350981350972468,14.427217548736664,146.1085710280708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alt Penedès,2019,cherry,0.7650930770293967,1.3620644476819974,0.0,90.47947187083108,12.410252930869802,2.704220411102096,31.718571440449786,1.0674768460344706,1.6092274388130043,0.0,188.08777162006922,16.886309700101567,6.970346819768207,66.57285728412016,1.7386145495145218,3.2777637314912416,15.0,303.7580864940372,23.263684853904437,13.26730308086031,82.3314282675939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alt Penedès,2020,cherry,0.6892792111964036,1.234933721814593,0.0,82.00000873633792,13.240637352353072,4.617051115490165,136.1842877452395,0.8406467565705374,1.369858151323631,0.0,163.12596725566044,15.706829390872024,8.034691668115142,214.17428474367725,1.424252656636991,2.045666382501657,3.0,273.00323903560644,23.265476528766307,14.320074763063547,135.18857090733948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alt Penedès,2021,cherry,0.6018137040921514,1.0313600160596563,0.0,82.23364385536738,11.777573363371124,4.6310552195255985,78.36285675503314,0.8908719159575134,1.4105206359865312,0.0,164.52013083866666,15.341281406661688,6.815037575929472,94.40571452836905,1.627287850018614,2.8712813864433904,11.0,292.2787503855569,23.402303483949634,14.25362920470765,89.10428597272507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alt Penedès,2022,cherry,0.8560053589919155,1.375530649194138,0.0,93.98227598837444,13.436009027882893,3.4396853246065597,27.139999968931075,0.8849179521950807,1.7584980134363681,1.0,172.62511388744625,15.171835305707537,7.998142329982093,187.29000025934405,2.0499810198411854,3.3724227488323257,25.0,329.80780519757957,25.968017692476607,15.461915177427938,83.76857144252531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alt Penedès,2023,cherry,0.7364250905283648,1.251648680048622,0.0,90.55760873215537,11.716000935182754,2.748314986332877,65.55285724731428,1.3002735528908325,2.0667469433422383,5.0,222.05785644054413,18.68838119328164,8.293960435496583,17.004285655649642,1.5289908889041834,2.2517241169163404,8.0,277.06114969934737,23.565273711943817,14.53314370505985,154.2314294978444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alt Penedès,2024,cherry,0.8305073178517098,1.301138047177411,0.0,103.03077122994831,14.199157351539272,5.852334158761183,58.444287101605106,1.054720701046809,1.9916872795564513,3.0,191.00438534361976,16.908636274494132,8.506555890478651,175.39428582867342,1.387020232590514,2.152323188350921,4.0,277.6932268483298,22.368982290942466,14.214115945070098,143.88999941625767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alt Urgell,2015,cherry,0.5190802732973897,0.881588348519298,0.0,53.982522543738874,5.518401746664326,-3.936954292152816,97.07882329197052,0.8955339810784575,1.4616432127544077,0.0,149.13193873447534,12.54052918598762,0.6127481664733231,109.38823579273681,1.5610329962285834,2.4016465863577556,12.0,261.7386209894629,20.762571140977222,8.405595964452017,125.32470522952431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alt Urgell,2016,cherry,0.5237250497586518,0.9475585820075333,0.0,53.80427603686557,7.388985936781962,-2.554859714882024,106.61058844582124,0.713037342676213,1.070020434117081,0.0,139.07964995328118,10.284729021563503,-0.07394578100513033,162.83705877271646,1.2401803078836255,2.121612118219509,6.0,239.54393433122073,18.43511019994578,7.248819161013237,162.28941237269078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alt Urgell,2017,cherry,0.5392002572519125,0.9003295669670065,0.0,54.58298427041839,6.675506634393717,-3.2398461232513167,126.50176441505114,0.9378518311148814,1.4363523472275066,0.0,150.4401907219606,13.194433893922923,-0.027362861007917873,167.90823441130271,1.438958105009622,2.5041390785922046,9.0,252.12647631589107,20.55062149916001,8.804356062032932,142.20588254402668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alt Urgell,2018,cherry,0.4721501136689306,0.8157351858480769,0.0,49.03762922041557,5.653257524788938,-3.6068215215194033,173.27470524762484,0.6735576696548748,1.2515191991268197,0.0,132.04427571156444,10.262069116517019,0.001325281008942635,271.7447051989901,1.039242355567292,1.6634749937390185,0.0,216.92393129012163,17.863899564972975,7.788590481058288,293.26882333604294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alt Urgell,2019,cherry,0.653125986572505,1.2340833600869276,0.0,60.99055351579891,7.550690196256955,-3.32440646809569,68.61294132230036,0.8479299866149707,1.3016283477775883,0.0,143.27272643061244,11.858920373429235,-0.3529142021098043,116.67117705897374,1.4115475315496584,3.015962504707574,9.0,251.02348374619206,18.725204382430185,7.006115039910069,141.16999980500515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alt Urgell,2020,cherry,0.6338395327925482,1.0893633763008548,0.0,56.702696162111614,8.853971174651525,-1.9485195982689725,87.87117598983731,0.6219314799222823,0.9770794985521517,0.0,122.2181124757318,10.713991541480857,1.2613413738078065,226.7723526414484,1.0892879588850493,1.7109241897503833,0.0,222.40336955294893,18.413317559149387,8.07067563857961,315.1052962084684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
