cohort,predictor,held_out_year,stem,delta_median,delta_q_lo,delta_q_hi,prob_delta_gt_0
morruda,wd_state,2016,numpyro_main_morruda_wd_state_excl2016,0.000165008957234561,-0.00022591719359372713,0.0005728016367943213,0.762375
morruda,wd_state,2017,numpyro_main_morruda_wd_state_excl2017,0.0001907137102820302,-0.00014054907608773853,0.0005314915571458589,0.83525
morruda,wd_state,2018,numpyro_main_morruda_wd_state_excl2018,0.0002728184908218921,1.1219172000941078e-05,0.0005441077251203235,0.955875
morruda,wd_state,2019,numpyro_main_morruda_wd_state_excl2019,0.00011120175003971977,-0.0001888740764097031,0.00039787992363018483,0.745375
morruda,wd_state,2020,numpyro_main_morruda_wd_state_excl2020,0.0003544764829413823,-8.615652787542042e-06,0.0007062483874054683,0.946875
morruda,wd_state,2021,numpyro_main_morruda_wd_state_excl2021,0.00015027928072030907,-0.00025139073381027854,0.0005688877970031742,0.734
morruda,wd_state,2022,numpyro_main_morruda_wd_state_excl2022,0.0001460308988664033,-0.00023394052186180282,0.0005374314614180924,0.73775
morruda,wd_state,2023,numpyro_main_morruda_wd_state_excl2023,0.00016756431604406953,-0.00018020292305481853,0.00045678808168042454,0.791375
morruda,wd_state,2024,numpyro_main_morruda_wd_state_excl2024,0.00020542429644631704,-0.00012897753638510038,0.0005342244051718778,0.853125
