,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.002,0.136,-0.213,0.23,0.003,0.002,1601.0,2656.0,1.0
beta0,-0.034,0.034,-0.093,0.018,0.0,0.0,5219.0,4535.0,1.0
beta1,-0.028,0.03,-0.073,0.019,0.001,0.001,2972.0,2641.0,1.0
beta_coefs[0],-0.034,0.034,-0.093,0.018,0.0,0.0,5219.0,4535.0,1.0
beta_coefs[1],-0.028,0.03,-0.073,0.019,0.001,0.001,2972.0,2641.0,1.0
beta_coefs[2],-0.004,0.028,-0.049,0.044,0.0,0.0,5369.0,3873.0,1.0
beta_coefs[3],0.023,0.033,-0.026,0.075,0.001,0.0,1870.0,3630.0,1.0
beta_coefs[4],0.011,0.026,-0.032,0.053,0.0,0.001,5071.0,3511.0,1.0
beta_coefs[5],-0.018,0.043,-0.094,0.043,0.001,0.0,2487.0,5327.0,1.0
lag_coef,-0.158,0.097,-0.313,0.004,0.001,0.001,4795.0,5002.0,1.0
rw2_innovations[0],0.019,0.068,-0.074,0.135,0.001,0.002,3103.0,2444.0,1.0
rw2_innovations[1],0.002,0.056,-0.083,0.098,0.001,0.002,4425.0,3283.0,1.0
rw2_innovations[2],-0.038,0.064,-0.14,0.053,0.001,0.002,2599.0,2912.0,1.0
rw2_innovations[3],-0.017,0.067,-0.135,0.079,0.001,0.002,4704.0,3147.0,1.0
sigma,0.294,0.024,0.256,0.334,0.0,0.0,5341.0,4962.0,1.0
sigma_smooth,0.061,0.048,0.001,0.129,0.002,0.001,666.0,969.0,1.0
sigma_year,0.403,0.115,0.234,0.575,0.002,0.002,2084.0,3725.0,1.0
year_raw[0],0.708,0.463,-0.062,1.465,0.01,0.006,2151.0,3758.0,1.0
year_raw[1],0.795,0.447,0.066,1.522,0.01,0.005,2075.0,3777.0,1.0
year_raw[2],-0.389,0.425,-1.129,0.269,0.009,0.005,2203.0,4472.0,1.0
year_raw[3],0.895,0.467,0.124,1.628,0.01,0.006,2062.0,3283.0,1.0
year_raw[4],0.576,0.456,-0.182,1.314,0.01,0.005,2150.0,3602.0,1.0
year_raw[5],0.539,0.431,-0.193,1.197,0.009,0.005,2212.0,3516.0,1.0
year_raw[6],-1.717,0.554,-2.615,-0.804,0.011,0.006,2385.0,4328.0,1.0
year_raw[7],-0.497,0.481,-1.283,0.285,0.009,0.005,2648.0,5077.0,1.0
year_raw[8],-0.932,0.44,-1.612,-0.166,0.009,0.005,2131.0,3523.0,1.0
year_re[2016],0.269,0.173,-0.005,0.561,0.004,0.002,2120.0,4260.0,1.0
year_re[2017],0.3,0.161,0.039,0.564,0.004,0.002,2051.0,3764.0,1.0
year_re[2018],-0.149,0.166,-0.422,0.118,0.004,0.002,2082.0,3663.0,1.0
year_re[2019],0.337,0.164,0.081,0.612,0.004,0.002,2171.0,3646.0,1.0
year_re[2020],0.218,0.173,-0.062,0.503,0.004,0.002,2069.0,3594.0,1.0
year_re[2021],0.203,0.163,-0.078,0.455,0.003,0.002,2193.0,3225.0,1.0
year_re[2022],-0.65,0.162,-0.908,-0.384,0.003,0.002,2206.0,3808.0,1.0
year_re[2023],-0.193,0.188,-0.506,0.109,0.004,0.002,2509.0,4083.0,1.0
year_re[2024],-0.355,0.16,-0.615,-0.096,0.004,0.002,1948.0,3440.0,1.0
