,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.041,0.03,-0.09,0.01,0.0,0.0,6559.0,4852.0,1.0
beta0,0.095,0.054,0.006,0.183,0.001,0.001,4312.0,5068.0,1.0
beta1,0.112,0.056,0.021,0.201,0.001,0.001,2861.0,3221.0,1.0
beta_coefs[0],0.095,0.054,0.006,0.183,0.001,0.001,4312.0,5068.0,1.0
beta_coefs[1],0.112,0.056,0.021,0.201,0.001,0.001,2861.0,3221.0,1.0
beta_coefs[2],0.119,0.058,0.021,0.21,0.001,0.001,4408.0,4415.0,1.0
beta_coefs[3],-0.017,0.066,-0.126,0.087,0.001,0.001,3469.0,3485.0,1.0
beta_coefs[4],-0.386,0.08,-0.522,-0.259,0.001,0.001,4748.0,4566.0,1.0
rw2_innovations[0],-0.01,0.148,-0.25,0.227,0.003,0.003,2521.0,2680.0,1.0
rw2_innovations[1],-0.143,0.13,-0.353,0.065,0.002,0.002,3749.0,3463.0,1.0
rw2_innovations[2],-0.234,0.179,-0.518,0.047,0.003,0.003,3543.0,3408.0,1.0
sigma,0.362,0.022,0.327,0.4,0.0,0.0,5725.0,4884.0,1.0
sigma_smooth,0.166,0.06,0.069,0.263,0.001,0.001,2901.0,2927.0,1.0
