,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.003,0.127,-0.21,0.203,0.003,0.002,2028.0,3002.0,1.0
beta0,0.087,0.059,-0.006,0.185,0.001,0.001,3496.0,4192.0,1.0
beta1,0.026,0.044,-0.044,0.095,0.001,0.001,2929.0,2531.0,1.0
beta_coefs[0],0.087,0.059,-0.006,0.185,0.001,0.001,3496.0,4192.0,1.0
beta_coefs[1],0.026,0.044,-0.044,0.095,0.001,0.001,2929.0,2531.0,1.0
beta_coefs[2],-0.016,0.036,-0.076,0.041,0.001,0.001,5229.0,3937.0,1.0
beta_coefs[3],-0.043,0.056,-0.134,0.05,0.001,0.001,4069.0,4242.0,1.0
lag_coef,-0.146,0.095,-0.303,0.009,0.001,0.001,5516.0,5540.0,1.0
rw2_innovations[0],0.019,0.092,-0.132,0.161,0.002,0.003,3144.0,2211.0,1.0
rw2_innovations[1],0.015,0.093,-0.141,0.16,0.001,0.002,5083.0,3373.0,1.0
sigma,0.296,0.025,0.257,0.337,0.0,0.0,5787.0,4892.0,1.0
sigma_smooth,0.079,0.058,0.003,0.16,0.001,0.001,1572.0,2336.0,1.0
sigma_year,0.369,0.107,0.204,0.522,0.002,0.002,2186.0,3647.0,1.0
year_raw[0],0.602,0.459,-0.161,1.342,0.009,0.005,2561.0,4145.0,1.0
year_raw[1],0.76,0.46,0.038,1.529,0.009,0.005,2797.0,4145.0,1.0
year_raw[2],-0.282,0.464,-1.036,0.48,0.009,0.005,2888.0,4408.0,1.0
year_raw[3],1.369,0.572,0.451,2.293,0.011,0.006,2729.0,3827.0,1.0
year_raw[4],-0.002,0.522,-0.819,0.885,0.01,0.006,2946.0,4488.0,1.0
year_raw[5],0.18,0.502,-0.635,1.031,0.01,0.006,2718.0,4137.0,1.0
year_raw[6],-1.656,0.562,-2.555,-0.715,0.012,0.006,2326.0,4086.0,1.0
year_raw[7],-0.29,0.485,-1.131,0.463,0.009,0.006,3052.0,4487.0,1.0
year_raw[8],-0.758,0.489,-1.59,0.013,0.01,0.006,2518.0,3969.0,1.0
year_re[2016],0.209,0.159,-0.057,0.461,0.003,0.002,2532.0,4076.0,1.0
year_re[2017],0.265,0.158,0.024,0.534,0.003,0.002,2798.0,4144.0,1.0
year_re[2018],-0.1,0.166,-0.367,0.177,0.003,0.002,2881.0,4106.0,1.0
year_re[2019],0.473,0.175,0.192,0.76,0.003,0.002,2843.0,4430.0,1.0
year_re[2020],-0.0,0.185,-0.305,0.301,0.003,0.002,2892.0,4172.0,1.0
year_re[2021],0.064,0.18,-0.229,0.361,0.003,0.002,2657.0,4082.0,1.0
year_re[2022],-0.573,0.156,-0.813,-0.307,0.003,0.002,2496.0,4445.0,1.0
year_re[2023],-0.1,0.173,-0.392,0.175,0.003,0.002,3058.0,4147.0,1.0
year_re[2024],-0.264,0.168,-0.539,0.007,0.003,0.002,2705.0,4027.0,1.0
