,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.173,0.137,-0.056,0.387,0.002,0.002,3420.0,3324.0,1.0
beta0,0.067,0.093,-0.091,0.21,0.002,0.001,3138.0,3903.0,1.0
beta1,-0.01,0.065,-0.116,0.096,0.001,0.001,2384.0,3091.0,1.0
beta_coefs[0],0.067,0.093,-0.091,0.21,0.002,0.001,3138.0,3903.0,1.0
beta_coefs[1],-0.01,0.065,-0.116,0.096,0.001,0.001,2384.0,3091.0,1.0
beta_coefs[2],-0.045,0.068,-0.153,0.063,0.001,0.001,2303.0,3753.0,1.0
beta_coefs[3],-0.037,0.051,-0.117,0.047,0.001,0.001,4828.0,4733.0,1.0
beta_coefs[4],-0.015,0.094,-0.163,0.137,0.002,0.001,3719.0,3478.0,1.0
lag_coef,-0.166,0.094,-0.318,-0.008,0.001,0.001,6004.0,5462.0,1.0
rw2_innovations[0],0.041,0.109,-0.117,0.226,0.002,0.003,2702.0,2615.0,1.0
rw2_innovations[1],0.044,0.103,-0.112,0.212,0.002,0.002,3605.0,3607.0,1.0
rw2_innovations[2],0.013,0.106,-0.156,0.189,0.002,0.003,5463.0,3425.0,1.0
sigma,0.709,0.061,0.614,0.81,0.001,0.001,5527.0,5563.0,1.0
sigma_smooth,0.089,0.063,0.003,0.177,0.002,0.001,876.0,1470.0,1.0
sigma_year,0.307,0.167,0.0,0.524,0.004,0.002,1742.0,2103.0,1.0
year_raw[0],0.143,0.737,-1.067,1.34,0.01,0.01,5510.0,4545.0,1.0
year_raw[1],0.733,0.745,-0.472,1.959,0.01,0.01,5578.0,5129.0,1.0
year_raw[2],-0.831,0.799,-2.154,0.439,0.011,0.01,4927.0,4544.0,1.0
year_raw[3],0.919,0.79,-0.378,2.172,0.012,0.011,4414.0,3975.0,1.0
year_raw[4],-0.588,0.821,-1.988,0.722,0.013,0.011,3872.0,4377.0,1.0
year_raw[5],0.047,0.795,-1.267,1.316,0.012,0.009,4714.0,5212.0,1.0
year_raw[6],-0.368,0.783,-1.623,0.94,0.01,0.009,5626.0,5688.0,1.0
year_raw[7],0.158,0.738,-1.055,1.313,0.01,0.01,5366.0,5213.0,1.0
year_re[2016],0.049,0.21,-0.294,0.396,0.003,0.003,5348.0,5416.0,1.0
year_re[2017],0.232,0.235,-0.114,0.622,0.004,0.003,3586.0,5483.0,1.0
year_re[2018],-0.267,0.26,-0.704,0.107,0.005,0.003,3082.0,5478.0,1.0
year_re[2019],0.298,0.274,-0.096,0.736,0.005,0.003,2626.0,4130.0,1.0
year_re[2020],-0.196,0.263,-0.623,0.201,0.005,0.004,2865.0,3487.0,1.0
year_re[2021],0.014,0.235,-0.362,0.419,0.004,0.003,4416.0,4406.0,1.0
year_re[2023],-0.101,0.232,-0.477,0.284,0.003,0.003,4986.0,5160.0,1.0
year_re[2024],0.054,0.216,-0.277,0.426,0.003,0.003,4453.0,5172.0,1.0
