,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
sigma,0.454,0.097,0.307,0.601,0.002,0.003,2570.0,2691.0,1.0
Intercept,0.666,1.078,-1.109,2.345,0.02,0.028,3059.0,1986.0,1.0
wd_preflower_mean,0.167,0.16,-0.091,0.43,0.003,0.003,2551.0,2550.0,1.0
wd_flowering_mean,-0.059,0.089,-0.198,0.084,0.002,0.002,2496.0,2244.0,1.0
wd_pit_mean,0.081,0.185,-0.21,0.385,0.003,0.005,3384.0,2557.0,1.0
lag_yield,-0.807,0.281,-1.271,-0.365,0.005,0.006,3722.0,2220.0,1.0
