,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.002,0.129,-0.209,0.204,0.003,0.002,2271.0,2625.0,1.0
beta0,0.079,0.057,-0.011,0.172,0.001,0.001,3200.0,4637.0,1.0
beta1,0.032,0.04,-0.029,0.099,0.001,0.001,3451.0,3460.0,1.0
beta_coefs[0],0.079,0.057,-0.011,0.172,0.001,0.001,3200.0,4637.0,1.0
beta_coefs[1],0.032,0.04,-0.029,0.099,0.001,0.001,3451.0,3460.0,1.0
beta_coefs[2],0.0,0.036,-0.061,0.056,0.001,0.001,4199.0,3687.0,1.0
beta_coefs[3],-0.015,0.03,-0.059,0.036,0.0,0.001,5127.0,3388.0,1.0
beta_coefs[4],-0.029,0.059,-0.118,0.072,0.001,0.001,4891.0,4940.0,1.0
lag_coef,-0.148,0.096,-0.304,0.012,0.001,0.001,5429.0,5426.0,1.0
rw2_innovations[0],0.014,0.076,-0.109,0.136,0.001,0.002,4114.0,2244.0,1.0
rw2_innovations[1],0.017,0.071,-0.092,0.134,0.001,0.002,4380.0,2980.0,1.0
rw2_innovations[2],0.0,0.08,-0.134,0.122,0.001,0.003,5144.0,3109.0,1.0
sigma,0.297,0.024,0.256,0.334,0.0,0.0,6033.0,5446.0,1.0
sigma_smooth,0.068,0.052,0.001,0.142,0.001,0.001,943.0,1089.0,1.0
sigma_year,0.374,0.109,0.212,0.537,0.002,0.002,2417.0,4230.0,1.0
year_raw[0],0.64,0.458,-0.095,1.392,0.008,0.006,3035.0,4045.0,1.0
year_raw[1],0.748,0.46,-0.042,1.459,0.009,0.006,2779.0,3563.0,1.0
year_raw[2],-0.278,0.465,-1.052,0.486,0.008,0.005,3263.0,2438.0,1.0
year_raw[3],1.354,0.574,0.443,2.285,0.011,0.007,2895.0,3898.0,1.0
year_raw[4],-0.016,0.55,-0.946,0.862,0.01,0.007,2979.0,3669.0,1.0
year_raw[5],0.143,0.516,-0.735,0.963,0.01,0.006,2910.0,4478.0,1.0
year_raw[6],-1.609,0.561,-2.521,-0.711,0.01,0.007,3042.0,4044.0,1.0
year_raw[7],-0.32,0.494,-1.105,0.514,0.008,0.006,3448.0,4401.0,1.0
year_raw[8],-0.739,0.5,-1.525,0.095,0.009,0.006,3272.0,4748.0,1.0
year_re[2016],0.226,0.163,-0.027,0.505,0.003,0.002,3069.0,4023.0,1.0
year_re[2017],0.264,0.161,-0.007,0.518,0.003,0.002,2968.0,3524.0,1.0
year_re[2018],-0.1,0.17,-0.387,0.162,0.003,0.002,3177.0,4722.0,1.0
year_re[2019],0.474,0.175,0.195,0.768,0.003,0.002,3210.0,4250.0,1.0
year_re[2020],-0.005,0.2,-0.312,0.343,0.004,0.003,2886.0,3747.0,1.0
year_re[2021],0.054,0.187,-0.253,0.364,0.003,0.002,2901.0,4397.0,1.0
year_re[2022],-0.565,0.163,-0.827,-0.298,0.003,0.002,3082.0,4087.0,1.0
year_re[2023],-0.113,0.178,-0.392,0.182,0.003,0.002,3248.0,4808.0,1.0
year_re[2024],-0.26,0.174,-0.539,0.024,0.003,0.002,3321.0,4616.0,1.0
