stage,doy_start,doy_end,beta_bayesian_median,beta_bayesian_q_lo,beta_bayesian_q_hi,beta_fpls_k1,beta_fpls_k2,beta_fpls_k3
S_pre,1.0,71.0,0.0007223840725630005,-4.610499864852434e-05,0.0015009123944456726,-0.00012267716260757025,0.0004644179913316263,0.00030408220165868693
S5,72.0,138.0,0.0004983974086263123,-4.414428499509593e-05,0.001108023113906772,-0.0003991445285179353,-4.727846884321543e-06,3.3033861124640975e-05
S6,139.0,173.0,0.00034204632569319023,-0.00023258022786565842,0.0009957330789417515,-0.0005721627364959372,-0.0005691938156016144,-0.0006657133553146173
S7,174.0,299.0,-0.0005281736741042169,-0.0009505304134628564,-4.9990839119682214e-05,-0.0002981781044193001,0.00022307218292858514,0.0002958213325506938
S8,300.0,327.0,-0.0028423432544977248,-0.004564609018195788,-0.0013470978321946827,-0.0010958165594473536,-0.0012407610222699762,-0.0013821568148777337
S7_minus_S6,,,-0.0008570167721720402,-0.0014698737903147201,-0.0003156177109862782,0.00027398463207663714,0.0007922659985301996,0.0009615346878653112
