,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.002,0.132,-0.219,0.211,0.003,0.002,1864.0,2628.0,1.0
beta0,-0.048,0.038,-0.108,0.015,0.001,0.0,4214.0,4629.0,1.0
beta1,-0.021,0.031,-0.073,0.026,0.001,0.001,3126.0,2581.0,1.0
beta_coefs[0],-0.048,0.038,-0.108,0.015,0.001,0.0,4214.0,4629.0,1.0
beta_coefs[1],-0.021,0.031,-0.073,0.026,0.001,0.001,3126.0,2581.0,1.0
beta_coefs[2],0.016,0.035,-0.031,0.077,0.001,0.001,3889.0,4321.0,1.0
beta_coefs[3],0.019,0.03,-0.027,0.067,0.0,0.001,4211.0,4362.0,1.0
beta_coefs[4],-0.014,0.045,-0.088,0.055,0.001,0.0,3617.0,5477.0,1.0
lag_coef,-0.16,0.096,-0.316,-0.0,0.001,0.001,4758.0,4569.0,1.0
rw2_innovations[0],0.011,0.075,-0.104,0.132,0.002,0.002,2901.0,2129.0,1.0
rw2_innovations[1],-0.034,0.071,-0.152,0.062,0.001,0.002,3980.0,2928.0,1.0
rw2_innovations[2],-0.036,0.078,-0.169,0.073,0.001,0.002,4445.0,3816.0,1.0
sigma,0.294,0.024,0.253,0.33,0.0,0.0,4616.0,4771.0,1.0
sigma_smooth,0.072,0.051,0.002,0.144,0.001,0.001,1192.0,1768.0,1.0
sigma_year,0.403,0.112,0.232,0.568,0.002,0.002,2069.0,3736.0,1.0
year_raw[0],0.714,0.442,-0.062,1.39,0.009,0.006,2580.0,4086.0,1.0
year_raw[1],0.796,0.436,0.122,1.535,0.009,0.006,2161.0,3068.0,1.0
year_raw[2],-0.367,0.419,-1.018,0.35,0.008,0.005,2461.0,3967.0,1.0
year_raw[3],0.9,0.462,0.189,1.685,0.01,0.006,2229.0,3503.0,1.0
year_raw[4],0.588,0.44,-0.134,1.297,0.009,0.006,2486.0,4120.0,1.0
year_raw[5],0.529,0.418,-0.125,1.25,0.009,0.006,2304.0,3154.0,1.0
year_raw[6],-1.716,0.563,-2.583,-0.755,0.012,0.007,2290.0,3646.0,1.0
year_raw[7],-0.491,0.476,-1.254,0.291,0.009,0.006,2710.0,4171.0,1.0
year_raw[8],-0.932,0.443,-1.67,-0.217,0.009,0.005,2373.0,3957.0,1.0
year_re[2016],0.274,0.168,-0.021,0.533,0.003,0.002,2560.0,4086.0,1.0
year_re[2017],0.302,0.158,0.047,0.559,0.003,0.002,2426.0,3938.0,1.0
year_re[2018],-0.137,0.16,-0.4,0.125,0.003,0.002,2475.0,3873.0,1.0
year_re[2019],0.341,0.162,0.07,0.599,0.003,0.002,2477.0,3622.0,1.0
year_re[2020],0.225,0.168,-0.053,0.497,0.003,0.002,2406.0,4181.0,1.0
year_re[2021],0.202,0.16,-0.059,0.46,0.003,0.002,2402.0,3318.0,1.0
year_re[2022],-0.648,0.159,-0.907,-0.387,0.003,0.002,2462.0,4256.0,1.0
year_re[2023],-0.189,0.185,-0.501,0.099,0.004,0.002,2744.0,3754.0,1.0
year_re[2024],-0.354,0.158,-0.623,-0.106,0.003,0.002,2533.0,3977.0,1.0
