,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.001,0.126,-0.209,0.193,0.003,0.002,2334.0,3357.0,1.0
beta0,0.066,0.053,-0.016,0.155,0.001,0.001,4402.0,4021.0,1.0
beta1,0.04,0.035,-0.018,0.093,0.001,0.001,3835.0,3881.0,1.0
beta_coefs[0],0.066,0.053,-0.016,0.155,0.001,0.001,4402.0,4021.0,1.0
beta_coefs[1],0.04,0.035,-0.018,0.093,0.001,0.001,3835.0,3881.0,1.0
beta_coefs[2],0.014,0.037,-0.048,0.074,0.001,0.001,4136.0,4067.0,1.0
beta_coefs[3],-0.003,0.035,-0.06,0.054,0.0,0.001,6045.0,4123.0,1.0
beta_coefs[4],-0.01,0.029,-0.056,0.034,0.0,0.001,5053.0,3590.0,1.0
beta_coefs[5],-0.022,0.057,-0.114,0.072,0.001,0.001,6278.0,4190.0,1.0
lag_coef,-0.143,0.097,-0.305,0.014,0.001,0.001,5908.0,5467.0,1.0
rw2_innovations[0],0.0,0.073,-0.109,0.115,0.001,0.003,4883.0,2912.0,1.0
rw2_innovations[1],0.009,0.064,-0.098,0.108,0.001,0.002,5189.0,2952.0,1.0
rw2_innovations[2],0.009,0.065,-0.086,0.124,0.001,0.002,5790.0,3318.0,1.0
rw2_innovations[3],-0.004,0.075,-0.116,0.115,0.001,0.003,5985.0,3066.0,1.0
sigma,0.296,0.024,0.256,0.334,0.0,0.0,6081.0,5470.0,1.0
sigma_smooth,0.061,0.049,0.001,0.129,0.002,0.001,554.0,530.0,1.0
sigma_year,0.367,0.11,0.201,0.526,0.002,0.002,2446.0,4061.0,1.0
year_raw[0],0.579,0.463,-0.165,1.338,0.008,0.006,3397.0,4411.0,1.0
year_raw[1],0.796,0.466,-0.013,1.527,0.009,0.006,2435.0,905.0,1.0
year_raw[2],-0.131,0.495,-0.911,0.702,0.008,0.007,3550.0,4331.0,1.0
year_raw[3],1.317,0.554,0.418,2.229,0.01,0.007,2972.0,4144.0,1.0
year_raw[4],0.115,0.528,-0.726,0.989,0.009,0.006,3665.0,4556.0,1.0
year_raw[5],0.018,0.548,-0.902,0.914,0.01,0.008,3238.0,927.0,1.0
year_raw[6],-1.637,0.559,-2.521,-0.688,0.01,0.006,2836.0,4291.0,1.0
year_raw[7],-0.331,0.49,-1.109,0.48,0.008,0.005,3427.0,5253.0,1.0
year_raw[8],-0.77,0.503,-1.581,0.065,0.009,0.006,3291.0,5198.0,1.0
year_re[2016],0.2,0.16,-0.045,0.469,0.003,0.002,3375.0,4541.0,1.0
year_re[2017],0.275,0.159,0.019,0.543,0.003,0.002,2723.0,901.0,1.0
year_re[2018],-0.049,0.176,-0.328,0.248,0.003,0.002,3458.0,4364.0,1.0
year_re[2019],0.453,0.17,0.165,0.72,0.003,0.002,3209.0,4800.0,1.0
year_re[2020],0.039,0.188,-0.26,0.349,0.003,0.002,3592.0,4515.0,1.0
year_re[2021],0.01,0.194,-0.288,0.344,0.003,0.003,3235.0,983.0,1.0
year_re[2022],-0.563,0.156,-0.798,-0.292,0.003,0.002,3343.0,4722.0,1.0
year_re[2023],-0.114,0.173,-0.385,0.173,0.003,0.002,3290.0,4737.0,1.0
year_re[2024],-0.265,0.17,-0.533,0.02,0.003,0.002,3286.0,4617.0,1.0
