stem,cohort,predictor,include_year_re,window_shift_doy,n_draws,beta_S_pre_median,beta_S_pre_q_lo,beta_S_pre_q_hi,beta_S5_median,beta_S5_q_lo,beta_S5_q_hi,beta_S6_median,beta_S6_q_lo,beta_S6_q_hi,beta_S7_median,beta_S7_q_lo,beta_S7_q_hi,beta_S8_median,beta_S8_q_lo,beta_S8_q_hi,delta_S7_minus_S6_median,delta_S7_minus_S6_q_lo,delta_S7_minus_S6_q_hi,delta_S7_minus_S6_prob_gt0,delta_S7_minus_S6_p_diff,delta_S7_minus_S5_median,delta_S7_minus_S5_q_lo,delta_S7_minus_S5_q_hi,delta_S7_minus_S5_prob_gt0,delta_S7_minus_S5_p_diff,delta_S7_minus_S_pre_median,delta_S7_minus_S_pre_q_lo,delta_S7_minus_S_pre_q_hi,delta_S7_minus_S_pre_prob_gt0,delta_S7_minus_S_pre_p_diff,delta_S7_minus_S8_median,delta_S7_minus_S8_q_lo,delta_S7_minus_S8_q_hi,delta_S7_minus_S8_prob_gt0,delta_S7_minus_S8_p_diff
numpyro_main_arbequina_wd_state,arbequina,wd_state,True,0,8000,0.0016731529016908101,-5.73874324606186e-05,0.0034429848796125842,0.0005713468521744999,-0.00040544445474507984,0.001475631615458978,0.00021318119254433584,-0.0006867419973859724,0.0009553225064612748,-0.00017142854517832252,-0.000662864361498353,0.0003138554437106207,-0.0006282077269579138,-0.002236143839750397,0.0013379087646090094,-0.0003812967463680695,-0.0010771293971273065,0.0004419752376543652,0.1995,0.8005,-0.0007499049147790979,-0.001728307341817644,0.00029769989949827384,0.111625,0.888375,-0.0018385894469322575,-0.003765739914689672,4.2617996148295404e-05,0.054125,0.945875,0.0004851895240764938,-0.0015492954887884817,0.002030478372633224,0.698125,0.698125
