,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.029,0.051,-0.113,0.056,0.001,0.001,5174.0,4889.0,1.0
beta0,-0.07,0.049,-0.15,0.01,0.001,0.001,4436.0,4177.0,1.0
beta1,-0.029,0.043,-0.098,0.037,0.001,0.001,2935.0,2844.0,1.0
beta_coefs[0],-0.07,0.049,-0.15,0.01,0.001,0.001,4436.0,4177.0,1.0
beta_coefs[1],-0.029,0.043,-0.098,0.037,0.001,0.001,2935.0,2844.0,1.0
beta_coefs[2],-0.008,0.034,-0.067,0.043,0.0,0.001,4978.0,3953.0,1.0
beta_coefs[3],0.018,0.036,-0.035,0.078,0.001,0.001,3495.0,2585.0,1.0
beta_coefs[4],0.061,0.058,-0.035,0.154,0.001,0.001,6479.0,5991.0,1.0
rw2_innovations[0],-0.021,0.077,-0.148,0.092,0.002,0.003,2867.0,2156.0,1.0
rw2_innovations[1],0.006,0.065,-0.094,0.111,0.001,0.002,4235.0,3084.0,1.0
rw2_innovations[2],0.016,0.075,-0.094,0.139,0.001,0.002,3745.0,2248.0,1.0
sigma,0.464,0.039,0.401,0.524,0.001,0.0,5247.0,4997.0,1.0
sigma_smooth,0.065,0.052,0.002,0.139,0.002,0.001,871.0,1398.0,1.01
