,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.0,0.043,-0.073,0.069,0.001,0.001,6952.0,5115.0,1.0
beta0,0.113,0.042,0.041,0.177,0.001,0.001,3215.0,4849.0,1.0
beta1,0.048,0.033,-0.008,0.099,0.001,0.001,3422.0,2949.0,1.0
beta_coefs[0],0.113,0.042,0.041,0.177,0.001,0.001,3215.0,4849.0,1.0
beta_coefs[1],0.048,0.033,-0.008,0.099,0.001,0.001,3422.0,2949.0,1.0
beta_coefs[2],-0.02,0.034,-0.076,0.034,0.001,0.0,3673.0,4766.0,1.0
beta_coefs[3],-0.052,0.037,-0.111,0.006,0.001,0.0,3196.0,4115.0,1.0
beta_coefs[4],-0.04,0.032,-0.086,0.015,0.0,0.001,5886.0,4358.0,1.0
beta_coefs[5],-0.004,0.054,-0.089,0.083,0.001,0.001,2771.0,5334.0,1.0
lag_coef,-0.094,0.098,-0.259,0.062,0.001,0.001,5581.0,4942.0,1.0
rw2_innovations[0],-0.003,0.08,-0.134,0.125,0.001,0.002,3402.0,2714.0,1.0
rw2_innovations[1],0.036,0.069,-0.067,0.154,0.001,0.002,4333.0,3485.0,1.0
rw2_innovations[2],0.043,0.074,-0.069,0.169,0.001,0.002,4790.0,3755.0,1.0
rw2_innovations[3],0.025,0.081,-0.09,0.166,0.001,0.002,5753.0,3802.0,1.0
sigma,0.412,0.032,0.361,0.464,0.0,0.0,5686.0,5315.0,1.0
sigma_smooth,0.078,0.049,0.001,0.144,0.001,0.001,1034.0,844.0,1.0
