stem,cohort,predictor,include_year_re,window_shift_doy,n_draws,beta_S_pre_median,beta_S_pre_q_lo,beta_S_pre_q_hi,beta_S5_median,beta_S5_q_lo,beta_S5_q_hi,beta_S6_median,beta_S6_q_lo,beta_S6_q_hi,beta_S7_median,beta_S7_q_lo,beta_S7_q_hi,beta_S8_median,beta_S8_q_lo,beta_S8_q_hi,delta_S7_minus_S6_median,delta_S7_minus_S6_q_lo,delta_S7_minus_S6_q_hi,delta_S7_minus_S6_prob_gt0,delta_S7_minus_S6_p_diff,delta_S7_minus_S5_median,delta_S7_minus_S5_q_lo,delta_S7_minus_S5_q_hi,delta_S7_minus_S5_prob_gt0,delta_S7_minus_S5_p_diff,delta_S7_minus_S_pre_median,delta_S7_minus_S_pre_q_lo,delta_S7_minus_S_pre_q_hi,delta_S7_minus_S_pre_prob_gt0,delta_S7_minus_S_pre_p_diff,delta_S7_minus_S8_median,delta_S7_minus_S8_q_lo,delta_S7_minus_S8_q_hi,delta_S7_minus_S8_prob_gt0,delta_S7_minus_S8_p_diff
numpyro_main_arbequina_wd_state_irrigated,arbequina,wd_state,True,0,8000,0.0020393689140979984,-0.0013330113175948034,0.005510194888298632,0.00039394798893307634,-0.001547375211354352,0.0021030049021984075,-4.1473504216079216e-05,-0.0018569607253244367,0.0012870547401974532,-0.0003907268601166385,-0.0014002976020041729,0.0006324593954470067,-0.0006269883455931421,-0.0034703931887129194,0.0031459222154706164,-0.00032909140814604625,-0.001544232313261451,0.001277491693566567,0.348375,0.651625,-0.0007678927141557539,-0.0025713049717703746,0.001220089650474868,0.254,0.746,-0.002420490109495654,-0.006167768382278828,0.0013075217009959523,0.13875,0.86125,0.00031457207032769413,-0.0034642326418758054,0.0027095165032596084,0.580375,0.580375
