cohort,predictor,held_out_year,stem,delta_median,delta_q_lo,delta_q_hi,prob_delta_gt_0
arbequina,wd_state,full,numpyro_main_arbequina_wd_state_full,0.00011035470363519673,-1.4553468305075992e-05,0.00026722939710801196,0.921
