,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.0,0.134,-0.213,0.215,0.003,0.002,2495.0,3649.0,1.0
beta0,0.062,0.054,-0.023,0.153,0.001,0.001,3187.0,3721.0,1.0
beta1,0.036,0.036,-0.025,0.09,0.001,0.001,4085.0,3753.0,1.0
beta_coefs[0],0.062,0.054,-0.023,0.153,0.001,0.001,3187.0,3721.0,1.0
beta_coefs[1],0.036,0.036,-0.025,0.09,0.001,0.001,4085.0,3753.0,1.0
beta_coefs[2],0.016,0.034,-0.041,0.069,0.001,0.001,4491.0,3671.0,1.0
beta_coefs[3],0.002,0.032,-0.051,0.051,0.001,0.001,3856.0,2811.0,1.0
beta_coefs[4],-0.0,0.027,-0.045,0.041,0.0,0.001,6242.0,3347.0,1.0
beta_coefs[5],0.002,0.029,-0.042,0.046,0.001,0.001,2230.0,2119.0,1.0
beta_coefs[6],-0.016,0.033,-0.069,0.036,0.0,0.001,5113.0,3583.0,1.0
beta_coefs[7],-0.053,0.068,-0.162,0.055,0.001,0.002,3547.0,3154.0,1.0
lag_coef,-0.145,0.095,-0.305,0.008,0.001,0.001,6688.0,5481.0,1.0
rw2_innovations[0],0.006,0.058,-0.085,0.092,0.001,0.002,5881.0,2648.0,1.01
rw2_innovations[1],0.006,0.052,-0.062,0.099,0.001,0.002,5589.0,2767.0,1.01
rw2_innovations[2],0.011,0.053,-0.065,0.096,0.001,0.002,5083.0,2652.0,1.01
rw2_innovations[3],0.004,0.053,-0.08,0.076,0.001,0.002,5579.0,2390.0,1.0
rw2_innovations[4],-0.019,0.057,-0.115,0.055,0.001,0.002,2789.0,2222.0,1.0
rw2_innovations[5],-0.019,0.062,-0.112,0.068,0.001,0.002,3878.0,2580.0,1.0
sigma,0.296,0.024,0.256,0.334,0.0,0.0,6090.0,5055.0,1.0
sigma_smooth,0.048,0.043,0.0,0.106,0.002,0.001,430.0,608.0,1.01
sigma_year,0.387,0.116,0.207,0.548,0.002,0.002,2288.0,3855.0,1.0
year_raw[0],0.712,0.47,-0.102,1.431,0.008,0.006,3171.0,4130.0,1.0
year_raw[1],0.668,0.485,-0.099,1.474,0.009,0.006,2951.0,4302.0,1.0
year_raw[2],-0.154,0.536,-1.05,0.693,0.009,0.007,3228.0,3982.0,1.0
year_raw[3],1.345,0.585,0.382,2.298,0.011,0.007,3008.0,4412.0,1.0
year_raw[4],-0.083,0.567,-0.978,0.886,0.01,0.006,3449.0,4481.0,1.0
year_raw[5],0.128,0.553,-0.771,1.031,0.01,0.007,2873.0,3777.0,1.0
year_raw[6],-1.624,0.578,-2.566,-0.69,0.01,0.007,3209.0,4279.0,1.0
year_raw[7],-0.421,0.526,-1.263,0.431,0.008,0.006,3835.0,4846.0,1.0
year_raw[8],-0.578,0.565,-1.448,0.404,0.009,0.007,3804.0,4311.0,1.0
year_re[2016],0.257,0.166,-0.008,0.54,0.003,0.002,3284.0,4088.0,1.0
year_re[2017],0.241,0.174,-0.037,0.528,0.003,0.002,3194.0,4236.0,1.0
year_re[2018],-0.055,0.2,-0.382,0.265,0.004,0.003,3192.0,3234.0,1.0
year_re[2019],0.486,0.187,0.181,0.791,0.003,0.002,3773.0,4864.0,1.0
year_re[2020],-0.031,0.214,-0.391,0.301,0.004,0.003,3387.0,4953.0,1.0
year_re[2021],0.05,0.206,-0.299,0.372,0.004,0.003,2877.0,3748.0,1.0
year_re[2022],-0.589,0.179,-0.883,-0.3,0.003,0.002,3425.0,4304.0,1.0
year_re[2023],-0.154,0.195,-0.474,0.165,0.003,0.002,3501.0,4957.0,1.0
year_re[2024],-0.205,0.201,-0.536,0.12,0.003,0.002,4003.0,4996.0,1.0
