,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
sigma,0.362,0.081,0.244,0.482,0.005,0.003,325.0,425.0,1.01
Intercept,16.647,5.357,7.879,24.885,0.254,0.128,418.0,970.0,1.01
tmin_preflower_mean,0.405,0.217,0.088,0.785,0.023,0.024,135.0,39.0,1.03
tmin_flowering_mean,-0.278,0.15,-0.487,0.022,0.013,0.01,148.0,35.0,1.02
tmin_pit_mean,-0.72,0.257,-1.141,-0.279,0.022,0.013,156.0,57.0,1.03
lag_yield,-0.745,0.231,-1.149,-0.404,0.013,0.006,313.0,441.0,1.01
1|comarca_sigma,1.396,1.755,0.001,3.562,0.082,0.084,421.0,745.0,1.01
1|comarca[Baix Ebre],-0.033,0.969,-1.59,1.986,0.153,0.116,65.0,30.0,1.05
1|comarca[Montsià],-0.2,0.983,-1.849,1.698,0.156,0.124,69.0,27.0,1.04
