,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.004,0.124,-0.21,0.19,0.002,0.003,2637.0,2887.0,1.0
beta0,0.043,0.067,-0.061,0.16,0.001,0.002,5196.0,3793.0,1.0
beta1,0.034,0.033,-0.02,0.084,0.0,0.001,5249.0,3477.0,1.0
beta_coefs[0],0.043,0.067,-0.061,0.16,0.001,0.002,5196.0,3793.0,1.0
beta_coefs[1],0.034,0.033,-0.02,0.084,0.0,0.001,5249.0,3477.0,1.0
beta_coefs[2],0.025,0.039,-0.037,0.087,0.0,0.001,6576.0,3368.0,1.0
beta_coefs[3],0.013,0.04,-0.056,0.075,0.001,0.001,6364.0,4113.0,1.0
beta_coefs[4],0.002,0.037,-0.061,0.06,0.0,0.001,6684.0,4137.0,1.0
beta_coefs[5],-0.001,0.035,-0.054,0.055,0.0,0.001,7387.0,3230.0,1.0
beta_coefs[6],-0.007,0.029,-0.054,0.035,0.0,0.001,7375.0,3361.0,1.0
beta_coefs[7],-0.021,0.062,-0.122,0.08,0.001,0.002,7106.0,4307.0,1.0
lag_coef,-0.135,0.096,-0.29,0.024,0.001,0.001,5729.0,5213.0,1.0
rw2_innovations[0],-0.001,0.063,-0.092,0.1,0.001,0.002,6416.0,3015.0,1.0
rw2_innovations[1],-0.002,0.06,-0.097,0.087,0.001,0.002,7193.0,2736.0,1.0
rw2_innovations[2],0.001,0.056,-0.087,0.085,0.001,0.002,6698.0,3322.0,1.0
rw2_innovations[3],0.007,0.055,-0.074,0.092,0.001,0.002,6489.0,2586.0,1.0
rw2_innovations[4],-0.002,0.06,-0.095,0.089,0.001,0.002,7163.0,3102.0,1.0
rw2_innovations[5],-0.008,0.063,-0.102,0.089,0.001,0.002,8685.0,3098.0,1.0
sigma,0.297,0.024,0.257,0.335,0.0,0.0,5830.0,5017.0,1.0
sigma_smooth,0.05,0.044,0.0,0.11,0.002,0.001,454.0,426.0,1.0
sigma_year,0.364,0.108,0.199,0.522,0.002,0.002,2082.0,3832.0,1.0
year_raw[0],0.533,0.473,-0.208,1.339,0.008,0.006,3332.0,3906.0,1.0
year_raw[1],0.828,0.477,0.039,1.606,0.009,0.006,3110.0,3875.0,1.0
year_raw[2],-0.058,0.508,-0.858,0.801,0.008,0.006,3955.0,4817.0,1.0
year_raw[3],1.249,0.558,0.309,2.114,0.01,0.007,3284.0,4342.0,1.0
year_raw[4],0.226,0.522,-0.589,1.12,0.008,0.006,3830.0,5064.0,1.0
year_raw[5],-0.015,0.564,-0.97,0.865,0.009,0.007,4266.0,5031.0,1.0
year_raw[6],-1.68,0.561,-2.594,-0.766,0.011,0.006,2747.0,4342.0,1.0
year_raw[7],-0.358,0.487,-1.145,0.446,0.008,0.005,4197.0,5269.0,1.0
year_raw[8],-0.807,0.502,-1.666,-0.028,0.008,0.006,3929.0,5259.0,1.0
year_re[2016],0.182,0.162,-0.076,0.449,0.003,0.002,3303.0,3827.0,1.0
year_re[2017],0.282,0.156,0.029,0.538,0.003,0.002,3359.0,3915.0,1.0
year_re[2018],-0.024,0.181,-0.299,0.289,0.003,0.003,3710.0,4359.0,1.0
year_re[2019],0.423,0.167,0.157,0.7,0.003,0.002,4020.0,4499.0,1.0
year_re[2020],0.076,0.183,-0.23,0.364,0.003,0.003,3675.0,4515.0,1.0
year_re[2021],-0.002,0.198,-0.313,0.341,0.003,0.002,4119.0,4729.0,1.0
year_re[2022],-0.573,0.155,-0.823,-0.323,0.003,0.002,3556.0,4380.0,1.0
year_re[2023],-0.123,0.17,-0.396,0.156,0.003,0.002,3996.0,4552.0,1.0
year_re[2024],-0.277,0.169,-0.553,-0.005,0.003,0.003,3847.0,4429.0,1.0
