,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.003,0.137,-0.237,0.207,0.003,0.002,1680.0,2874.0,1.0
beta0,-0.051,0.038,-0.112,0.012,0.001,0.0,4259.0,4562.0,1.0
beta1,-0.021,0.031,-0.068,0.031,0.001,0.001,3227.0,2981.0,1.0
beta_coefs[0],-0.051,0.038,-0.112,0.012,0.001,0.0,4259.0,4562.0,1.0
beta_coefs[1],-0.021,0.031,-0.068,0.031,0.001,0.001,3227.0,2981.0,1.0
beta_coefs[2],0.016,0.034,-0.036,0.072,0.001,0.001,3478.0,4274.0,1.0
beta_coefs[3],0.019,0.029,-0.026,0.066,0.001,0.001,3529.0,2627.0,1.0
beta_coefs[4],-0.011,0.045,-0.085,0.058,0.001,0.001,3329.0,4858.0,1.0
lag_coef,-0.161,0.097,-0.323,-0.006,0.001,0.001,4636.0,4650.0,1.0
rw2_innovations[0],0.007,0.073,-0.111,0.124,0.001,0.002,3037.0,2517.0,1.0
rw2_innovations[1],-0.034,0.069,-0.145,0.067,0.001,0.002,4168.0,3564.0,1.0
rw2_innovations[2],-0.032,0.074,-0.163,0.077,0.001,0.002,4469.0,2968.0,1.0
sigma,0.294,0.024,0.256,0.333,0.0,0.0,5521.0,5746.0,1.0
sigma_smooth,0.071,0.051,0.002,0.144,0.001,0.001,1050.0,1757.0,1.0
sigma_year,0.404,0.113,0.235,0.574,0.002,0.002,2119.0,3393.0,1.0
year_raw[0],0.714,0.449,-0.047,1.425,0.01,0.006,2129.0,3703.0,1.0
year_raw[1],0.79,0.441,0.041,1.481,0.01,0.006,1920.0,3009.0,1.0
year_raw[2],-0.349,0.418,-1.027,0.34,0.009,0.005,2314.0,3918.0,1.0
year_raw[3],0.895,0.465,0.143,1.655,0.01,0.006,2256.0,3784.0,1.0
year_raw[4],0.603,0.448,-0.105,1.37,0.009,0.006,2281.0,3270.0,1.0
year_raw[5],0.522,0.428,-0.199,1.202,0.009,0.005,2180.0,4029.0,1.0
year_raw[6],-1.715,0.564,-2.634,-0.795,0.012,0.007,2329.0,3198.0,1.0
year_raw[7],-0.481,0.481,-1.24,0.337,0.009,0.006,2686.0,3951.0,1.0
year_raw[8],-0.926,0.448,-1.695,-0.218,0.009,0.005,2544.0,3492.0,1.0
year_re[2016],0.274,0.172,-0.013,0.546,0.004,0.002,2189.0,3656.0,1.0
year_re[2017],0.301,0.163,0.03,0.559,0.003,0.002,2358.0,3606.0,1.0
year_re[2018],-0.132,0.163,-0.398,0.13,0.003,0.002,2299.0,3749.0,1.0
year_re[2019],0.339,0.165,0.086,0.621,0.003,0.002,2415.0,3941.0,1.0
year_re[2020],0.231,0.172,-0.052,0.518,0.004,0.002,2381.0,3406.0,1.0
year_re[2021],0.199,0.165,-0.079,0.46,0.003,0.002,2265.0,3747.0,1.0
year_re[2022],-0.65,0.164,-0.922,-0.385,0.004,0.002,2121.0,3545.0,1.0
year_re[2023],-0.187,0.19,-0.489,0.128,0.004,0.003,2363.0,3466.0,1.0
year_re[2024],-0.353,0.162,-0.612,-0.083,0.003,0.002,2332.0,3617.0,1.0
