,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.002,0.128,-0.208,0.208,0.003,0.003,2669.0,3053.0,1.0
beta0,0.073,0.054,-0.016,0.161,0.001,0.001,3696.0,4306.0,1.0
beta1,0.037,0.037,-0.024,0.096,0.001,0.001,4334.0,4010.0,1.0
beta_coefs[0],0.073,0.054,-0.016,0.161,0.001,0.001,3696.0,4306.0,1.0
beta_coefs[1],0.037,0.037,-0.024,0.096,0.001,0.001,4334.0,4010.0,1.0
beta_coefs[2],0.009,0.036,-0.047,0.069,0.001,0.001,4707.0,4043.0,1.0
beta_coefs[3],-0.004,0.031,-0.055,0.047,0.0,0.001,6696.0,4174.0,1.0
beta_coefs[4],-0.01,0.03,-0.058,0.035,0.0,0.001,5319.0,3830.0,1.0
beta_coefs[5],-0.029,0.06,-0.125,0.073,0.001,0.001,6394.0,4793.0,1.0
lag_coef,-0.145,0.096,-0.302,0.013,0.001,0.001,5634.0,5268.0,1.0
rw2_innovations[0],0.006,0.068,-0.099,0.121,0.001,0.002,4779.0,3397.0,1.0
rw2_innovations[1],0.016,0.062,-0.074,0.125,0.001,0.002,4983.0,3472.0,1.0
rw2_innovations[2],0.006,0.062,-0.093,0.109,0.001,0.002,6226.0,3256.0,1.0
rw2_innovations[3],-0.013,0.073,-0.123,0.1,0.001,0.002,5931.0,2755.0,1.0
sigma,0.296,0.024,0.258,0.337,0.0,0.0,6726.0,5672.0,1.0
sigma_smooth,0.061,0.048,0.001,0.127,0.002,0.001,666.0,908.0,1.0
sigma_year,0.375,0.113,0.201,0.538,0.002,0.002,2475.0,4230.0,1.0
year_raw[0],0.643,0.468,-0.103,1.448,0.008,0.005,3337.0,4033.0,1.0
year_raw[1],0.746,0.463,-0.008,1.494,0.008,0.005,3238.0,4217.0,1.0
year_raw[2],-0.217,0.486,-1.013,0.567,0.008,0.006,3825.0,5041.0,1.0
year_raw[3],1.358,0.583,0.447,2.337,0.011,0.007,2888.0,4235.0,1.0
year_raw[4],-0.014,0.55,-0.852,0.955,0.009,0.007,3877.0,4647.0,1.0
year_raw[5],0.1,0.53,-0.749,0.981,0.009,0.007,3638.0,4706.0,1.0
year_raw[6],-1.611,0.558,-2.555,-0.732,0.01,0.007,3091.0,4634.0,1.0
year_raw[7],-0.329,0.5,-1.136,0.513,0.008,0.006,4003.0,4938.0,1.0
year_raw[8],-0.725,0.518,-1.551,0.135,0.009,0.006,3668.0,5211.0,1.0
year_re[2016],0.225,0.164,-0.046,0.488,0.003,0.002,3560.0,3782.0,1.0
year_re[2017],0.261,0.16,-0.003,0.512,0.003,0.002,3591.0,4194.0,1.0
year_re[2018],-0.081,0.179,-0.368,0.211,0.003,0.002,3647.0,4465.0,1.0
year_re[2019],0.474,0.18,0.182,0.764,0.003,0.003,3491.0,4385.0,1.0
year_re[2020],-0.006,0.199,-0.324,0.321,0.003,0.002,3872.0,4573.0,1.0
year_re[2021],0.037,0.191,-0.269,0.353,0.003,0.003,3613.0,4546.0,1.0
year_re[2022],-0.565,0.162,-0.818,-0.289,0.003,0.002,3444.0,3850.0,1.0
year_re[2023],-0.116,0.181,-0.409,0.175,0.003,0.002,3763.0,4536.0,1.0
year_re[2024],-0.255,0.181,-0.551,0.042,0.003,0.002,3714.0,4507.0,1.0
