,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.023,0.047,-0.099,0.056,0.001,0.001,5434.0,5212.0,1.0
beta0,0.123,0.05,0.041,0.204,0.001,0.001,3138.0,3863.0,1.0
beta1,0.043,0.034,-0.015,0.095,0.001,0.001,3499.0,3237.0,1.0
beta_coefs[0],0.123,0.05,0.041,0.204,0.001,0.001,3138.0,3863.0,1.0
beta_coefs[1],0.043,0.034,-0.015,0.095,0.001,0.001,3499.0,3237.0,1.0
beta_coefs[2],-0.021,0.04,-0.088,0.038,0.001,0.001,2667.0,3055.0,1.0
beta_coefs[3],-0.051,0.035,-0.106,0.004,0.001,0.001,4506.0,3180.0,1.0
beta_coefs[4],-0.058,0.054,-0.145,0.029,0.001,0.001,3617.0,4336.0,1.0
rw2_innovations[0],0.017,0.085,-0.108,0.165,0.002,0.002,2850.0,2322.0,1.0
rw2_innovations[1],0.035,0.078,-0.075,0.164,0.002,0.003,3084.0,2582.0,1.0
rw2_innovations[2],0.022,0.089,-0.11,0.169,0.002,0.003,3978.0,3032.0,1.0
sigma,0.43,0.036,0.373,0.489,0.001,0.0,4736.0,4628.0,1.0
sigma_smooth,0.078,0.055,0.002,0.154,0.002,0.001,881.0,861.0,1.0
