stage,doy_start,doy_end,beta_bayesian_median,beta_bayesian_q_lo,beta_bayesian_q_hi,beta_fpls_k1,beta_fpls_k2,beta_fpls_k3
S_pre,1.0,71.0,-0.014698237231615372,-0.02204890610066158,-0.007580046615909712,-0.0006266413604720885,-0.0009520175310209782,-0.002165468700613907
S5,72.0,138.0,-0.0031755246806517206,-0.005338092624877493,-4.360401321197046e-06,1.3801119048714653e-06,0.0009703689137158696,0.0009099081666910697
S6,139.0,173.0,-0.0011116553453669787,-0.0023364546469522903,0.00025301503950312385,-0.003071126146527559,-0.0014539368319606057,-0.00012440604236796203
S7,174.0,299.0,0.0018536834226840365,0.0001623401312808727,0.0032954268962807265,-0.0006807340657965397,0.0009563590048516044,-8.789962124404962e-06
S8,300.0,327.0,0.010930424508921155,0.004232863622091527,0.01843478433030108,0.0016636253192900531,0.002927768524645037,0.0049751231146916005
S7_minus_S6,,,0.002985436773307628,0.00026481109149136895,0.005200119318382934,0.0023903920807310194,0.00241029583681221,0.00011561608024355706
