,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
sigma,0.392,0.091,0.256,0.524,0.004,0.003,512.0,768.0,1.01
Intercept,11.756,4.27,4.693,18.698,0.129,0.102,1061.0,812.0,1.0
tmax_preflower_mean,-0.063,0.149,-0.304,0.177,0.004,0.004,1609.0,1813.0,1.01
tmax_flowering_mean,0.126,0.117,-0.074,0.311,0.003,0.002,1201.0,1710.0,1.0
tmax_pit_mean,-0.369,0.148,-0.6,-0.11,0.004,0.003,1454.0,1496.0,1.0
lag_yield,-1.006,0.23,-1.42,-0.668,0.006,0.005,1283.0,794.0,1.0
1|comarca_sigma,2.88,3.814,0.001,7.557,0.615,0.99,96.0,28.0,1.03
1|comarca[Baix Ebre],0.212,1.586,-2.454,2.926,0.121,0.109,204.0,178.0,1.02
1|comarca[Montsià],-0.111,1.589,-2.74,2.587,0.122,0.111,201.0,179.0,1.02
