,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.071,0.09,-0.071,0.219,0.002,0.002,2013.0,2723.0,1.0
beta0,0.065,0.034,0.008,0.119,0.001,0.001,4061.0,3439.0,1.0
beta1,0.033,0.029,-0.013,0.079,0.001,0.001,2880.0,2329.0,1.0
beta_coefs[0],0.065,0.034,0.008,0.119,0.001,0.001,4061.0,3439.0,1.0
beta_coefs[1],0.033,0.029,-0.013,0.079,0.001,0.001,2880.0,2329.0,1.0
beta_coefs[2],0.009,0.029,-0.035,0.06,0.0,0.001,4972.0,3595.0,1.0
beta_coefs[3],-0.013,0.028,-0.056,0.031,0.0,0.001,4106.0,2839.0,1.0
beta_coefs[4],-0.052,0.042,-0.123,0.015,0.001,0.001,5920.0,4688.0,1.0
lag_coef,-0.182,0.072,-0.301,-0.064,0.001,0.001,5574.0,5241.0,1.0
rw2_innovations[0],0.008,0.07,-0.098,0.126,0.001,0.002,2714.0,2110.0,1.0
rw2_innovations[1],0.002,0.062,-0.104,0.096,0.001,0.002,3871.0,2720.0,1.0
rw2_innovations[2],-0.017,0.074,-0.141,0.09,0.001,0.002,4252.0,2773.0,1.0
sigma,0.292,0.018,0.262,0.319,0.0,0.0,5643.0,4950.0,1.0
sigma_smooth,0.062,0.051,0.001,0.134,0.001,0.001,859.0,940.0,1.0
sigma_year,0.233,0.085,0.108,0.354,0.002,0.002,1971.0,3165.0,1.0
year_raw[0],0.358,0.485,-0.43,1.166,0.009,0.006,2827.0,3936.0,1.0
year_raw[1],0.648,0.514,-0.137,1.548,0.01,0.006,2718.0,3937.0,1.0
year_raw[2],-0.479,0.528,-1.37,0.378,0.009,0.007,3088.0,4462.0,1.0
year_raw[3],1.279,0.603,0.311,2.255,0.013,0.007,2267.0,4105.0,1.0
year_raw[4],0.036,0.537,-0.837,0.905,0.01,0.006,3091.0,4566.0,1.0
year_raw[5],0.228,0.497,-0.575,1.06,0.009,0.006,3043.0,3928.0,1.0
year_raw[6],-0.623,0.541,-1.494,0.263,0.01,0.006,3120.0,4626.0,1.0
year_raw[7],-1.4,0.596,-2.355,-0.412,0.011,0.007,2879.0,4350.0,1.0
year_re[2016],0.077,0.11,-0.096,0.263,0.002,0.002,2686.0,3315.0,1.0
year_re[2017],0.141,0.114,-0.046,0.324,0.002,0.002,2577.0,3705.0,1.0
year_re[2018],-0.105,0.119,-0.302,0.082,0.002,0.002,3007.0,4076.0,1.0
year_re[2019],0.271,0.113,0.093,0.459,0.002,0.001,2779.0,4282.0,1.0
year_re[2020],0.009,0.122,-0.18,0.22,0.002,0.002,2855.0,3718.0,1.0
year_re[2021],0.05,0.112,-0.133,0.228,0.002,0.002,2748.0,3715.0,1.0
year_re[2023],-0.133,0.118,-0.315,0.066,0.002,0.002,3000.0,3522.0,1.0
year_re[2024],-0.301,0.119,-0.501,-0.118,0.002,0.002,3194.0,4259.0,1.0
