,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.002,0.028,-0.047,0.046,0.0,0.0,5812.0,4694.0,1.0
beta0,0.138,0.057,0.047,0.235,0.001,0.001,4408.0,4833.0,1.0
beta1,0.126,0.059,0.03,0.219,0.001,0.001,2988.0,3154.0,1.0
beta_coefs[0],0.138,0.057,0.047,0.235,0.001,0.001,4408.0,4833.0,1.0
beta_coefs[1],0.126,0.059,0.03,0.219,0.001,0.001,2988.0,3154.0,1.0
beta_coefs[2],0.099,0.056,0.01,0.194,0.001,0.001,5621.0,5131.0,1.0
beta_coefs[3],-0.018,0.077,-0.139,0.104,0.001,0.001,2974.0,3263.0,1.0
beta_coefs[4],-0.458,0.085,-0.595,-0.316,0.001,0.001,4554.0,5012.0,1.0
rw2_innovations[0],-0.015,0.154,-0.276,0.222,0.003,0.003,2704.0,2597.0,1.0
rw2_innovations[1],-0.091,0.142,-0.327,0.126,0.002,0.003,4052.0,3280.0,1.0
rw2_innovations[2],-0.322,0.215,-0.655,0.001,0.004,0.004,2955.0,3160.0,1.0
sigma,0.343,0.021,0.308,0.378,0.0,0.0,4915.0,5101.0,1.0
sigma_smooth,0.179,0.065,0.074,0.282,0.001,0.001,2799.0,3197.0,1.0
