,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.051,0.104,-0.225,0.114,0.002,0.002,2712.0,3205.0,1.0
beta0,0.133,0.053,0.051,0.221,0.001,0.001,3840.0,4932.0,1.0
beta1,0.066,0.037,0.007,0.123,0.001,0.001,3807.0,3277.0,1.0
beta_coefs[0],0.133,0.053,0.051,0.221,0.001,0.001,3840.0,4932.0,1.0
beta_coefs[1],0.066,0.037,0.007,0.123,0.001,0.001,3807.0,3277.0,1.0
beta_coefs[2],0.005,0.037,-0.058,0.062,0.001,0.001,4917.0,3847.0,1.0
beta_coefs[3],-0.035,0.031,-0.085,0.011,0.0,0.001,4955.0,3426.0,1.0
beta_coefs[4],-0.065,0.057,-0.156,0.026,0.001,0.001,5209.0,4488.0,1.0
lag_coef,0.007,0.099,-0.154,0.172,0.001,0.001,5657.0,5683.0,1.0
rw2_innovations[0],0.005,0.076,-0.114,0.128,0.001,0.002,4013.0,2663.0,1.0
rw2_innovations[1],0.022,0.073,-0.088,0.14,0.001,0.002,4962.0,3104.0,1.0
rw2_innovations[2],0.009,0.081,-0.116,0.143,0.001,0.002,5498.0,3267.0,1.0
sigma,0.287,0.025,0.247,0.327,0.0,0.0,5997.0,4936.0,1.0
sigma_smooth,0.069,0.052,0.002,0.143,0.001,0.001,1241.0,1694.0,1.0
sigma_year,0.283,0.102,0.137,0.431,0.002,0.002,2484.0,3956.0,1.0
year_raw[0],0.621,0.523,-0.189,1.502,0.009,0.006,3612.0,4952.0,1.0
year_raw[1],1.002,0.546,0.118,1.9,0.009,0.006,3682.0,4848.0,1.0
year_raw[2],0.22,0.566,-0.683,1.167,0.009,0.007,3687.0,4899.0,1.0
year_raw[3],-0.234,0.594,-1.235,0.699,0.009,0.007,4067.0,4853.0,1.0
year_raw[4],-0.056,0.593,-1.035,0.904,0.009,0.007,3900.0,4643.0,1.0
year_raw[5],-1.747,0.64,-2.789,-0.714,0.011,0.007,3388.0,4374.0,1.0
year_raw[6],0.348,0.595,-0.6,1.331,0.01,0.007,3835.0,4536.0,1.0
year_raw[7],-0.279,0.564,-1.189,0.651,0.009,0.007,3628.0,5000.0,1.0
year_re[2016],0.162,0.137,-0.06,0.384,0.002,0.002,3614.0,4643.0,1.0
year_re[2017],0.261,0.137,0.049,0.489,0.002,0.002,3806.0,5323.0,1.0
year_re[2018],0.052,0.149,-0.183,0.303,0.002,0.002,3798.0,4910.0,1.0
year_re[2020],-0.06,0.161,-0.304,0.219,0.003,0.002,3801.0,4684.0,1.0
year_re[2021],-0.011,0.16,-0.268,0.259,0.003,0.002,3687.0,4869.0,1.0
year_re[2022],-0.455,0.141,-0.679,-0.22,0.002,0.002,3463.0,4939.0,1.0
year_re[2023],0.088,0.159,-0.183,0.335,0.003,0.002,3786.0,4775.0,1.0
year_re[2024],-0.076,0.154,-0.338,0.166,0.003,0.002,3507.0,5023.0,1.0
