,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.012,0.047,-0.09,0.062,0.001,0.001,6066.0,5233.0,1.0
beta0,0.063,0.061,-0.046,0.155,0.001,0.001,4011.0,4893.0,1.0
beta1,0.071,0.056,-0.019,0.164,0.001,0.001,2840.0,3883.0,1.0
beta_coefs[0],0.063,0.061,-0.046,0.155,0.001,0.001,4011.0,4893.0,1.0
beta_coefs[1],0.071,0.056,-0.019,0.164,0.001,0.001,2840.0,3883.0,1.0
beta_coefs[2],0.046,0.06,-0.052,0.137,0.001,0.001,3337.0,4513.0,1.0
beta_coefs[3],-0.049,0.057,-0.145,0.035,0.001,0.001,3128.0,3091.0,1.0
beta_coefs[4],-0.266,0.098,-0.428,-0.108,0.002,0.001,2843.0,5110.0,1.0
rw2_innovations[0],-0.034,0.117,-0.242,0.144,0.002,0.002,2608.0,2749.0,1.0
rw2_innovations[1],-0.07,0.109,-0.247,0.096,0.002,0.002,4050.0,3807.0,1.0
rw2_innovations[2],-0.122,0.148,-0.362,0.079,0.003,0.004,2726.0,2650.0,1.0
sigma,0.431,0.037,0.37,0.489,0.001,0.0,5051.0,4864.0,1.0
sigma_smooth,0.12,0.065,0.003,0.208,0.002,0.001,1505.0,1266.0,1.0
