,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.018,0.032,-0.073,0.033,0.0,0.0,5196.0,4625.0,1.0
beta0,0.005,0.063,-0.1,0.108,0.001,0.001,4197.0,4794.0,1.0
beta1,0.126,0.061,0.029,0.228,0.001,0.001,3358.0,3529.0,1.0
beta_coefs[0],0.005,0.063,-0.1,0.108,0.001,0.001,4197.0,4794.0,1.0
beta_coefs[1],0.126,0.061,0.029,0.228,0.001,0.001,3358.0,3529.0,1.0
beta_coefs[2],0.154,0.065,0.047,0.259,0.001,0.001,5611.0,4559.0,1.0
beta_coefs[3],0.025,0.07,-0.088,0.136,0.001,0.001,3990.0,3405.0,1.0
beta_coefs[4],-0.399,0.087,-0.542,-0.257,0.001,0.001,6310.0,5650.0,1.0
rw2_innovations[0],-0.094,0.16,-0.353,0.164,0.003,0.003,3026.0,3282.0,1.0
rw2_innovations[1],-0.158,0.147,-0.394,0.082,0.002,0.002,4170.0,3588.0,1.0
rw2_innovations[2],-0.294,0.195,-0.623,-0.006,0.003,0.003,3835.0,3205.0,1.0
sigma,0.389,0.024,0.35,0.427,0.0,0.0,5746.0,4892.0,1.0
sigma_smooth,0.186,0.058,0.092,0.279,0.001,0.001,3356.0,2815.0,1.0
