,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.002,0.135,-0.228,0.209,0.003,0.002,2287.0,3317.0,1.0
beta0,-0.028,0.03,-0.075,0.023,0.0,0.0,5174.0,4912.0,1.0
beta1,-0.023,0.022,-0.06,0.012,0.0,0.0,4408.0,3379.0,1.0
beta_coefs[0],-0.028,0.03,-0.075,0.023,0.0,0.0,5174.0,4912.0,1.0
beta_coefs[1],-0.023,0.022,-0.06,0.012,0.0,0.0,4408.0,3379.0,1.0
beta_coefs[2],-0.02,0.024,-0.059,0.02,0.0,0.0,3257.0,3904.0,1.0
beta_coefs[3],-0.001,0.023,-0.038,0.038,0.0,0.0,6310.0,3978.0,1.0
beta_coefs[4],0.02,0.027,-0.02,0.063,0.001,0.0,1449.0,3328.0,1.0
beta_coefs[5],0.016,0.024,-0.02,0.053,0.0,0.0,3130.0,4373.0,1.0
beta_coefs[6],-0.001,0.022,-0.035,0.035,0.0,0.001,5780.0,3687.0,1.0
beta_coefs[7],-0.02,0.037,-0.079,0.039,0.001,0.0,2203.0,4731.0,1.0
lag_coef,-0.163,0.097,-0.316,0.004,0.001,0.001,4832.0,5038.0,1.0
rw2_innovations[0],-0.002,0.047,-0.078,0.071,0.001,0.002,4592.0,2800.0,1.0
rw2_innovations[1],0.015,0.045,-0.042,0.096,0.001,0.001,3297.0,2974.0,1.0
rw2_innovations[2],0.002,0.04,-0.061,0.064,0.001,0.001,5419.0,2737.0,1.0
rw2_innovations[3],-0.024,0.045,-0.097,0.036,0.001,0.002,2610.0,2572.0,1.0
rw2_innovations[4],-0.014,0.044,-0.092,0.046,0.001,0.002,4984.0,3026.0,1.0
rw2_innovations[5],-0.003,0.048,-0.081,0.073,0.001,0.002,6304.0,2519.0,1.0
sigma,0.294,0.025,0.255,0.334,0.0,0.0,4800.0,4428.0,1.0
sigma_smooth,0.042,0.036,0.001,0.092,0.001,0.001,481.0,781.0,1.0
sigma_year,0.405,0.115,0.231,0.578,0.002,0.002,2196.0,3835.0,1.0
year_raw[0],0.726,0.452,-0.052,1.435,0.008,0.006,2848.0,3954.0,1.0
year_raw[1],0.807,0.442,0.046,1.503,0.009,0.006,2704.0,3588.0,1.0
year_raw[2],-0.405,0.426,-1.1,0.295,0.008,0.005,2834.0,4286.0,1.0
year_raw[3],0.889,0.461,0.135,1.639,0.009,0.006,2609.0,3974.0,1.0
year_raw[4],0.608,0.453,-0.103,1.38,0.008,0.006,2913.0,3553.0,1.0
year_raw[5],0.561,0.429,-0.115,1.295,0.008,0.005,2869.0,4395.0,1.0
year_raw[6],-1.706,0.564,-2.571,-0.737,0.011,0.007,2532.0,4191.0,1.0
year_raw[7],-0.504,0.482,-1.259,0.313,0.009,0.006,3068.0,4027.0,1.0
year_raw[8],-0.918,0.45,-1.62,-0.16,0.009,0.005,2666.0,4217.0,1.0
year_re[2016],0.278,0.171,-0.001,0.556,0.003,0.002,3001.0,4206.0,1.0
year_re[2017],0.307,0.161,0.031,0.558,0.003,0.002,3081.0,4569.0,1.0
year_re[2018],-0.153,0.164,-0.418,0.119,0.003,0.002,2947.0,4422.0,1.0
year_re[2019],0.336,0.163,0.055,0.582,0.003,0.002,3001.0,4125.0,1.0
year_re[2020],0.233,0.173,-0.04,0.527,0.003,0.002,2829.0,3906.0,1.0
year_re[2021],0.214,0.164,-0.044,0.486,0.003,0.002,2967.0,4553.0,1.0
year_re[2022],-0.647,0.163,-0.9,-0.369,0.003,0.002,2880.0,4231.0,1.0
year_re[2023],-0.197,0.189,-0.515,0.106,0.003,0.002,2983.0,4381.0,1.0
year_re[2024],-0.349,0.161,-0.607,-0.086,0.003,0.002,2978.0,4487.0,1.0
