,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.001,0.043,-0.073,0.069,0.001,0.001,6628.0,5077.0,1.0
beta0,0.142,0.047,0.07,0.222,0.001,0.001,3344.0,2811.0,1.0
beta1,0.045,0.039,-0.016,0.107,0.001,0.001,2757.0,1997.0,1.0
beta_coefs[0],0.142,0.047,0.07,0.222,0.001,0.001,3344.0,2811.0,1.0
beta_coefs[1],0.045,0.039,-0.016,0.107,0.001,0.001,2757.0,1997.0,1.0
beta_coefs[2],-0.037,0.038,-0.098,0.023,0.001,0.001,3817.0,3036.0,1.0
beta_coefs[3],-0.099,0.048,-0.177,-0.023,0.001,0.001,4498.0,3687.0,1.0
lag_coef,-0.087,0.094,-0.235,0.073,0.001,0.001,5266.0,4477.0,1.0
rw2_innovations[0],0.015,0.094,-0.123,0.183,0.002,0.003,2566.0,1729.0,1.0
rw2_innovations[1],0.019,0.095,-0.125,0.176,0.002,0.003,4001.0,2736.0,1.0
sigma,0.413,0.032,0.361,0.466,0.0,0.0,6050.0,5220.0,1.0
sigma_smooth,0.08,0.059,0.003,0.162,0.002,0.001,875.0,721.0,1.0
