,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.001,0.13,-0.215,0.207,0.003,0.002,1845.0,2784.0,1.0
beta0,-0.028,0.034,-0.084,0.028,0.0,0.0,4776.0,3904.0,1.0
beta1,-0.025,0.032,-0.078,0.023,0.001,0.001,2282.0,1529.0,1.0
beta_coefs[0],-0.028,0.034,-0.084,0.028,0.0,0.0,4776.0,3904.0,1.0
beta_coefs[1],-0.025,0.032,-0.078,0.023,0.001,0.001,2282.0,1529.0,1.0
beta_coefs[2],0.004,0.032,-0.046,0.058,0.001,0.001,4299.0,2993.0,1.0
beta_coefs[3],0.018,0.031,-0.027,0.07,0.001,0.001,2764.0,2617.0,1.0
beta_coefs[4],-0.004,0.044,-0.077,0.064,0.001,0.001,4032.0,3881.0,1.0
lag_coef,-0.154,0.097,-0.329,-0.007,0.001,0.001,4990.0,5504.0,1.0
rw2_innovations[0],0.026,0.08,-0.085,0.158,0.002,0.003,2214.0,1397.0,1.0
rw2_innovations[1],-0.015,0.067,-0.12,0.089,0.001,0.002,3359.0,1908.0,1.0
rw2_innovations[2],-0.037,0.082,-0.172,0.08,0.002,0.002,3429.0,2245.0,1.0
sigma,0.296,0.024,0.257,0.336,0.0,0.0,5104.0,5234.0,1.0
sigma_smooth,0.07,0.054,0.002,0.146,0.002,0.001,982.0,1658.0,1.0
sigma_year,0.395,0.112,0.224,0.556,0.003,0.002,1824.0,3088.0,1.0
year_raw[0],0.696,0.44,-0.031,1.397,0.009,0.005,2626.0,3733.0,1.0
year_raw[1],0.833,0.437,0.134,1.554,0.009,0.006,2258.0,3668.0,1.0
year_raw[2],-0.428,0.418,-1.083,0.272,0.008,0.005,2534.0,3784.0,1.0
year_raw[3],0.92,0.463,0.179,1.691,0.01,0.006,2288.0,3647.0,1.0
year_raw[4],0.542,0.443,-0.192,1.251,0.009,0.005,2552.0,4042.0,1.0
year_raw[5],0.532,0.423,-0.154,1.225,0.009,0.005,2328.0,3518.0,1.0
year_raw[6],-1.726,0.561,-2.617,-0.798,0.012,0.007,2049.0,3539.0,1.0
year_raw[7],-0.416,0.47,-1.197,0.333,0.009,0.006,2715.0,4299.0,1.0
year_raw[8],-0.934,0.448,-1.655,-0.194,0.009,0.006,2330.0,3814.0,1.0
year_re[2016],0.26,0.163,0.0,0.531,0.003,0.002,2712.0,3733.0,1.0
year_re[2017],0.31,0.156,0.059,0.564,0.003,0.002,2431.0,3916.0,1.0
year_re[2018],-0.158,0.157,-0.407,0.1,0.003,0.002,2646.0,3972.0,1.0
year_re[2019],0.341,0.16,0.075,0.593,0.003,0.002,2563.0,3809.0,1.0
year_re[2020],0.202,0.165,-0.051,0.492,0.003,0.002,2570.0,4314.0,1.0
year_re[2021],0.198,0.159,-0.05,0.463,0.003,0.002,2389.0,3662.0,1.0
year_re[2022],-0.64,0.158,-0.91,-0.393,0.003,0.002,2475.0,3794.0,1.0
year_re[2023],-0.158,0.179,-0.443,0.136,0.003,0.002,2732.0,4299.0,1.0
year_re[2024],-0.347,0.157,-0.602,-0.098,0.003,0.002,2653.0,4196.0,1.0
