,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.023,0.031,-0.028,0.074,0.0,0.0,5129.0,4699.0,1.0
beta0,0.128,0.065,0.031,0.239,0.001,0.001,2536.0,2788.0,1.0
beta1,0.059,0.078,-0.064,0.182,0.002,0.002,1861.0,1857.0,1.0
beta_coefs[0],0.128,0.065,0.031,0.239,0.001,0.001,2536.0,2788.0,1.0
beta_coefs[1],0.059,0.078,-0.064,0.182,0.002,0.002,1861.0,1857.0,1.0
beta_coefs[2],0.101,0.065,-0.003,0.208,0.001,0.001,3679.0,3915.0,1.0
beta_coefs[3],0.045,0.103,-0.116,0.198,0.003,0.002,1648.0,2173.0,1.0
beta_coefs[4],-0.391,0.105,-0.564,-0.219,0.002,0.001,2052.0,2821.0,1.0
rw2_innovations[0],0.111,0.21,-0.197,0.457,0.005,0.005,1751.0,1830.0,1.0
rw2_innovations[1],-0.099,0.154,-0.35,0.146,0.003,0.003,3759.0,3071.0,1.0
rw2_innovations[2],-0.379,0.284,-0.812,0.021,0.007,0.006,1705.0,2066.0,1.0
sigma,0.381,0.025,0.341,0.422,0.0,0.0,3967.0,4706.0,1.0
sigma_smooth,0.193,0.081,0.064,0.327,0.002,0.001,1457.0,1468.0,1.0
