,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.001,0.043,-0.071,0.071,0.001,0.001,6960.0,5411.0,1.0
beta0,0.133,0.046,0.057,0.206,0.001,0.0,3194.0,5155.0,1.0
beta1,0.025,0.038,-0.038,0.083,0.001,0.001,2751.0,2664.0,1.0
beta_coefs[0],0.133,0.046,0.057,0.206,0.001,0.0,3194.0,5155.0,1.0
beta_coefs[1],0.025,0.038,-0.038,0.083,0.001,0.001,2751.0,2664.0,1.0
beta_coefs[2],-0.046,0.041,-0.115,0.014,0.001,0.001,2738.0,3934.0,1.0
beta_coefs[3],-0.056,0.037,-0.118,0.001,0.001,0.001,4625.0,3499.0,1.0
beta_coefs[4],-0.021,0.057,-0.111,0.069,0.001,0.001,3060.0,4740.0,1.0
lag_coef,-0.095,0.098,-0.257,0.066,0.001,0.001,5410.0,4699.0,1.0
rw2_innovations[0],0.036,0.094,-0.111,0.19,0.002,0.002,2501.0,2439.0,1.0
rw2_innovations[1],0.062,0.086,-0.066,0.201,0.002,0.002,2959.0,2472.0,1.0
rw2_innovations[2],0.045,0.1,-0.115,0.199,0.002,0.003,4387.0,2975.0,1.0
sigma,0.412,0.032,0.358,0.463,0.0,0.0,6038.0,5286.0,1.0
sigma_smooth,0.094,0.056,0.003,0.172,0.001,0.001,1220.0,1252.0,1.0
