,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.079,0.113,-0.104,0.261,0.002,0.002,2592.0,3179.0,1.0
beta0,0.061,0.054,-0.03,0.148,0.001,0.001,4020.0,4412.0,1.0
beta1,0.037,0.039,-0.023,0.101,0.001,0.001,3905.0,3270.0,1.0
beta_coefs[0],0.061,0.054,-0.03,0.148,0.001,0.001,4020.0,4412.0,1.0
beta_coefs[1],0.037,0.039,-0.023,0.101,0.001,0.001,3905.0,3270.0,1.0
beta_coefs[2],0.014,0.037,-0.044,0.077,0.001,0.001,5402.0,4171.0,1.0
beta_coefs[3],-0.006,0.031,-0.052,0.044,0.0,0.001,4918.0,3243.0,1.0
beta_coefs[4],-0.034,0.055,-0.126,0.055,0.001,0.001,5728.0,4854.0,1.0
lag_coef,-0.138,0.094,-0.297,0.014,0.001,0.001,5088.0,4553.0,1.0
rw2_innovations[0],0.002,0.076,-0.116,0.13,0.001,0.003,3908.0,2936.0,1.01
rw2_innovations[1],0.003,0.07,-0.108,0.117,0.001,0.002,4704.0,3279.0,1.0
rw2_innovations[2],-0.008,0.079,-0.136,0.115,0.001,0.002,5239.0,2770.0,1.01
sigma,0.296,0.025,0.255,0.338,0.0,0.0,5848.0,5404.0,1.0
sigma_smooth,0.067,0.053,0.001,0.14,0.002,0.001,847.0,1120.0,1.01
sigma_year,0.303,0.106,0.146,0.46,0.002,0.002,2346.0,3618.0,1.0
year_raw[0],0.509,0.508,-0.349,1.285,0.009,0.006,3520.0,4428.0,1.0
year_raw[1],0.735,0.518,-0.142,1.547,0.009,0.006,3465.0,4307.0,1.0
year_raw[2],-0.592,0.561,-1.496,0.343,0.009,0.006,3885.0,5206.0,1.0
year_raw[3],1.378,0.631,0.365,2.411,0.011,0.007,3285.0,4439.0,1.0
year_raw[4],-0.214,0.585,-1.209,0.704,0.009,0.007,3850.0,4957.0,1.0
year_raw[5],0.001,0.586,-0.985,0.922,0.01,0.007,3769.0,4828.0,1.0
year_raw[6],-0.6,0.572,-1.51,0.363,0.01,0.007,3612.0,4899.0,1.0
year_raw[7],-1.152,0.591,-2.16,-0.227,0.01,0.006,3612.0,4521.0,1.0
year_re[2016],0.145,0.146,-0.087,0.387,0.003,0.002,3345.0,3996.0,1.0
year_re[2017],0.207,0.147,-0.043,0.438,0.003,0.002,3372.0,4230.0,1.0
year_re[2018],-0.168,0.162,-0.434,0.095,0.003,0.002,3793.0,4493.0,1.0
year_re[2019],0.383,0.16,0.111,0.632,0.003,0.002,3535.0,4490.0,1.0
year_re[2020],-0.058,0.169,-0.335,0.218,0.003,0.002,3611.0,4728.0,1.0
year_re[2021],0.003,0.172,-0.263,0.291,0.003,0.002,3429.0,4574.0,1.0
year_re[2023],-0.166,0.161,-0.422,0.105,0.003,0.002,3454.0,4400.0,1.0
year_re[2024],-0.322,0.157,-0.569,-0.053,0.003,0.002,3686.0,4609.0,1.0
