,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.002,0.125,-0.196,0.204,0.003,0.002,2058.0,2930.0,1.0
beta0,0.088,0.058,-0.008,0.182,0.001,0.001,3873.0,4258.0,1.0
beta1,0.03,0.043,-0.039,0.1,0.001,0.001,3556.0,3182.0,1.0
beta_coefs[0],0.088,0.058,-0.008,0.182,0.001,0.001,3873.0,4258.0,1.0
beta_coefs[1],0.03,0.043,-0.039,0.1,0.001,0.001,3556.0,3182.0,1.0
beta_coefs[2],-0.013,0.038,-0.079,0.044,0.001,0.001,4603.0,3480.0,1.0
beta_coefs[3],-0.043,0.054,-0.13,0.044,0.001,0.001,3960.0,4084.0,1.0
lag_coef,-0.142,0.095,-0.304,0.008,0.001,0.001,5457.0,5065.0,1.0
rw2_innovations[0],0.014,0.093,-0.127,0.181,0.002,0.003,3655.0,2277.0,1.0
rw2_innovations[1],0.014,0.099,-0.143,0.18,0.002,0.003,4447.0,3051.0,1.0
sigma,0.296,0.024,0.258,0.336,0.0,0.0,5562.0,5385.0,1.0
sigma_smooth,0.082,0.059,0.003,0.164,0.002,0.001,1265.0,1995.0,1.0
sigma_year,0.363,0.105,0.21,0.525,0.002,0.002,2385.0,3644.0,1.0
year_raw[0],0.578,0.46,-0.171,1.341,0.009,0.005,2795.0,4072.0,1.0
year_raw[1],0.793,0.461,0.05,1.552,0.009,0.006,2772.0,3833.0,1.0
year_raw[2],-0.212,0.474,-0.964,0.569,0.008,0.006,3157.0,4542.0,1.0
year_raw[3],1.367,0.569,0.436,2.302,0.011,0.007,2646.0,3802.0,1.0
year_raw[4],0.05,0.503,-0.811,0.813,0.009,0.006,3055.0,4382.0,1.0
year_raw[5],0.118,0.517,-0.752,0.956,0.009,0.006,3139.0,4351.0,1.0
year_raw[6],-1.671,0.558,-2.528,-0.721,0.011,0.006,2525.0,4005.0,1.0
year_raw[7],-0.291,0.484,-1.072,0.52,0.009,0.006,3109.0,4454.0,1.0
year_raw[8],-0.764,0.478,-1.54,0.008,0.009,0.006,2915.0,4316.0,1.0
year_re[2016],0.197,0.159,-0.064,0.455,0.003,0.002,2631.0,3487.0,1.0
year_re[2017],0.271,0.154,0.025,0.524,0.003,0.002,2850.0,3932.0,1.0
year_re[2018],-0.077,0.168,-0.353,0.19,0.003,0.002,2960.0,4172.0,1.0
year_re[2019],0.464,0.169,0.197,0.75,0.003,0.002,3017.0,3917.0,1.0
year_re[2020],0.017,0.177,-0.262,0.307,0.003,0.002,2885.0,3552.0,1.0
year_re[2021],0.043,0.182,-0.24,0.361,0.003,0.002,2942.0,3966.0,1.0
year_re[2022],-0.57,0.154,-0.817,-0.325,0.003,0.002,2696.0,3820.0,1.0
year_re[2023],-0.099,0.169,-0.371,0.179,0.003,0.002,2902.0,4251.0,1.0
year_re[2024],-0.263,0.163,-0.527,-0.006,0.003,0.002,2950.0,4113.0,1.0
