,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
sigma,0.414,0.023,0.378,0.454,0.0,0.0,4740.0,2703.0,1.0
Intercept,-0.064,0.179,-0.356,0.221,0.002,0.003,6155.0,3549.0,1.0
wd_preflower_mean,0.017,0.03,-0.031,0.065,0.0,0.0,5052.0,3217.0,1.0
wd_flowering_mean,-0.018,0.017,-0.047,0.01,0.0,0.0,5077.0,3260.0,1.0
wd_pit_mean,-0.009,0.032,-0.061,0.045,0.0,0.0,5374.0,3364.0,1.0
lag_yield,-0.177,0.08,-0.309,-0.046,0.001,0.001,5068.0,2843.0,1.0
