cohort,model,complexity,pooled_loyo_rmse,pooled_loyo_r2,n_obs,n_folds,note
arbequina,fpls,k=1,0.4567972248728709,-0.07616733543030718,90,9,"secondary, likely-underpowered diagnostic (~9 folds) — not the primary result"
arbequina,bayesian_baseline,n_basis=5 (RW2),0.49733970540208666,-0.2756723952999298,90,9,"secondary, likely-underpowered diagnostic (~9 folds) — not the primary result"
