,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.002,0.031,-0.051,0.048,0.0,0.0,4779.0,4768.0,1.0
beta0,0.122,0.036,0.066,0.182,0.001,0.001,2644.0,3468.0,1.0
beta1,0.047,0.031,-0.003,0.092,0.001,0.001,2654.0,2231.0,1.0
beta_coefs[0],0.122,0.036,0.066,0.182,0.001,0.001,2644.0,3468.0,1.0
beta_coefs[1],0.047,0.031,-0.003,0.092,0.001,0.001,2654.0,2231.0,1.0
beta_coefs[2],-0.004,0.029,-0.051,0.041,0.0,0.001,3498.0,3496.0,1.0
beta_coefs[3],-0.035,0.031,-0.083,0.011,0.001,0.001,3845.0,2200.0,1.0
beta_coefs[4],-0.075,0.035,-0.129,-0.016,0.0,0.001,6074.0,4980.0,1.0
rw2_innovations[0],0.025,0.08,-0.093,0.151,0.002,0.003,2397.0,2122.0,1.0
rw2_innovations[1],0.019,0.064,-0.082,0.12,0.001,0.002,3483.0,2995.0,1.0
rw2_innovations[2],-0.01,0.081,-0.133,0.119,0.001,0.003,3862.0,1861.0,1.0
sigma,0.37,0.023,0.332,0.406,0.0,0.0,4631.0,4672.0,1.0
sigma_smooth,0.068,0.053,0.001,0.145,0.002,0.001,827.0,1044.0,1.0
