,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.001,0.039,-0.066,0.064,0.003,0.004,136.0,3358.0,1.08
beta0,0.078,0.045,0.01,0.143,0.015,0.001,10.0,50.0,1.32
beta1,0.053,0.033,0.002,0.1,0.01,0.001,10.0,51.0,1.32
beta_coefs[0],0.078,0.045,0.01,0.143,0.015,0.001,10.0,50.0,1.32
beta_coefs[1],0.053,0.033,0.002,0.1,0.01,0.001,10.0,51.0,1.32
beta_coefs[2],0.01,0.024,-0.03,0.05,0.0,0.003,1247.0,3509.0,1.11
beta_coefs[3],-0.024,0.029,-0.071,0.017,0.007,0.001,14.0,219.0,1.19
beta_coefs[4],-0.039,0.031,-0.085,0.006,0.008,0.0,12.0,942.0,1.23
beta_coefs[5],-0.033,0.027,-0.082,0.004,0.003,0.001,67.0,2763.0,1.04
beta_coefs[6],-0.017,0.027,-0.056,0.026,0.004,0.001,38.0,2441.0,1.07
beta_coefs[7],-0.001,0.047,-0.068,0.077,0.012,0.001,15.0,1385.0,1.18
lag_coef,-0.13,0.104,-0.29,0.038,0.025,0.004,18.0,154.0,1.15
rw2_innovations[0],-0.017,0.059,-0.113,0.066,0.002,0.005,2153.0,1774.0,1.31
rw2_innovations[1],0.009,0.045,-0.066,0.081,0.001,0.005,787.0,1859.0,1.31
rw2_innovations[2],0.02,0.048,-0.042,0.103,0.005,0.003,48.0,1923.0,1.11
rw2_innovations[3],0.02,0.047,-0.042,0.103,0.005,0.003,61.0,2764.0,1.13
rw2_innovations[4],0.01,0.049,-0.062,0.094,0.001,0.004,452.0,2142.0,1.31
rw2_innovations[5],0.001,0.054,-0.085,0.087,0.001,0.006,6272.0,2327.0,1.36
sigma,0.417,0.03,0.362,0.458,0.005,0.002,42.0,2651.0,1.09
sigma_smooth,0.045,0.041,0.0,0.1,0.012,0.001,7.0,22.0,1.51
