,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.001,0.133,-0.215,0.214,0.003,0.002,1824.0,2145.0,1.0
beta0,-0.017,0.042,-0.087,0.05,0.001,0.001,2957.0,4091.0,1.0
beta1,-0.036,0.03,-0.085,0.013,0.001,0.001,3281.0,3095.0,1.0
beta_coefs[0],-0.017,0.042,-0.087,0.05,0.001,0.001,2957.0,4091.0,1.0
beta_coefs[1],-0.036,0.03,-0.085,0.013,0.001,0.001,3281.0,3095.0,1.0
beta_coefs[2],-0.023,0.029,-0.071,0.023,0.0,0.0,4500.0,4519.0,1.0
beta_coefs[3],0.014,0.027,-0.03,0.058,0.0,0.001,5022.0,3384.0,1.0
beta_coefs[4],0.042,0.036,-0.016,0.1,0.0,0.0,6310.0,6132.0,1.0
lag_coef,-0.139,0.098,-0.307,0.017,0.001,0.001,4303.0,4710.0,1.0
rw2_innovations[0],0.033,0.073,-0.063,0.163,0.001,0.002,2874.0,2808.0,1.0
rw2_innovations[1],0.023,0.062,-0.069,0.126,0.001,0.002,4230.0,3436.0,1.0
rw2_innovations[2],-0.009,0.071,-0.125,0.1,0.001,0.002,4335.0,3169.0,1.0
sigma,0.294,0.024,0.254,0.331,0.0,0.0,5435.0,4540.0,1.0
sigma_smooth,0.067,0.051,0.002,0.136,0.001,0.001,1054.0,1547.0,1.0
sigma_year,0.391,0.111,0.219,0.551,0.002,0.002,2059.0,3487.0,1.0
year_raw[0],0.672,0.464,-0.082,1.417,0.01,0.006,2232.0,3640.0,1.0
year_raw[1],0.829,0.454,0.122,1.614,0.01,0.006,2100.0,2853.0,1.0
year_raw[2],-0.555,0.445,-1.259,0.195,0.008,0.006,2760.0,4005.0,1.0
year_raw[3],0.852,0.48,0.061,1.596,0.01,0.007,2259.0,3509.0,1.0
year_raw[4],0.66,0.482,-0.118,1.457,0.01,0.006,2303.0,3783.0,1.0
year_raw[5],0.443,0.429,-0.256,1.136,0.009,0.006,2288.0,3402.0,1.0
year_raw[6],-1.692,0.559,-2.615,-0.799,0.011,0.007,2426.0,4082.0,1.0
year_raw[7],-0.33,0.494,-1.158,0.455,0.01,0.006,2579.0,4063.0,1.0
year_raw[8],-0.893,0.45,-1.63,-0.144,0.009,0.006,2654.0,4288.0,1.0
year_re[2016],0.249,0.17,-0.02,0.536,0.003,0.002,2538.0,3571.0,1.0
year_re[2017],0.304,0.159,0.05,0.563,0.003,0.002,2487.0,3138.0,1.0
year_re[2018],-0.204,0.164,-0.463,0.067,0.003,0.002,2552.0,3980.0,1.0
year_re[2019],0.31,0.163,0.046,0.576,0.003,0.002,2520.0,3497.0,1.0
year_re[2020],0.242,0.175,-0.032,0.541,0.003,0.002,2606.0,3901.0,1.0
year_re[2021],0.161,0.159,-0.107,0.411,0.003,0.002,2373.0,3182.0,1.0
year_re[2022],-0.621,0.16,-0.873,-0.351,0.003,0.002,2340.0,4277.0,1.0
year_re[2023],-0.126,0.189,-0.429,0.184,0.004,0.003,2449.0,3567.0,1.0
year_re[2024],-0.33,0.161,-0.608,-0.081,0.003,0.002,2509.0,3528.0,1.0
