cohort,predictor,held_out_year,stem,delta_median,delta_q_lo,delta_q_hi,prob_delta_gt_0
all_olive,wd_state,full,numpyro_main_all_olive_wd_state_full,-0.00028322011704300576,-0.0006815168281078161,0.00025386424641060814,0.169375
