stem,cohort,predictor,include_year_re,window_shift_doy,n_draws,beta_S_pre_median,beta_S_pre_q_lo,beta_S_pre_q_hi,beta_S5_median,beta_S5_q_lo,beta_S5_q_hi,beta_S6_median,beta_S6_q_lo,beta_S6_q_hi,beta_S7_median,beta_S7_q_lo,beta_S7_q_hi,beta_S8_median,beta_S8_q_lo,beta_S8_q_hi,delta_S7_minus_S6_median,delta_S7_minus_S6_q_lo,delta_S7_minus_S6_q_hi,delta_S7_minus_S6_prob_gt0,delta_S7_minus_S6_p_diff,delta_S7_minus_S5_median,delta_S7_minus_S5_q_lo,delta_S7_minus_S5_q_hi,delta_S7_minus_S5_prob_gt0,delta_S7_minus_S5_p_diff,delta_S7_minus_S_pre_median,delta_S7_minus_S_pre_q_lo,delta_S7_minus_S_pre_q_hi,delta_S7_minus_S_pre_prob_gt0,delta_S7_minus_S_pre_p_diff,delta_S7_minus_S8_median,delta_S7_minus_S8_q_lo,delta_S7_minus_S8_q_hi,delta_S7_minus_S8_prob_gt0,delta_S7_minus_S8_p_diff
numpyro_main_all_olive_wd_state,all_olive,wd_state,True,0,8000,0.0013810540305138766,0.0005094163265496521,0.0023348319612012825,0.00037404827754116885,-0.00015463740150833098,0.0007841187966595142,9.858126487948324e-05,-0.0004126788062487753,0.0004641601989995555,-0.00019429068301136671,-0.0005043337815508697,0.00012771463454734847,-0.0006333742317294951,-0.0016935265912029827,0.0006254391640416782,-0.0002901525231816173,-0.0006787772318546193,0.0002527477871197983,0.1645,0.8355,-0.0005658642437137661,-0.0011031576341573224,9.904948963605043e-05,0.073125,0.926875,-0.0015843567925975628,-0.0026965308707520464,-0.0005367858719035069,0.008375,0.991625,0.00045656205477424036,-0.0008350450219375705,0.0014755843007039542,0.765375,0.765375
