,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,0.001,0.129,-0.204,0.214,0.003,0.002,2333.0,3321.0,1.0
beta0,0.068,0.052,-0.015,0.156,0.001,0.001,4434.0,4414.0,1.0
beta1,0.04,0.036,-0.021,0.096,0.001,0.001,4510.0,3836.0,1.0
beta_coefs[0],0.068,0.052,-0.015,0.156,0.001,0.001,4434.0,4414.0,1.0
beta_coefs[1],0.04,0.036,-0.021,0.096,0.001,0.001,4510.0,3836.0,1.0
beta_coefs[2],0.012,0.036,-0.046,0.072,0.001,0.001,5234.0,4140.0,1.0
beta_coefs[3],-0.004,0.033,-0.059,0.048,0.0,0.001,6122.0,3903.0,1.0
beta_coefs[4],-0.01,0.029,-0.054,0.036,0.0,0.001,6127.0,3763.0,1.0
beta_coefs[5],-0.024,0.058,-0.123,0.071,0.001,0.001,6257.0,4288.0,1.0
lag_coef,-0.143,0.097,-0.304,0.014,0.001,0.001,4927.0,5403.0,1.0
rw2_innovations[0],0.002,0.072,-0.105,0.123,0.001,0.002,5783.0,3261.0,1.0
rw2_innovations[1],0.011,0.062,-0.081,0.118,0.001,0.002,5522.0,3302.0,1.0
rw2_innovations[2],0.01,0.063,-0.082,0.121,0.001,0.002,5782.0,2719.0,1.0
rw2_innovations[3],-0.007,0.074,-0.125,0.109,0.001,0.003,5867.0,3031.0,1.0
sigma,0.296,0.025,0.256,0.336,0.0,0.0,6557.0,5082.0,1.0
sigma_smooth,0.06,0.05,0.001,0.13,0.002,0.001,701.0,1004.0,1.0
sigma_year,0.371,0.114,0.206,0.54,0.002,0.002,2403.0,4111.0,1.0
year_raw[0],0.609,0.468,-0.183,1.344,0.009,0.006,3034.0,4515.0,1.0
year_raw[1],0.775,0.464,0.026,1.529,0.008,0.005,3338.0,4512.0,1.0
year_raw[2],-0.172,0.487,-0.981,0.612,0.009,0.006,3246.0,4607.0,1.0
year_raw[3],1.341,0.571,0.473,2.336,0.01,0.006,3026.0,4476.0,1.0
year_raw[4],0.057,0.537,-0.803,0.961,0.009,0.007,3568.0,4526.0,1.0
year_raw[5],0.058,0.545,-0.866,0.918,0.009,0.007,3472.0,4666.0,1.0
year_raw[6],-1.62,0.564,-2.523,-0.663,0.011,0.006,2590.0,4015.0,1.0
year_raw[7],-0.313,0.495,-1.121,0.515,0.008,0.006,3459.0,4438.0,1.0
year_raw[8],-0.748,0.513,-1.581,0.092,0.009,0.006,2954.0,4723.0,1.0
year_re[2016],0.211,0.162,-0.056,0.475,0.003,0.002,3314.0,4437.0,1.0
year_re[2017],0.268,0.158,0.006,0.516,0.003,0.002,3409.0,4672.0,1.0
year_re[2018],-0.063,0.176,-0.349,0.223,0.003,0.002,3203.0,4712.0,1.0
year_re[2019],0.463,0.176,0.169,0.743,0.003,0.002,3196.0,4573.0,1.0
year_re[2020],0.019,0.193,-0.278,0.356,0.003,0.002,3570.0,4214.0,1.0
year_re[2021],0.023,0.195,-0.301,0.339,0.003,0.003,3406.0,4482.0,1.0
year_re[2022],-0.562,0.162,-0.816,-0.291,0.003,0.002,3213.0,4496.0,1.0
year_re[2023],-0.109,0.177,-0.387,0.187,0.003,0.002,3429.0,4227.0,1.0
year_re[2024],-0.259,0.177,-0.526,0.054,0.003,0.002,3177.0,4770.0,1.0
