,mean,sd,hdi_5%,hdi_95%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
alpha,-0.039,0.213,-0.397,0.305,0.004,0.003,2543.0,3757.0,1.0
beta0,0.17,0.109,-0.015,0.34,0.002,0.001,3012.0,4162.0,1.0
beta1,0.067,0.072,-0.047,0.185,0.001,0.001,3239.0,4117.0,1.0
beta_coefs[0],0.17,0.109,-0.015,0.34,0.002,0.001,3012.0,4162.0,1.0
beta_coefs[1],0.067,0.072,-0.047,0.185,0.001,0.001,3239.0,4117.0,1.0
beta_coefs[2],-0.014,0.064,-0.116,0.088,0.001,0.001,3319.0,3689.0,1.0
beta_coefs[3],-0.062,0.051,-0.142,0.022,0.001,0.001,5194.0,5622.0,1.0
beta_coefs[4],-0.088,0.106,-0.252,0.09,0.002,0.002,3702.0,3510.0,1.0
lag_coef,-0.301,0.111,-0.477,-0.111,0.002,0.001,5135.0,5435.0,1.0
rw2_innovations[0],0.022,0.098,-0.138,0.176,0.002,0.003,3949.0,2668.0,1.0
rw2_innovations[1],0.034,0.096,-0.111,0.194,0.002,0.003,4226.0,3062.0,1.0
rw2_innovations[2],0.021,0.102,-0.132,0.191,0.002,0.003,5310.0,3732.0,1.0
sigma,0.682,0.059,0.583,0.774,0.001,0.001,5069.0,5034.0,1.0
sigma_smooth,0.083,0.061,0.002,0.166,0.002,0.001,790.0,1164.0,1.0
sigma_year,0.64,0.175,0.361,0.907,0.003,0.003,2454.0,3831.0,1.0
year_raw[0],0.736,0.513,-0.133,1.548,0.009,0.006,3292.0,5062.0,1.0
year_raw[1],-0.061,0.542,-0.921,0.854,0.009,0.007,3717.0,4877.0,1.0
year_raw[2],1.135,0.555,0.276,2.087,0.01,0.006,3297.0,4755.0,1.0
year_raw[3],-0.395,0.581,-1.328,0.582,0.01,0.007,3708.0,4570.0,1.0
year_raw[4],-0.12,0.578,-1.05,0.848,0.01,0.006,3484.0,5046.0,1.0
year_raw[5],-1.92,0.606,-2.892,-0.91,0.011,0.007,3272.0,4645.0,1.0
year_raw[6],-0.235,0.551,-1.105,0.695,0.008,0.006,4220.0,5181.0,1.0
year_raw[7],0.699,0.537,-0.14,1.61,0.009,0.006,3600.0,4822.0,1.0
year_re[2017],0.443,0.299,-0.053,0.918,0.005,0.003,3700.0,5065.0,1.0
year_re[2018],-0.038,0.33,-0.564,0.523,0.005,0.003,3760.0,5382.0,1.0
year_re[2019],0.696,0.332,0.163,1.242,0.006,0.004,3430.0,4863.0,1.0
year_re[2020],-0.253,0.361,-0.833,0.346,0.006,0.004,3490.0,4239.0,1.0
year_re[2021],-0.077,0.357,-0.651,0.514,0.006,0.004,3386.0,4531.0,1.0
year_re[2022],-1.166,0.307,-1.678,-0.675,0.005,0.003,3382.0,5191.0,1.0
year_re[2023],-0.139,0.335,-0.682,0.41,0.005,0.004,4157.0,5156.0,1.0
year_re[2024],0.43,0.325,-0.082,0.992,0.005,0.003,3672.0,5046.0,1.0
